Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Bush Blue Lake 94 (XP B94)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, late season, large podded Blue Lake for processing and fresh market.|Bush Blue Lake 274.|wide. PVP. 1977.|bean virus 1, New York 15.|
Bush Blue Lake 141 (Code 141)|Charter Seed Co.|Charter Seed Co.|moderately erect plant with pods having many Blue Lake attributes borne high.|Bush Blue Lake.|wide. 1969.|bean virus 1, New York 15.|
Bush Blue Lake 156 (BX-156-2-3-6)|Novartis Seeds, Inc.|Novartis Seeds, Inc.|||||OSU 4843-1 /4/ Rogers GP#473 / OSU 58 // GP66937A /3/ White seeded provider / Blue lake FM-1.
Bush Blue Lake 274 (XP 274)|Asgrow Seed Co.|Asgrow Seed Co.|high yielding bush cultivar with pods, comparable in texture, quality, slowness of seed and fiber development to pole Blue Lakes types.|Bush Blue Lake.|wide. 1964.|common mosaic, bean virus 1, New York 15.|
Bush Blue Lake 283 (XP 283)|Asgrow Seed Co.|Asgrow Seed Co.|improved version of original Bush Blue Lake with same excellent pod texture and quality but more uniform set and yield.|Bush Blue Lake.|believed quite wide. 1967.|common mosaic, bean virus 1, New York 15.|
Bush Blue Lake 290 (XP 290 B)|Asgrow Seed Co.|Asgrow Seed Co.|slender podded bush Blue Lake with more rapid seed development than BBL274.|BBL274.|northwestern United States.|New York 15 mosaic.|
Bush Blue Lake Advance (XP B90)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early, medium sieve, high quality, Blue Lake.|Oregon 1604 and other Blue Lakes.|Pacific northwest, northeastern, midwestern United States. PVP 7700088. 1977.|bean virus 1, New York 15.|
Bush Blue Lake Rio (XP B74)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, early, high quality Blue Lake for general purpose processing.|Lake Superior, Lake Shasta, Lake Geneva.|wide. PVP. 1977.|bean virus 1, New York 15.|
Bush Blue Lake Supreme (XP B41)|Asgrow Seed Co.|Asgrow Seed Co.|earlier than Bush Blue Lake 274, slow seed development, meaty flesh.|Bush Blue Lake 274. Asgrow Catalog, 1972.||common bean mosaic, New York 15.|SBL 7 x Bush Blue Lake 272.
Bush Kentucky Wonder 125|Novartis Seeds, Inc.|Novartis Seeds, Inc.|58 days, Kentucky Wonder type, 15-17 cm flat pods on strong bush. PVP 8200145.||||
Bush Romano 350|Novartis Seeds, Inc. PVP 9000104.|Novartis Seeds, Inc. PVP 9000104.|||||
Bush Romano 635 (635-1-13)|Dr. P. Moser.|Rogers.|a 59 day, home garden type Romano; pods are 14-16 cm in length and have a medium green color that is persistent through maturation; pod flavor is typical of Oregon Blue Lake types.|Roma. PVP. 1989.||bean virus 1, New York 15, curly top.|
Bush Romano 71 (E1203)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|more upright habit, longer pod, greater yield potential that Bush Romano 14; uniform, vinaceous, cinnamon seed color.|Bush Romano 14.|Oregon, Wisconsin, New York, California. 1972.||
Cabretta 78 (RS 1263)|Royal Sluis B.V.|Royal Sluis B.V.|medium late maturity, small seeded, dwarf French bean for whole bean processing.|||halo blight tolerant. PVP 8200130.|
Cadillac (RS 1260, EU 11666 in Europe)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|medium late maturity for processor use, perhaps also fresh market use; end product grade = 6 and 9 mm; pod length is 10-11 cm.|Remeo, Sigma.|NAFTA (processing and fresh market), Europe (processing). PVP applied for. 2004.|anthracnose, halo blight, bean common mosaic.|open pollinated.
Caesar (E8270)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, white seeded, pods hold freshness for a very long period.|Bush Romano 14.|Oregon. PVP. 1982.|common bean mosaic, bean virus 1A.|
Calgreen|Novartis Seeds, Inc.|Novartis Seeds, Inc.|60 days, Greencrop type with 16 cm flat green pods on large upright bush. PVP 9000106.||||
Calgreen (GP81381-2-8)|Dr. J. Morris.|Rogers.|Calgreen is a narrow flat, green podded snap bean cultivar that is similar to Greengenes, but Clagreen has a more erect bush which holds the pods high; pods are darker green and are straight and uniform.|Greengenes. PVP. 1990.||bean virus 1, New York 15.|
Calima|Nunhems Zaden.|Nunhems.|filet type dwarf French bean, stringless, pod length 18-20 cm, dark green, best suited for hand harvest. PVP. 1991.||||
Canfreezer|Louisiana Agric. Expt. Sta., Baton Rouge.|Reuter Seed Co.|early, high yield, stringless, good for fresh market, canning, freezing, high quality.|Blue Lake.|southern, southeastern United States. 1948.|rust.|Giant Stringless Greenpod x Ideal Market.
Cape (XP B40)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|open pollinated, large sieve, round pod with some fiber for shipping.||wide: Italy, South Africa, United Kingdom, Canada, United States. PVP 7600067. 1976.|bean virus 1, New York 15; tolerance to one or more races of bean rust.|
Caprice (HMX 0944)|Steve Magnuson.|Harris Moran.|green bean type; 56 days to maturity; upright plant habit; high pod set; sieve size 4; pods are medium dark green and 5.5 inches long.||home garden, U.S. 2003.|bacterial brown spot.|open pollinated.
Capricorn|Novartis Seeds, Inc. PVP 200000057.|Novartis Seeds, Inc. PVP 200000057.|||||
Carlo (XPB282)|Asgrow.|Asgrow.|excellent dark pod color and straightness, excellent for whole pod bean, nice pod position.|Banquet. 1993.||bean common mosaic virus.|
Cascade (KB-3)|Keystone Seed Co.|Keystone Seed Co.|dark, round, five and a half ', low fiber pod, mechanical harvest.|Tendercrop.|wide. 1966.|common bean virus, New York 15.|Tendercrop x 154-40.
Cascade Giant (OSU5398)|J. R. Baggett.|OSU.|indeterminate plant, round stringless pod, mottled: very long, up to 11 or 12'.|Oregon Giant. 1992.|||
Castano (SB4218)|Novartis Seeds, Inc. PVP 200000048.|Novartis Seeds, Inc. PVP 200000048.|||||
Castel||Vilmorin.||||C. lindemuthianum, CBMV, Pseudomonas phaseolicola. 1988.|
Castleforte (XP 4003)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, broad bean of medium maturity with pods medium green, long round oval with seven to eight large seed.|Simonia, Super Simonia, Aquadulce. 1980.|||
Catskill (KB-4)|Keystone Seed Co.|Keystone Seed Co.|round, smooth, light green, 5-6' pods; high percentage of size four pods, mechanical harvest.|||common bean virus. 1966.|
Celtic (HB324-1-2-3)|Rogers.|Rogers.|whole pack bean for and on fourth length, two to three sieve, medium dark green pods, erect bush.|Dandy. PVP. 1993.||bean virus 1, New York 15, ctv.|
Century Gold (Wax 819)|Rogers Brothers Co.|Rogers Brothers Co.|open pollinated, unusually fleshy pod, slow seed and fiber development, straight pods, longer than typical wax bean pods.|Kinghorn Wax.|wide. 1976.|common bean mosaic.|
Champagne (pole)|Dept. of Hort., University of New Hampshire, Durham, New Hampshire.|Billy Hepler Co.|fast growing pole bean that sets clusters of Kentucky Wonder-like beans but larger with better quality.|Kentucky Wonder.|northern New England.||New Hampshire heirloom stock.
Checkmate (XP B46)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, Tendercrop type plant, pods about Early Gallatin color and darker than Eagle; for processing.|Eagle, Early Gallatin.|wide. 1974.|bean virus 1, New York 15.|9W x BBL 274.
Cherokee (Wax Valentine)|Clemson College Truck Expt. Sta., Charleston, South Carolina.|Associated Seed Growers.|Valentine type, wax; high yielding, excellent color pods.|Sure Crop.|general. Asgrow Catalog 12, March, 1947.||mutation from Asgrow Valentine.
Chevert Stringless|Corneli Seed Co., Saint Louis.|Corneli Seed Co., Saint Louis.|stringless, flat pod; green seed.|Chevrier Vert. Corneli Des. Catalog 14. 1956.||some forms of mosaic.|selection from Chevrier Vert. x B2008.
Choctaw|J.A. Campbell, Truck Crops Branch Expt. Sta., Crystal Springs, Mississippi.||high yields; capacity to produce under high temperatures; low fiber content.|Cherokee.|southern, eastern United States. 1958.|common bean mosaic.|selection from green line B1387-1-13-3-1 from crosses and outcrosses involving Great Northern Idaho 1, United States Refugee 1, United States 5, mosaic resistant rogue, Black Valentine, World Fair, Commodore.
Cinguow (XPB305)|Asgrow.||small sieve bean, medium color.|||bean common mosaic virus, ARE gene. 1995.|
Citation (XPB 169)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, slender podded processing bean.|Eagle.|all been areas. PVP. 1986.|bean common mosaic virus.|
Classic (Greenpod 150)|Rogers Brothers Co.|Rogers Brothers Co.|dark green, Tendercrop type bush; slender in sieve size.||western, midwestern, eastern United States. 1970.|curly top, bean virus 1, summer death (Australia).|
Cloudburst|Seminis Vegetable Seeds. PVP 9800015.|Seminis Vegetable Seeds. PVP 9800015.|||||
Coaster|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|long, slender pods; earliness.|Morse's Pole 191.|western coast of United States. 1948.||Morse's Pole 191 x Early Blue Lake.
Coloma (GP 563)|Rogers Brothers Co.|Rogers Brothers Co.|Blue Lake pod quality with straighter, smoother pod and more erect bush than Bush Blue Lake.|Tempo.|general. 1967.|bean virus 1, New York 15; tolerance to certain strains of bean rust, root tot.|Tendercrop x Oregon State University BBL 410.
Colt (GP79-140)|Dr. J. Morris.|Rogers.|approximately 58 days to fresh maturity; 5.25' pod length and averages a three to four sieve; has medium dark and bright green pod color, with round, straight, smooth pods.|Slenderette. 1987.||bean common mosaic virus.|
Columbia|USDA, Oregon and Washington Experiment Stations.||resistance to curly top virus, common mosaic.|Commercial Blue Lake.|Pacific Northwest. Oregon State Hort. Sci., 1950. 1954.||hybrid; sister line to Pioneer x Stringless Blue Lake.
Comet (251B)|Asgrow Seed Co.|Asgrow Seed Co.|white seeded cultivar for canning and freezing. Pods bright green after processing.|White Seeded Slendergreen.|general. 1965.|common mosaic (bean virus 1 arid New York 15).|
Comet (251B)|Asgrow Seed Co.|Asgrow Seed Co.|white seeded cultivar for canning and freezing. Pods bright green after processing.|White Seeded Slendergreen.|general. 1965.|common mosaic (bean virus 1 arid New York 15).|
Concesa (HMX 8996)|Steve Magnuson.|Harris Moran.|bush green bean type; 55 day maturity; strong upright plant habit, high pod set and strong seedling vigor; pods dark green, 6.0 inches long, 3 to 4 sieve.||U.S. 2002.|BCMV, rust (races 38, 53, 72) and beet curly top virus.|open pollinated.
Conquistador (XP 381)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|round, green bush snap for processing, #4 average sieve size, heat stress tolerant.|Brio.|North America. ASTA Cultivar Listing. PVP 9900433.|BCMV, bacterial brown spot.|
Contender (Phaseolus vulgaris)|Southeastern Vegetable Breeding Laboratory, Charleston, South Carolina; Mississippi, Alabama, Florida Agric. Expt. Sta. cooperated in this release.||long, round pods, lending to slightly oval, seed buff, extremely early.|St. Black Valentine.|very wide. Seed World. Jan. 20, 1950.|common bean mosaic, powdery mildew.|Commodore x Streamliner x United States 5 Refugee.
Cooper Wax|Southeastern Vegetable Breeding Laboratory, Charleston, South Carolina.||heat tolerance.|Brittle Wax.|southern regional. Southern Seedsman, Oct., 1942. 1944.|common bean mosaic, powdery mildew.|Brittle Wax x United States 5 Refugee (selection).
Corneli 14|Corneli Seed Co., Saint Louis.|Corneli Seed Co., Saint Louis.|white seed; large bush with pods held well off ground; good for mechanical picking; medium long, slender, round pods.||wide. Corneli Des. Catalog 14. 1957.|mosaic some forms of bacterial blight.|Wade x B2008.
Crest (XPB198)|Asgrow.|Asgrow.|high yield, high quality.|Blue Lake 47. PVP. 1990.||halo blight, bean common mosaic virus.|
Criolla|Puerto Rico Agric. Expt. Sta., Rio Piedras.|Farms Division, Puerto Rico Agric. Expt. Sta.|low in fiber, high productivity, withstand hot weather.|Bonita.|tropics. 1953.|rust.|Bonita x Selection 210 of Southern United States Reg. Veg. Laboratory.
Crossville (E4206)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, Blue Crop type with better habit, earlier maturity, better yield potential, darker pod color, smaller sieve size.|Blue Crop.|wide. PVP.|common bean mosaic, NY strain; field tolerance to rust in Cumberland Plateau.|
Cumberland (E1212)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|late midseason, very tall, upright habit, dark green foliage color with firm, round, uniform, five and a half ' pods of medium blue-green color, very slow seed and fiber development.|Early Harvest.|Wisconsin, New York. 1974.|common bean mosaic, New York 15.|
Cutlass (MOX8036)|Harris Moran Seed Co.|Harris Moran Seed Co.|open pollinated, Bush Kentucky Wonder type; pod similar to Greencrop, but less fibrous and persistent green color.|Greencrop.|southern California, Arizona, Bush Kent, Wonder areas. PVP. 1985.|bean common mosaic virus, New York 15 strain, bean mosaic virus.|
Cyclone (XP344)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|flat pod, Kentucky Wonder type, bush green bean, upright plant, very high pod position, smooth pods, 52 day maturity.|Green Crop.|SE and NE United States and Canada. ASTA Cultivar Listing. PVP 9700327.|BCMV.|
Dade (SES no.1)|Sub-Tropical Expt. Sta., Homestead, Florida.||pole bean, vigorous, high yield, long straight pods.|McCaslan.|southern United States. Florida Expt. Sta. Circ. S-142. 1962.|rust, common and southern bean mosaic, intumescence.|Florigreen x McCaslan.
