Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Big Shot (XP3973)|L. Baker.|Seminis/Asgrow.|pushy, very large well-filled root, good strong tops, cello/jumbo Imperator hybrid.|Apache.|United States and Canada. 1999.|Alternaria leaf blight.|
Big Top|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Blaze (NVH803)|Northrup King.|Northrup King.|early, smooth, roots are cylindrical and blunt tipped, exterior and interior color of roots are deep orange.|Caropak, Apache, Dominator, Fanci Pak. 1991.||Xanthomonas carrotae, alternaria dauci, cracking.|
Bolero||Vilmorin.||Nandor, Nanco, Narman. 1989.||tolerance to alternaria.|
Bonanza (457)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, uniform, smooth Chantenay type; interior uniform reddish orange; 13-15' tops.|Red Cored Chantenay.|United States. 1977.||
Brasilia (XP 5069)|EMBRAPA.|Asgrow Seed Co.|open pollinated, uniform Nantes type.|Kuronan.|Central America and Northern Brazil. 1984.||
Bunny Bite (E8205)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|miniature Chantenay, excellent early developing color, excellent quality; for baby carrot and home garden use. 1971.||||
Canada Gold (PSX154109)|Petoseed.|Petoseed.|bright orange roots, Imperator shape, smooth and outstanding, fresh eating quality.|Legend (hybrid). 1991.|||
Candy Pack|USDA, C.E. Peterson.|||Imperator. 1977.|||(3640 x 3080) x 4367.
Candy Stick (PS140595 [BB])|R. Maxwell.|Seminis/Petoseed.|peeler, Caropak maturity, smooth exterior color, excellent tops.|Caropak.|California. 1998.||
Canners Special|L.P. Gunson and Company, Rochester, New York.|L.P. Gunson and Company, Rochester, New York.|uniform shape and color.|Royal. 1955.|||selection out of red cored Chantenay.
Can-Pak (847)|Dessert Seed Co.|Dessert Seed Co.|hybrid, uniform, high orange color, freedom from green shoulder.|Chantenay.|general. 1971.||
Caro Best (XPH3623)|Asgrow.|Asgrow.|semi-blunt hybrid for fresh market use, medium tops, excellent red-orange color; roots are smooth, 8-10' length.|Caropak. 1989.||alternaria, cercospora, horizontal lesion.|
Caro Brite (XPH3507)|Asgrow.|Asgrow.|fresh market shipper for production on both mineral and muckland soils; roots are 8-11' in length, of average smoothness, slightly tapered; both internal and external color is outstanding.|Chancellor. 1988.||alternaria, cercospora, rusty root, cavity spot.|
Caro Chief (XPH3507)|Asgrow.|Asgrow.|a fresh market shipper for muckland production; roots are smooth, with good orange color, average in length of 10-12'; medium tops; maturity is main season.|Caro-Pride. 1991.||alternaria leaf blight.|
Caro Choice (XPH3628)|Asgrow.|Asgrow.|a blunt, smooth carrot, roots average 8-10' with good orange color, early to midseason maturity; medium top.|Cellobunch. 1989.||alternaria leaf blight.|
Caro Gold (XPH3486)|Asgrow.|Asgrow.|fresh market shipper for muckland and mineral soils, roots are 8-11' in length, very smooth, very good red-orange color, roots are slightly tapered to a semi-blunt tip.|Chancellor. 1988.||alternaria, cercospora, rusty root.|
Caro Pride (XPH3622)|Asgrow.|Asgrow.|semi-blunt hybrid for fresh market usage, excellent red-orange color, roots are 9-11' long with medium tops, roots are also very smooth in appearance.|Caropak. 1989.||alternaria leaf blight.|
Caro Spike (XPH3708)|Asgrow.|Asgrow.|Imperator style hybrid with medium top size, roots are smooth with good orange color, early to main season maturity, root length varies between 8-10'.|Texas Gold Spike. 1990.||alternaria.|
Caro Tex (XPH3706)|Asgrow.|Asgrow.|tops are medium length with strong attachment, roots are 9-10' with a slight taper, root color is deep orange.|Caro-Spike. 1992.||alternaria.|
Caroline|Sakata Seed.|Sakata Seed.|Chantenay type hybrid, early maturity, 7-8 inch deep orange root.|Koyo 2gou.|United States. 1992.||
Carolong|USDA, ARS.|USDA, ARS.|F1 hybrid, long, cylindrical type.|Long Nantes.|Nantes areas worldwide, European market. 1988.|alternaria.|[(6439S x 6274M2) x Apopka].
Caropak (XPH 569)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, widely adapted United States mechanical harvest hybrid with excellent nutritional and visual quality.|Chancellor.|United States and Canada. 1985.|cercospora, tolerance to alternaria.|
Carousel (XPH6442)|Asgrow Seed Co.|Asgrow Seed Co.|F1, high seedling vigor, early maturity, smooth, well colored, early maturity; nearly cylindrical roots; suitable for packaging or cross sliced processing.||general. Asgrow, Your Crops, What's New for 67, December, 1966.||closed pedigree hybrid involving Asgrow parental lines.
Casey (XPH 890)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, high yielding and quality carrot for processing.|Spartan Bonus 80.|northern United States and Europe. 1982.|tolerance to cercospora leaf blight.|
Cello King (NVH 1010)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, Imperator class for fresh market or slicing; roots 9-10' long and 1.25-1.5' in diameter; good exterior and interior color and uniformity; strong foliage attachment; top 18-21' long.|Woodland, Fanci Pak, Sierra, Sundance.|all fresh-market growing areas. 1984.|alternaria leaf blight, bolting.|
Cellobunch (XPH 568)|Asgrow.|Asgrow.|carries its weight well to tip, good tops, excellent exterior and interior color.|Chancellor. 1984.||cercospora, tolerance to alternaria.|
Centennial (XPH 982)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, excellent interior and exterior quality for slicing, freezing, and canning.|Semi-Nantes.|Wisconsin and the Great Lakes. 1986.|alternaria and cercospora.|
Chancellor (XPH 653)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, long, uniform. very smooth roots.|Imperator. 1979.||tolerance to leaf blight.|Michigan Agric. Expt. Sta. and Asgrow inbreds.
Chantenay #1 (PS 2590)||Seminis Vegetable Seeds-Petoseed.|13-16 cm root length with 4-6 cm root width at crown, tapering to a 1 cm blunt root tip; crisp, juicy texture, medium orange color with uniform color from exterior to interior, medium size core.||Chantenay areas. 2002.|intermediate to Alternaria leaf blight.|F1 hybrid.
Chantenay 7317|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|vigorous; tops longer, more cylindrical roots, freedom from green core, high yielding.|Red Cored Chantenay.|wide. Ferry-Morse Seed Company Descriptive List Supplement. 1957.||selection from Red Cored Chantenay.
Chantenay Andena (XP 402)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, smooth, heavy rooted Chantenay with large diameter and long.|Chantenay 503. 1980.|||
Chantenay Carrib F-1 (154 164)|R. Maxwell.|Seminis/Petoseed.|Kuroda type, uniform, high yield, long root 16-17cm, good vigor, early maturity hybrid.|Koyo II.|Caribbean. 1997.|Alternaria tolerant.|
Chantenay Hall Type|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|greater length, weight, and more cylindrical shape than Red Cored Chantenay.|Chantenay.|wide. 1939.||selected by Hall of Campbell Soup Co.
Chantenay Red Core 5|Waldo Rohnert Co.|S.R.S., Hollister, California.|slow bolting, uniform type, deep orange interior.|R.C. Chantenay.|northern and eastern canning areas of the United States. 1960.||selection from Red Core Chantenay.
Chanticleer|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|a longer type Chantenay.|Long Chantenay. Asgrow Cat. 1946.|||Long Chantenay.
Chantilly (39108)|R. Maxwell.|Seminis/Petoseed.|long Chantenay, high color, uniform hybrid.|Gold King.|home garden. 1999.||
Chanton (78-859-1)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, uniform Chantenay type, good color, freedom from green shoulder.|Red Cored Chantenay.|wide. 1981.||
Cheyenne (SUNEX3229)|R. Freeman.|Sunseeds.|early Imperator type, smooth exterior, good internal color, cylindrical shape.|Six Pak II, Navajo. 1992.||alternaria.|
Choctaw (SUNEX3231)|R. Freeman.|Sunseeds.|vigorous growth, early maturity, strong crops, durable roots, good quality.|Navajo, Six Pak. 1993.||Alternaria dauci.|
Chrisna (78873)|Alf Christianson Seed Co.|Alf Christianson Seed Co.|F1 hybrid, long Nantes type, suitable for slicing or fresh market; roots are 8' long with a smooth, blunt tip with medium tops.|Bonanza. 1981.|||
Comanche (SUNEX3246)|R. Freeman.|Sunseeds.|long, slender roots with mostly cylindrical shape, deep orange color, smooth exterior.|Orlando Gold, Imperator. 1993.||alternaria.|
Commander (93HR)|Joseph Harris Co.|Joseph Harris Co.|hybrid, high yielding, processing type with good color and smoothness.|Royal Chantenay.|northern United States. Joseph Harris Company Catalog, 1969.||
Condor (Sunex3134)|R. Freeman.|Sunseeds.|vigorous, heavy yielding Danvers hybrid for the processing market, good interior color, excellent uniformity.|Danvers 126. 1989.||alternaria.|
Convert (XPH3742)|Asgrow.|Asgrow.|processed flavor with tapered deep orange colored roots, dual purpose slice and dice type for processing.|Flak. 1994.||alternaria, blight, long blight.|
Corrie (SDC 909)|G.S. McWalter.|Campbell Institute.|heavy shouldered dicing carrot, smooth, semi stumped, uniform and intense orange red internal color, very little greening or pale cambium, requires 20+ weeks growth for maximum yield and color development.|Camden F.I., Danvers I26. 1987.|||
Crispy (PS140695)|R. Maxwell.|Seminis/Petoseed.|jumbo/cello or cut and peel with 10-11 inch roots; crisp texture and light mild flavor; tapered shape with blunt tip; suitable for multipurpose; late maturity.|Vita-treat.|NW United States, NE United States and Canada, and California. 1999.||
Crusader (FMX 331)|Ferry-Morse.|Ferry-Morse.|8-10' long slightly blunted small indistinct cores, very good interior color and eating quality with good flavor.|Caropak.||good.|
Cumberland (XPH3738)|Asgrow.|Asgrow.|processor type carrot with improved color and carotene; tops are short with acceptable blight resistance.|Danvers 126. 1994.||alternaria leaf blight.|
Cutlass (DEXP. 724)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, uniform, long cylindrical bright orange root free of green shoulder.|Imperator 58.|most carrot growing areas of United States. 1976.||
Dagger (DEXP. 316-3)|Dessert Seed Co.|Dessert Seed Co.|hybrid, uniformity and high color.|Imperator 58. 1974.|||
Dagger 78|Ron Engle.|ARCO Seed Co.|F1 hybrid, high color, smooth, good tip fill.||all carrot-producing areas. 1978.||
Dan D|W.H. Gabelman.|University of Wisconsin, Madison.||Nantes. 1988.|||W255 x W266.
Danvers 126|Eastern States Farmers Exchange, West Springfield, Massachusetts.|Eastern States Farmers Exchange, West Springfield, Massachusetts.|roots 7.5-8' long, broad, tapered, semi-stumped, very well colored core; tops large strong, deep green and heat resistant.||for market gardening, widely used in canning and processing. Eastern States Coop. 1947.||selections out of a heat resistant strain of Danvers and developed or improved for better interior color, smoother skin, better uniformity and better yield.
Danvers Gold|W.H. Gabelman.|University of Wisconsin, Madison.||Danvers. 1971.|||W133 x W204.
Danvers Pride (Danvers 126, H.F.)|Niagara Chemical Division, FMC.|Niagara Chemical Division, FMC.|'halo free' processing type with excellent bright orange interior and exterior.||general. Amer. Vegetable Grower, December. 1971.||selection of Danvers 126.
Dart (1280C)|ARCO.|ARCO.|excellent color and flavor, slight taper with blunt tip, non bolting, good root uniformity.|Imperator, Gold Pak type. 1984.|||
Dawn (87W342)|N. Molenaar.|Crookham.|very uniform root shape, blunt Imperator, uniform dark orange interior color, small core; short top, 15-16'.|Olympia. 1991.|||
Daybreak (87W87)|N. Molenaar.|Crookham.|very uniform smooth Imperator, dark orange interior, small to medium core size; short top, 15-16'.|Savory. 1991.||alternaria.|
Debut (XPH 979)||Asgrow.|muck carrot, very early maturity.|Spartan Fancy 80. 1983.||cercospora leaf blight.|
Dess Dan (DEXP. 320)|Dessert Seed Co.|Dessert Seed Co.|hybrid, high color and uniformity.|Danvers 126.|||
Diamond Cut (XPH18006)|L.R. Baker.|Seminis/Asgrow.|Imperator hybrid for cello and jumbo production; long semi-cylindrical roots with strong tops.|Choctaw, Cheyenne.|Upper Midwestern U.S. and Canada for muck and mineral soils. 1999.|moderate for Alternaria.|
Diplomat (XPH 231M)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, very fine appearance and uniformity.|Imperator. 1980.||cercospora and tolerance to alternaria.|Michigan Agric. Expt. Sta. and Asgrow inbreds.
Discovery (NVH 1007)|Northrup King and Co.|Northrup King and Co.|Imperator style for fresh-market or slicing, roots slightly tapered 9.5-10.25' long and 1.25' in diameter; good exterior and interior color and uniformity; dark green, strong tops 20-22' long.|Fanci Pak, Woodland, Sierra, Sundance.|all carrot-producing areas. 1984.|alternaria leaf blight, resists bolting.|
Domination (XPH77-33-22)|Rispens.|Rispens.|excellent color and disease resistance.|Blaze. 1993.||alternaria.|
Dominator||Dessert.||Imperator.|||
Douceur|Nunhems.|Canners.|cylindrical roots, early color development, small core, smooth exterior, Amsterdam type.|Minicore. 1989.|||
Dynapeel (PS 711207)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|cut and peel type; 14 inch roots that are slender with an even diameter; no shoulder, blunt tip; flavor and texture are excellent relative to competing cultivars.|Sugarsnax.|U.S.; cut and peel; grower/shipper. 2001.||F1 hybrid.
Eagle (ARCO 209)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, slicer type, 9-10' long, with good color and less-green shoulder than current standards.|Heavy Nantes and Scarlet Nantes.|organic soils in Wisconsin, Indiana, Michigan, Ontario and Quebec, Canada. 1987.||
Early Gold (PS70092)|Gordon McWalter.|Seminis/Petoseed.|early dicer Chantenay with high beta-carotene for harvest opener; broad shoulder with 7 inch roots.|Chantenay Red Cored.|Midwest. 1996.||
Eclipse (XPH3739)|Asgrow.|Asgrow.|a high color hybrid Danvers type for processor market, tops and short.|Danvers 126.|summer and winter production. 1994.|alternaria, blight.|
El President (139-20)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, bright orange, smooth.|Imperator 58.|wide. 1981.|tolerance to bolt and blight.|
Empress|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|short tops, long cylindrical roots.|F.M. 58. 1960.|||selection from Long Imperator.
Enterprise (PS41893)|R. Maxwell.|Seminis/Petoseed.|slicer or cut and peel with cylindrical shape and blunt tip; high beta-carotene with uniform interior color; good field holding ability and non-brittle; midseason maturity.|Vita-treat.|Washington, Midwest, and Canada. 1995.||
Envy (PX 07132127)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|early to mid-season maturity; early sizing; cylindrical shape with blunt tip; not brittle; good tops for better and easier harvest; 12 inch length, 1.5 to 1.75 inch diamater (depending on spacing); keeps its unformity on mineral and muck soil.|Apache.|NAFTA, northeast U.S. and Canada. 2004.||F1 hybrid.
Estrella (RS 912320)|Omar Diaz.|Seminis-Royal Sluis.|Kuroda type, long, smooth, blunt end, 8-10 inches long, 3/4 inches wide, excellent color, small core.|Bangor.|Central America, Caribbean, Central Mexico. 2000.|Alternaria leaf blight.|F1 hybrid.
Eureka|Waldo Rohnert Co.|S.R.S., Hollister, California.|short top, smooth crowns, uniform length.|Imperator Extra Long.|Texas and California. 1960.||Imperator, Imperator Extra Long, and Gold Spike.
Evora (Nun7615)|Nunhems Zaden.|Nunhems Zaden.|short dark foliage, Amsterdam type, medium long and cylindrical root, good shelf life. 1992.||||
Excellence (XP18002)|L. Baker.|Seminis/Asgrow.|long tops, tapered long cello and jumbo roots, main to late season hybrid.|Navajo.|Washington, Michigan, Canada. 1999.|Alternaria leaf blight.|
Falcon|ARCO Seed Co.|ARCO Seed Co.|open pollinated, slicer type 8-9' long with blunt tip.|Heavy Nantes.|Michigan, Wisconsin, Ontario and Quebec, Canada. 1987.||
Fanci Pak (471)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, Imperator type, selected for uniform interior color and smooth exterior; medium-size top.|Imperator 408 and Imperator 58.|most shipping carrot production areas. 1976.||
Fancy Nantes (ACX)|Abbott & Cobb.|Abbott & Cobb.|F1 hybrid, uniform size and shape, finger type, strong tops.|Nantes.|wide. 1982.||
First Class (XPH3818)|Asgrow.|Asgrow.|long, smooth deep orange roots with good top fill and blunt tips.|Imperator. 1995.||alternaria, blight.|
Five Star (XP18025)|L. Baker.|Seminis/Asgrow.|early jumbo cello roots, long strong tops Imperator hybrid.|Apache.|NE United States, Florida, California, Colorado. 1998.|moderate Alternaria.|
Flame (NVH1005)|K. Ladd.|Northrup King.|tops are strong 18-22', roots are slightly tapered, blunt tipped 9-10'; excellent interior color.|Imperator. 1988.||good level to xanthomonas; alternaria.|
Flare (NVH1016)|Rogers Brothers.|Rogers Brothers.|tapered Imperator type with low nitrate and low sodium, and high carotene.|Apache, Six Pak, Fanci Pak. 1992.|||
Flavor Pak (Hybrid Crk W107)|Crookham Co.|Crookham Co.|uniform. long, with high color; strong tops aid in easy harvest; roots carry weight well to the tip; good eating quality.|Long Imperator.|areas where Long Imperator is used. 1981.||F1 hybrid, (Cr340 x 5986) x Cr 300C.
FM 291 (FMX 291)|Court Nichols.|Harris Moran.|Chantenay type for processing, dicing; length is slightly longer than Royal Chantenay; complements Mark II.||U.S. 2002.||F1 hybrid.
Frantes (XP 434)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, bolting resistant with high quality.|Nantes.|United States, Italy, and Spain. 1982.||
Gallena (XPH 5120)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, long Nantes type.|Asgrow Nantes.|northern Europe and the United States. 1985.||
Gladiator (FMX351)|||matures early, carries more weight.|Apache. 1993.|||
Gold King (G1958)|Northrup King and Co.|Northrup King and Co.|intermediate between Royal Chantenay and Red Cored Chantenay, smooth. 1966.||||selection from Chantenay.
Gold Nugget|Breeder and|Harris-Moran.|cylindrical 7-9 inch Imperator, excellent blunting; very sweet flavor.|Imperator. 1993.|||
Gold Pak|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|short tops; long, slender, smooth roots; good color.|Gold Spike. 1956.|||chance cross between Long Type Imperator and Nantes.
Gold Pak 28|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|improved Gold Pak, slightly heavier, larger, and carrying weight farther down root.|Gold Pak.|general. 1967.||
Gold Pak 263 (XP 263)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, roots are smooth; good characteristics for storage.|Gold Pak.|wide, to the muck and mineral soils in the United States and Canada.||
Gold Pride||Harris Moran.||Imperator.|||
Gold Spike|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|long, slender, and smooth; narrow shoulders, strong attachment; excellent buncher and for cellopak.|Long Imperator.|wide, excellent on muck. 1953.||field cross large type Imperator x Nantes.
Gold Strike (NVH 1001)|Northrup King.|Northrup King.|a fresh market and slicing hybrid, approximately 75 day maturity, roots average 9-10' in length by 1 1/4' in diameter, tops are 15-17' tall, bright orange color.|Fanci Pak, Woodland, Sierra. 1983.|||
Golden Glo|University of Guelph, Guelph, Ontario, Canada.||F1, roots 8-9' long, cylindrical, blunt tipped, longer than available Nantes types, with better color and less green shoulder.|Long Nantes.|midwestern and northeastern United States and Canada. Canada J. Plant Sci. 45:395. 1965.|tolerance to cracking.|OAC 848 x OAC 508.
Golden State|C.E. Peterson.|ARS, California and Florida.|smooth, semi stumped, tapered roots; dark orange, uniform interior color, 19-23 cm long, uniform, good flavor, high carotene content.|Orlando Gold. 1983.|||(3475 x 4367) x F524.
Goldmine|Crookham.|Sunseeds.|cello jumbo type, main crop maturity, 9-10 inches long tapered blunt roots, strong tip, maincrop maturity; heavy yield potential.|Dominator.|California. 1983.||
Goliath (PS30489)|Petoseed.|Petoseed.|dicer or juicer, Danvers type. 1994.||||
Grenadier (9147)|Joseph Harris Seed Co.|Joseph Harris Seed Co.|F1 hybrid, long, slender fresh-market type with good color and smoothness.|Imperator, Hipak, and Spartan Sweet.|northern and western United States and Canada. 1971.||
Grower's Choice (KXPC037)|K. Markiewicz-Ladd.|Polonica International.|early, Imperator hybrid, very smooth dark orange exterior and interior color, very strong dark green upright tops, excellent jumbo and cut/peel under dense population.|Plato, Apache. 1998.||Alternaria dauci, premature bolting.|
Halfback (RCX6972)|Novartis Seeds.|Frontier.|hybrid dicer/Chantenay, 10 days earlier than Gold King; high yield and color.|Goliath.|Pacific Northwest and Midwest. 1998.||
Harvestmore (Hybrid W403)|Crookham Co.|Crookham Co.|F1 hybrid, medium to large tops with strong attachments; culinary quality superior to Long Imperator with deeper interior and exterior color; more succulent texture and sweeter flavor.|Long Imperator.|areas where shipper carrots are grown. 1981.||(M6000 x M5986) x Cr 317C.
HCM|P. Simon, USDA.||high carotene.|Imperator. 1987.|||open pollinated.
Healthmaster (154541)|J. Waltrip.|Petoseed.|large uniform Danvers hybrid, excellent color and yield for dicing and juicing. 1994.||||
Heritage (XPH3789)|Asgrow.|Asgrow.|hybrid long Nantes type for processor market as a slicer, very uniform, good smoothness, large tops with good freeze tolerance, roots are 7-8' long with excellent color.|Lucky B. 1994.||alternaria, blight.|
Hicolor 9 (XP299)|Asgrow Seed Co.|Asgrow Seed Co.|exceptionally smooth, well colored, long slender roots.|Waltham Hicolor.|where shipping carrots are grown. Desc. Catalog of Vegetable 20, Asgrow, December. 1965.||selection from Waltham 29.
Highlight (XP-H6430)|Asgrow Seed Co.|Asgrow Seed Co.|F1, high seedling vigor, uniform long, smooth, somewhat tapered, well colored roots for packing or bunching.|Imperator.|general where this type is grown. 1967.||closed pedigree hybrid involving Asgrow parental lines.
Hipak|Joseph Harris Co.||F1, long package type with uniform shape, color, and length.|Gold Pak.|northeastern United States. 1965.||
Huron (ARCO 178)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, good color, smooth, good tip weight, 9-11'.|Imperator class carrots.|Michigan, Wisconsin, central California, Colorado, Washington, Ontario and Quebec, Canada. 1987.||
Hybrid Gold (W93A x Wissyn 33)|University of Wisconsin, Madison.||F1, large, well colored roots, vigorous and uniform.||midwestern United States. Memo to Hybrid Carrot Seed Producers; 1 May 1964.||W93A x Wissyn 33.
Icon||Chriseeds.||Nantes.|||
Imperator 406 (NK 406)|Northrup King and Co.|Northrup King and Co.|open pollinated, Imperator 408 type with slightly shorter top and a more cylindrical root than Imperator 408; selected for uniform interior color and smoothness of root.|Imperator 408 and 58.|all shipping carrot production areas. 1976.||
Imperator 408 (NK 408)|Northrup King and Company, Minneapolis.||long shoot slightly tapered to nearly a point; root about 1' longer than Imperator Long Type, but not as tapered in some trials; selected for smoothness. 1961.||||
Imperida|University of Idaho, Branch Expt. Sta., Parma.||short tops, refined cores of deeper color.|Imperator cultivar.|regionally wherever Imperator types are suited. Ida Agric. Expt. Sta. Circ. 116. 1952.||Imperator x R.C. Chantenay.
Inca (Sunex 3132)|R. Freeman.|Sunseeds.|use as mini or baby carrot; excellent quality, color, vigor, uniformity when grown under high density as mini; strong tops with good crown attachment.|Scarlet Nantes. 1989.|||
Ingot||Chriseeds.||Nantes.|||
Invicta (PS 715004)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|hybrid fresh market Kuroda type with Nantes shape; length is 15-17 cm with 2 cm diameter at the crown; slight taper to a 1.5 cm blunt root tip; color is dark orange with uniform color from exterior to interior; medium size core with slight whitish halo around circumference of the core; exterior surface is very smooth; texture is lightly sweet and crisp; excellent eating quality; high uniformity and quality as compared to standard open pollinated cultivars; slower bolting (moderate bolting tolerance) than standard open pollinated cultivars; strong, but medium sized top.|Concerto, Nantes.|NAFTA - Mexico. 2004.||F1 hybrid.
Javelin (D301-3)|Dessert Seed Co.|Dessert Seed Co.|hybrid, uniformity of shape, color, and size.|Imperator. 1974.|||
Javelin 80|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, long, slender, straight roots with slight taper.|Imperator 58.|California. 1980.||
Juliana (HX 10206004)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|summer type with improved bolting tolerance; cylindrical root shape, earlier maturing than the open pollinated cultivar currently leading the market.|Conquista.|NAFTA and Brazil. 2004.||F1 hybrid.
Karina (PS42293)|R. Maxwell.|Seminis/Petoseed.|high quality Nantes/Imperator, 18-20cm root length, excellent core and external color, large vigorous tops with strong attachment.|no cultivar like it.|South America, South Africa, Australia. 1998.||
King Imperator (1222)|Northrup King and Co.|Northrup King and Co.|top slightly shorter and root slightly slimmer than Imperator 58, higher yield than Gold Pak.|intermediate between Gold Pak and Imperator 58. 1969.|||
King Midas (13C-X72)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, Chantenay type with large tops and root size.|Spartan Bonus.|California. 1979.|cracking, tolerance to powdery mildew (field tot.), bolting.|
Kurodin (154-279)|R. Maxwell.|Seminis/Petoseed.|mid season, medium length (6-7 inch) Kuroda type hybrid, excellent bolt tolerance and yield potential, smooth exterior, strong tops.|Andros.|Caribbean. 1997.|alternaria leaf blight tolerance.|
