Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Califlay|University California, Davis.||slightly darker green and immature leaves slightly more crumpled than Viroflay.|Viroflay. California. Agr. 10 (7):15, July 1956. 1956.||downy mildew.|(Viroflay x PI 140467) x Viroflay4.
Carpo|Nunhems.|Canners.|medium green, large leaf, short petiole.|||mildew race 1, 2, 3. 1989.|
Cascade (58)|Alf Christianson.|Alf Christianson.|F1 hybrid, medium green smooth leaf; petioles strong and growth erect; fast growing for winter season bunching or processing.|Hybrid 424.|wide.|tolerance to mildew, races 1, 2, and 3.|
Catalina (XPH 17076)|Tom McBride.|Seminis Vegetable Seeds-Asgrow.|dark green; good heat tolerance; flat, rounded leaf, with no curl for a good pack appearance.||coastal California; spring-summer season. 1997.|downy mildew races 1, 2, 3, 4.|F1 hybrid.
Cello-Pak|Rogers.|Rogers.|Early freshmarket flat leaf spinach. Medium plant with erect, smooth leaves that are dark green and semi-round.|Shostar and St. Helens. 1994.||downy mildew 1, 2, 3, 4.|
Cherokee (RS 06691031)|John Purcell.|Seminis Vegetable Seeds-Royal Sluis.|late, monoecious, more productive, round darker leaves, between Ballet and Chica for earliness.|Chica.|U.S. 2001.|downy mildew.|F1 hybrid.
Chesapeake Hybrid (Old Dominion X (78X75))|Virginia Truck Expt. Sta., Norfolk.||F1, vigorous, winter hardy and moderately long standing; semi-savoy leaf.|Early Hybrid 7.|mid-Atlantic United States. Veg. Growers News 19 (3). 1964.|downy mildew, races 1 and 2 and cucumber mosaic blight.|Old Dominion and USDA inbred S592.
Chinook (63)|Alf Christianson.|Alf Christianson.|F1 hybrid, fast growing, medium green, semi-savoy spinach for autumn planting, petioles strong and erect plant habit.|Early Hybrid 7R. 1981.||cucumber mosaic virus and downy mildew, race 1, 2, and 3.|
Chinook II|Alf Christianson.|Alf Christianson.|F1 hybrid, fast growing, medium-green, semi-savoy, erect plant with strong petioles.|Early Hybrid 7.|autumn planting. 1983.|tolerance to mildew races 1, 2, and 3.|
Cobra (RS 0669 1068)|John Purcell.|Seminis Vegetable Seeds-Royal Sluis.|European Bolero type, good performance, slower bolting, darker leaf color.|San Moreno.|U.S. 2001.|downy mildew.|F1 hybrid.
Coho (ACX 6)|Alf Christianson.|Alf Christianson.|F1 hybrid, upright, emerald dark green semi-savoy that is fast growing and long standing.|Melody.|wide for fall and spring sowing. 1984.|tolerance to blue mold 1, 2, and 3 and high tolerance to white rust.|
Correnta|Royal Sluis.|Royal Sluis.|long standing, smooth leaf type, dark green, oval leaves, well suited for Clip or Cello-Pack.|||downy mildew 1, 2, 3. 1978.|
Crystal (WWR 73-14)|USDA.||medium dark green, flat leaf; bolts quickly, but adapted to areas where white rust is a problem.|Early Hybrid 424.|Texas, Arkansas, Oklahoma, and Tennessee. 1983.|tolerance to blue mold race 1 and 2, white rust.|
Debut (ARCO 202)|Arco.|Arco.|F1 hybrid, long standing, dark green, smooth leaf type; good for fresh market and processing.|Polka.|western United States winter areas. 1985.|downy mildew, races 1, 2, and 3.|
Delta (XP 1042)|Asgrow.|Asgrow.|F1 hybrid; similar to Early Hybrid 7 but with darker color and higher leaf : petiole ratio and better bolting.|Early Hybrid 7.|eastern United States. 1974.|tolerance to downy mildew and cucumber mosaic virus.|
Dixie Market|Texas Agric. Expt. Sta., College Station, and USDA, Beltsville, Maryland.||fast growing; dark green, upright growth; compact; suited for machine harvesting.|Bloomsdale.|southern United States. So. Seedsmen, June 1957.|blue mold and spinach blight.|Virginia Savoy x (12-15 x 42-21) (Vironay type).
Douglas (RX 0669 1064)|John Purcell.|Seminis Vegetable Seeds-Royal Sluis.|mid early, monoecious, smooth.|no cultivar.|U.S. 2001.|downy mildew.|F1 hybrid.
Duet (66S-1)|USDA, Beltsville, Maryland.|various seedsmen.|long standing, good for processing and fresh market, machine harvestable, good combining ability for long standing hybrid production.||northern half of United States for spring and summer. 1972.||[(Northland x S578) x Northland (2)].
Early Hybrid 56|USDA and University of Maryland, College Park, Maryland.||fall type, heavily savoyed, dark green, and erect growing.|Dixie Market.|eastern seaboard and Arkansas Valley. 1962.|Blue mold and partially to mosaic.|(4 x 3) x (224 x 223).
Emerald (Virginia 62L x Virginia 105K)|Virginia Truck and Ornamental Res. Sta., Norfolk.|various seedsmen.|hybrid, vigorous, moderately long standing, high yield, and semi-savoyed; variable for plant and leaf type.||mid-Atlantic area. 1974.|spinach blight and cucumber mosaic virus.|Va. 62L (seed) and Va. 105K.
Eslivato|Royal Sluis.|Royal Sluis.|dark green, smooth leaf, suited to fresh market and processing, adapted to higher latitudes of North America.|||downy mildew 1, 2. 1975.|
Fallgreen (AR 82-5)|Univ. Arkansas.|Christianson.|semi-savoy, dark green color, recommended for fall planting in white rust problem areas.|Melody.|Arkansas, Oklahoma, Tennessee, and Texas. 1987.|tolerance to white rust, downy mildew 1, 2 and fusarium.|
Farallon (XPH 17087)|Tom McBride.|Seminis Vegetable Seeds-Asgrow.|dark green; smooth leaf; very uniform erect plant and canopy; targeted for bunching and clip markets.||California, Arizona, Colorado. 1998.|downy mildew races 1, 2, 3, 4.|open pollinated.
Flamenco (RS 960751)|Rene Beussen.|Seminis Vegetable Seeds-Royal Sluis.|medium early, dioecious, big leaf, uniform, healthy, productive.|Polka.|U.S. 1999.|downy mildew races 1, 2, 3, 4, U.S. 6, European 7.|F1 hybrid.
Gladiator (XPH 1420)|Asgrow.|Asgrow.|semi-savoyed hybrid.|Seven R. 1984.||downy mildew 1, 2, 3, cucurbit mosaic virus.|
Glare|D.v.d. Ploeg N.V.|Herbst Brothers.|big oval leaves, fast growing, slow bolting for greenhouse.|Bovri. 1968.||mildew.|
Grandstand (XP 1027)|Asgrow.|Asgrow.|hybrid, semi-savoyed, long standing for spring planning.|Early Hybrid 7.|general. 1971.|downy mildew and cucumber mosaic virus.|USDA line one parent.
Green Valley (AR 202 x 200)|Arkansas Agr. Exp. Sta.||semi-savoy, medium, emerald glossy, recommended for fall planting in white rust problem areas.|Hybrid 612. 1980.||tolerance to blue mold 1, 2, white rust, fusarium.|
Green Valley II|Univ. Arkansas.|Alf Christianson.|open pollinated; semi-savoy, medium, emerald glossy, green spinach for fall planting in white rust problem areas.|Green Valley. 1984.|Texas and Arkansas for fall planting where white rust is a problem.|tolerance to blue mold 1 and 2, and high tolerance to white rust.|selection out of Green Valley.
Greenfield|Alf Christianson.|Alf Christianson.|F1 hybrid, smooth leaved; not quite as fast growing, dark green, and longer standing as Hybrid 424.|Hybrid 424.|northern California. 1967.|tolerance to mildew.|
Harmony|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||
Hellcat (RS 1036)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Santana type, round, very thick leaves with deep green color, short and deep green stem with large diameter, early.|Whale.|U.S. 2001.|downy mildew.|F1 hybrid.
High Pack (XP 1029)|Asgrow.|Asgrow.|hybrid, long standing type with dark green flat leaves.|Hybrid 424.|general. 1971.|downy mildew.|USDA lines.
Hi-Green (DPSX 7001)|Agrotip.|D. Palmer Seed Co.|very dark green, rounded leaves.|Unipak 12.|worldwide. 2000.|downy mildew race 5.|F1 hybrid.
Hybrid 178|Alf Christianson.|Alf Christianson.|F1 hybrid, fast growing, full savoy type; slightly darker green and longer standing than Hybrid 612.|Hybrid 612.|Texas and Arkansas. 1960.|mildew.|
Indures|D.v.d. Ploeg N.V.|Herbst Brothers.|erect, dark green, thick round leaves; mechanical harvest; processing or market.|||mildew. 1968.|
Interceptor (RS 06691042)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|very big HW, smooth, flat, big leaves, thick and long stem, but of good size; overall excellent performance.|Puma.|U.S. 2001.|downy mildew.|F1 hybrid.
Iron Cross (FMX 41)|C.Marcotte.|Ferry-Morse.|medium dark green, medium slow bolting type, semi-savoy type.|Avon. 1983.||cucurbit mosaic virus.|
Iron Duke (18D-X1)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, savoyed, medium to slow bolting, high yielding, medium dark green leaf color.|768. 1980.||cucumber mosaic blight.|
Iron Prince (FMX 59)|G.Emery.|Ferry-Morse.|dark green, relatively slow bolting, relatively smooth-leaved.|Hybrid 424. 1983.||blue mold, common strains cucurbit mosaic virus.|
Jade (Long Standing)|Alf Christianson.|Alf Christianson.|F1 hybrid, long standing, deep green, smooth-leaf type with erect to semi-erect habit.|Hyfor 2. 1980.||downy mildew, races 1, 2, and 3.|
Jewel (WRR 72-2)|USDA.||dark green, semi-savoy; bolts quickly, but adapted to Texas, Arkansas, Oklahoma, and Tennessee production areas where white rust is a problem.|Early Hybrid 7. 1983.||tolerance to blue mold race 1 and 2, white rust.|
Kent (XP1128)|Asgrow.|Asgrow.|F1 hybrid, highly attractive, moderately long, standing savoy type, leaves thick with good body weight and carrying quality for bulk handling and packaging.|Packer Seven R.|wide. 1976.|tolerance to spinach blight and one or more races of blue mold.|
Laron (Nun 5184)|Nunhems.|Canners.|large dark green leaves, quick growth, slow bolting, fresh or processing.|||mildew race 1, 2, 3. 1989.|
Lessley|Alf Christianson.|Alf Christianson.|F1 hybrid, last growing semi-savoy.|Wintergarden.|where white rust is a problem.|mildew and white rust.|
Liberty (FMX 88)|G.Emery.|Ferry-Morse.|high yield potential, vigorous growth under cool growing conditions, slow bolting, semi-erect with medium to dark green leaves, moderately rounded and smooth to slightly savoyed.|Polka. 1988.||blue mold 1, 2.|
Lina|Nunhems.|Canners.|strong, thick leaves, medium color, suitable for fresh market and processing.|||mildew race 1, 2, 3. 1989.|
Majestic (XPH 1444)|Known-You.|Asgrow.|flat leafed, light texture, light color, vigorous and fast growing, pointed leaves. 1986.||||
Manta (XPH 1449)|Asgrow.|Asgrow.|Semi-savoyed hybrid with large dark green leaves, plant is vigorous and semi-erect.|Seven R, Packer, and Kent. 1989.||downy mildew, race 1 and, 3.|
Marathon (XP-H2)|Asgrow.|Asgrow.|F1 hybrid, vigorous, high yielding, long standing, semi-savoy.|Packer. Asgrow's 'Your Crops-What's New for '66' Fall 1965.||downy mildew and blight, cucumber mosaic virus.|
Mataress|D.v.d. Ploeg N.V.|Herbst Brothers.|smooth, thick, dark green, slow bolting, vigorous robust, erect plants.|Metador. 1968.||mildew.|
Mazurka|Royal Sluis.|Royal Sluis.|semi-smooth leaf, well adapted to northern latitudes, dual purpose.|||downy mildew 1, 2, 3. 1978.|
Meg|John Purcell.|Seminis-Royal Sluis.|mid late, monoecious, good resistance to bolting, productive, deep green color.|Calata.|U.S. 2001.|downy mildew.|F1 hybrid.
Melody|Royal Sluis.|Royal Sluis.|semi-savoy, dark green color, suitable for fresh market and processing.|||tolerance to downy mildew 1 and 2. 1975.|
Meridian (XPH 1448)|Asgrow.|Asgrow.|vigorous, late maturing, slightly crinkled, flat leaved with excellent color, large leaf blades with short petiole.|High Pack. 1986.||downy mildew 1, 2, 3.|
Miguel (XPH 17075)|Tom McBride.|Seminis Vegetable Seeds-Asgrow.|thick round flat leaves that make a nice finished product, dark green, vigorous.||coastal California, fall season; San Joaquin Valley, California. 1997.|downy mildew races 1, 2, 3, 4.|F1 hybrid.
Murena (XPH 1509)|Asgrow.|Asgrow.|very early, vigorous and fully savoyed, leaves are dark green, plant is semi-erect and suitable for machine harvest.|Seven R. 1988.||downy mildew races 1, 2.|
Nordic 4|Rogers.|Rogers.|mid-season flat leaf spinach with semi-pointed, smooth, dark green leaves, good for fresh market or processing, derived from Nordic.|Nordic and Polka. 1994.||downy mildew 1, 2, 3, 4.|
Nore|D.v.d. Ploeg N.V.|Herbst Brothers.|large, thick, round to egg shape, dark green leaves, slow bolting.|Viking. 1968.||mildew.|
Olympia (144)|Alf Christianson.|Alf Christianson.|F1 hybrid, long standing cultivar that is very fast growing; smooth leaf and dark green.||spring and summer sowing for bunching and processor. 1982.|tolerance to downy mildew, races 1, 2, and 3.|
Oriental Giant (39965)|Jim Waltrip.|Seminis-Seminis garden.|early, monoecious, erect, productive, uniform.|Parade.|home garden. 2001.||F1 hybrid
Ozarka (AR 120)|Arkansas Agr. Exp. Sta.||semi-savoy, slightly slower growing than Greenvalley), recommended for fall planting in white rust problem areas.|Hybrid 612. 1980.||tolerance to blue mold 1, 2, white rust, fusarium.|
Ozarka II|Univ. Arkansas.|Alf Christianson.|open pollinated, a medium curled, green, savoy spinach for fall planting in white rust problem areas.|Ozarka 612.|Texas, Arkansas, and where white rust is a problem. 1984.|tolerance to blue mold I and II, and high tolerance to white rust.|selection out of Ozuka.
Pacifica (NVH 3647)|Northrup King.|Northrup King.|flat leaf type, medium light green color, flat to slightly cupped leaf, medium leaf thickness.|Hybrid 424. 1981.||downy mildew, blight.|
Packer (XP 16)|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|F1, medium savoy, dark color, high yielding, erect plant, adapted to mechanical harvest.||southern and western United States for cool season harvest. Asgrow Commercial Growers Guide, 1963.||
Padre (RS 06710278)|Seminis Vegetable Seeds-Royal Sluis.|Seminis Vegetable Seeds-Royal Sluis.|semi savoy leaf, very uniform, medium green color; upright and closed, well suited for fresh market; sowing dates in the Southeast are October to November; sowing dates in the Northeast are in the spring and again in September; high levels of white rust tolerance not found in any other long standing types in the market; white rust resistance and bolting tolerance make it attractive and well suited for planting east of the Mississippi River.|San Juan, Melody.|northeast and southeast U.S. 2003.|white rust.|F1 hybrid.
Payday (Hybrid 142)|Sluis and Groot, Enkhuizen, Holland.|Niagara Chemical Division, FMC.|hybrid, semi-smooth, dark green heavy leafed, slow bolting habit.|Resistoflay. Amer. Veg. Grower, Dec. 1972.||downy mildew.|
Polka|Royal Sluis.|Royal Sluis.|dual purpose, smooth leaf type, stress tolerant, long standing, dark green color.|||downy mildew 1, 2, 3. 1978.|
Primo (E 50601)|Enza Zaden.|Enza Zaden.|||California, Arizona. 1999.|downy mildew races 1, 2, 3, 4.|F1 hybrid.
Rainier (Exp. 4375)|Alf Christianson.|Alf Christianson.|F1 hybrid, fast growing and medium long standing, leaves smooth dark green; growth is very erect for bunching; medium curled green, savoy spinach for fall planting in white rust problem areas.|Hybrid 424, Ozarka 612.|wide for fall and spring bunching. 1982.|tolerance to blue mold 1, 2; high tolerance to white rust.|
Regency (XPH 1510)|Asgrow.|Asgrow.|very fast growing, light bodied, flat leafed spinach.|High Pack. 1991.||downy mildew, races 1, 2, 3.|
Rhythm|Royal Sluis.|Royal Sluis.|early maturing, semi-savoy.|||downy mildew 1, 2, 3. 1978.|
Rico|Nunhems.|Canners.|large, thick, dark green leaves, slow bolting, fresh and processing.|||mildew race 1, 2, 3. 1989.|
Salad Fresh|W. Atlee Burpee and Co. 2000.|W. Atlee Burpee and Co. 2000.|||||
Salma (Hybrid #17)|Corneli Seed Company, St. Louis.||upright, quick growing; heavy yield.|Early Hybrid 7. Corneli Catalog 15. 1958.||mildew and mosaic.|(123 x 120) (228 x 223) x commercial line.
Sassy (ARCO 77)|Arco.|Arco.|F1 hybrid, vigorous growing, dark green full savoy for fresh market and processing.|Dixie Market.|Texas, Arkansas, Oklahoma, and the southeastern United States. 1986.|white rust, downy mildew, races 1 and 2.|
Savoy Hybrid 612|USDA, Arkansas, and Texas Agr. Expt. Stations, Beltsville, Maryland.|USDA, Arkansas, and Texas Agr. Expt. Stations, Beltsville, Maryland.|vigorous, erect plant for machine harvest; excellent market and processing quality; fall planting only.|Dixie Market.|New Jersey, Maryland, Virginia, Arkansas, and Texas. 1961.|blight and mildew.|(224 x 223) x 214.
Savoy Supreme|University of Wisconsin, Madison.|University of Wisconsin, Madison.|very savoy, very dark green, very long standing.|America.|nationally. 1960.|blue mold.|complex, not disclosed.
Savvy (XP 1083)|Asgrow.|Asgrow.|F1 hybrid, savoy with dark color; more savoyed than Marathon or Packer.|Marathon and Packer.|wide for fall planting. 1974.|downy mildew.|
Seven R (XP 49)|and vendor: Asgrow.||F1, vigorous, high yielding, semi-savoy with improved uniformity of disease resistance.|Early Hybrid 7.|general fall, winter, and early spring harvest. 1966.|downy mildew and blight (cucumber mosaic virus).|recombination of USDA parental lines.
Shamrock (FMX 61)|G.Emery.|Ferry-Morse.|dark green, slow bolting semi-savoy type.|Avon. 1983.||cucurbit mosaic virus.|
Sitra|Nunhems Zaden.|Nunhems Zaden.|combines fast growth with slow bolting.|||mildew race 1, 2, 3. 1991.|
Skookum (157)|Alf Christianson.|Alf Christianson.|F1 hybrid, fast growing long standing semi-savoy with dark green erect leaves.|Hybrid Avon.|wide. 1982.|tolerance to blue mold races 1, 2, and 3, and moderate tolerance to white rust.|
Spitfire (RS 06602026)|Seminis Vegetable Seeds-Royal Sluis.|Seminis Vegetable Seeds-Royal Sluis.|Semi Savoy type with blistered leaves; very dark green with round leaf; nice upright plant habit with strong uniform petiole length; sow dates in North (fresh market) January-April and again August-October 15; southern Europe sow dates August to mid October and January until mid February; in NAFTA DSW mid October-February and summer months elsewhere; targeted for small baby leaf market - fresh salad.|Springer, Gladiator.|NAFTA, Italy. 2003.||F1 hybrid.
St. Helens (58)|Alf Christianson.|Alf Christianson.|F1 hybrid, erect growing, smooth leaf, medium-long standing type suited for winter season bunching or processing.|Hybrid 424.||downy mildew races 1, 2, and 3.|
Teton (CXF 1537)|Christianson.|Chriseed.|slow to bolt, erect plant habit, deep green ovate leaves.|Olympia. 1993.||tolerance to downy mildew 1, 2, 3, 4.|
Tigercat (RS 1064)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|mid early, monoecious, very productive, thin leaves.|San Moreno.|U.S. 2001.|downy mildew.|F1 hybrid.
Tyee (159)|Alf Christianson.|Alf Christianson.|F1 hybrid, thick dark green leaves, very long standing and fast growing semi-savoy for market and home garden.|Melody.|wide. 1982.|tolerance to downy mildew 1 and 3.|
Unipack 12 (RS900012)|D.Sousa.|Petoseed.|dark green color, durable leaf texture, slow bolting, erect plant habit, very uniform maturity.|Nordic, Space.||downy mildew 1, 2, 3, 4.|
Unipack 151 (RS900151)|D.Sousa.|Petoseed.|dark green, glossy, durable leaf texture, semi savoy type, slow bolting, uniform.|Melody, Vienna.||downy mildew 1, 2, 3, 4.|
Ventus (RS0669 1036)|John Purcell.|Seminis Vegetable Seeds-Royal Sluis.|mid late, monoecious, round very thick leaves with deep green color, short and deep green stem with big diameter.|Santana.|U.S. 2001.|downy mildew.|F1 hybrid
Vienna|Alf Christianson.|Alf Christianson.|F1 hybrid, dark green, full savoy, medium long standing.|Avon.|eastern United States. 1973.|mildew and blight.|
Viking (Heavy Pack)|Sluis and Groot, Enkhuizen, Holland.|Sluis and Groot, Enkhuizen, Holland.|heavy yielding, smooth leaved cultivar with very dark green color; longer standing than other smooth leaved cultivars with exception of King of Denmark.||more to long day conditions in the northern United States than to short day conditions in the southern United States. Contract list, Sluis en Groot, 1935.||Viroflay x King of Denmark.
Viroflay 99 MR|USDA and Texas Agric. Expt. Sta.|Ferry-Morse Seed Company, Mountain View, California.|vigorous, erect with large, slightly rumpled, dark green leaves, larger than Viroflay.|Viroflay.|southern and coastal areas.|blue mold, downy mildew.|99 x 95.
Wintergarden (WRR 72-12)|USDA.||dark green, full savoy. bolts quickly, but adapted to Texas, Arkansas, Oklahoma, and Tennessee production areas where white rust is a serious disease.|Dixie Market.|Texas, Arkansas, Oklahoma, and Tennessee. 1983.|tolerance to blue mold race 1 and 2, white rust.|
Wisconsin Bloomsdale|University of Wisconsin, Madison.|University of Wisconsin, Madison.|medium savoy, long standing.|Dark Green Bloomsdale and Long Standing Bloomsdale.|nationally. 1960.|blue mold.|complex, not disclosed.
