Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Bush Whopper (PSR 575)|Petoseed Company.|Park.|F1 hybrid, small compact dwarf bush, medium size cavity, deep orange flesh color.||wide. 1979.||
Cabrillo (XP 3910848)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|large, round, firm fruit, high Brix, small seed cavity, good flesh color, strong plant with good yield and uniformity.|Orio Rico, Cruiser, Ovation.|NAFTA - western shipper main season. 2004.|Fusarium wilt (races 0-1, 2).|F1 hybrid.
Camelot (XPH 5099)|Asgrow.|Asgrow.|large fruited, heavily ribbed and netted, early with high sugar content.|Summet, Supermarket. 1985.|||
Cameo (Expt. Hyb. 3027)|Keystone.|Keystone.|F1 hybrid, very early, large fruit and vine; fruit have smooth white exterior and soft pale green flesh; very high sugar.|Very Early Honey Dew.|not restricted. 1977.|powdery mildew.|
Carnival (SME 8501)|Sakata.|Sakata.|crenshaw with sweeter flesh.|Crenshaw.||powdery mildew and fusarium.|
Caroline (SSC 110)|Shamrock Seed Co.|Shamrock Seed Co.|honeydew type; very prolific, early season honeydew melon; uniform production of smooth, round fruit in the 4, 5 and 6 size range; firm fruit with a small blossom scar and small to medium seed cavity; light green flesh with high sugars.|Morning Ice.|all melon growing regions. 2003.|powdery mildew (race 2), Fusarium (race 0 and 2).|F1 hybrid.
Casablanca (PSX 001155)|Petoseed.|Petoseed.|soft textured, white flesh with faint orange around seed cavity, oval shape, dark green rind turning yellowish at maturity; high sugar content; midseason maturity.|other Mediterranean types. 1993.||powdery mildew.|
Cassandra (SSC 118)|Shamrock Seed.|Shamrock Seed.|hybrid honeydew melon with strong vines and good fruit set; produces smooth, oval-round fruit with a small to medium seed cavity; fruit sizes are 4's, 5's and 6's; sweet, pale green flesh; relative maturity is 85-90 days.||U.S. melon producing areas. 2004.|tolerant to Fusarium wilt (races 0, 2).|F1 hybrid.
Castella (Nun 7949)|Nunhems Zaden.||long shelf life, early maturity, fruit wt. 1.5-1.6 kg, netted and sutured, orange flesh, very sweet.|Fiata. 1991.||fusarium wilt races 0, 2, powdery mildew.|
Castillo (BOS 3001)|Orsetti Seed Co.|Select Seed of Arizona.|strong vine with good cover; fruit are round, full-netted, and mature uniformly.||San Joaquin Valley, Desert Areas. 1999.||F1 hybrid.
Castle Rock (5004)|F. Angell.|ARCO.||Topmark. 1987.||powdery mildew.|
Chaca No. 1|Petoseed Company.|various seedsmen.|hybrid, round oval shape, open netting, gold rind, distinct melon flavor.|Charentais.|wide.|fusarium wilt, powdery mildew.|
Challenger (NVH 882)|Northrup King.|Northrup King.|sutureless round oval fruit, well netted, firm flesh, small cavity, mid-season maturity, shipper type.|Imperial 45, Topmark, Perlita. 1983.||powdery mildew races 1, 2; some downy mildew.|
Chando (XP 762)|Asgrow.|Asgrow.|not the same as Chando XP 9042; F1 hybrid, small size Charantais melon with distinct flavor.||wide. 1977.|fusarium wilt and one or more races of powdery mildew.|
Chando (XPH 9042)|Asgrow.|Asgrow.|not the same as Chando XP 762; early maturity, Galia type, high sugar content, fruit 3 lb wt.; green flesh, yellow sparsely netted exterior.|Galia. 1990.|||
Chieftain (75-3042)|Charter Res. Inst.|Charter Res. Inst.|F1 hybrid, thick, firm, orange flesh of high quality; very small seed cavity; resistant to internal flesh breakdown and bitterness; thin rind with moderate netting and shallow suture.|Hale's Best.|wide.|powdery mildew (race 1), downy mildew, fusarium wilt.|B66-5 and another inbred line.
Clipper|Nunhems.|Nunhems.|long shelf life, medium early, orange flesh, fruit weight 0.8-1.0 kg, high sugar.|||fusarium wilt races 0, 1, 2. 1992.|
Columbia (NVH 876)|Northrup King.|Northrup King.|slightly oval fruit, 5-5.5', moderate sutures, well netted; medium orange thick flesh, very good flavor, maturity about 76 days, home garden truck farm type.|Supermarket. 1983.||powdery mildew, downy mildew.|
Concorde (XPH 921)|Asgrow.|Asgrow.|high yield uniform fruit.|Charantais. 1987.|||
Conqueror (NVH 875)|Northrup King.|Northrup King.|slightly oval fruit, 5.5 x 6', fine netting and slight suture, medium orange thick flesh, normal vine, 76 day maturity, home garden truck farm type.|Supermarket. 1983.||powdery mildew, downy mildew.|
Conquistador (GSV 83-92)|Goldsmith.|Northrup King.|early maturing, fruit are oval, deep sutured, coarse netted; fruit 3.5 to 4 lb wt., sweet firm, orange closed flesh.|Early Dawn. 1983.|||
Cordele (XPH 5361)|Asgrow.|Asgrow.|named Cameo in Europe; early, sutured, eastern U.S. type muskmelon weighing up to 7 lb, slightly elongated; fine flavor, deep orange color.|Supermarket. 1989.|||
Cortez (XPH 5098)|Asgrow.|Asgrow.|early maturity, large fruited, sutured melon, pink flesh, with a small core; for areas where earliness and 4 lb+ size is needed.|Planters Jumbo. 1985.|||
Coup d' Orange (23324)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|orange flesh honeydew, strong plant, uniform fruit size, firm and sweet flesh, medium to large fruit.||Brazil. 1999.|fusarium wilt.|F1 hybrid.
Creme de Menthe (Sunex 7049)|Sunseeds.|Sunseeds.|very productive honeydew, tremendously vigorous plant.|||powdery mildew. 1994.|
Cristobal (XPH 6005)|Asgrow.|Asgrow.|like Mission in fruit size, shape and netting with robust vine. Full netted, non sutured western shipper.|Mission. 1992.||fusarium wilt race 2.|
Cruiser (HMX 6596)|Harris Moran. 1992.|Harris Moran. 1992.|||||
Crystal Gal|Pioneer.|Pioneer.|||||
Dainiel (NUN 8961)|Nunhems.|Nunhems.|Piel de Sapo type, high sugar content, fruit weight 2.0-3.5 kg, greenish white flesh.|Piel de Sapo. 1992.||fusarium wilt races 0, 1.|
Daybreak (HMX 8580)|B.Copes.|Harris Moran.|large sized, early maturity, very uniform round shape, green flesh.|Morning Ray.||fusarium wilt races 0, 2 and powdery mildew.|
De Conick Bender|grown and selected by a number of muskmelon growers in Greece, New York.|Joseph Harris Company, Rochester, New York.|large, coarse, well netted, ribbed fruit; midseason maturity; vigorous vine; yellow flesh.|Bender.|northeastern United States. Harris Catalog, 1962.|partially to fusarium.|
Debonaire (XPH 6119)|Asgrow.|Asgrow.|very early, large muskmelon with fine netting and sutures.|Superstar. 1994.||fusarium wilt race 2.|
Delada (Nun 8984)|Nunhems Zaden.|Nunhems Zaden.|very uniform, round, netted, average fruit weight 0.9-1.1 kg.|Galia. 1991.||fusarium wilt races 0, 2.|
Delicious 51|H.M. Munger, Cornell University, Ithaca, New York.||fruit round or slightly oval, well netted, moderately ribbed; flesh thick, golden, crisp, juicy; large size and sweet flavor of original Delicious, can be grown in infected soil; difficult to distinguish from Delicious (Joseph Harris. strain) except for disease resistance.|Delicious. Farm Res. 20(1), 1954.||fusarium wilt.|Iroquois x Delicious.
Deltex (Num 6275)|Nunhems Zaden.|Nunhems Zaden.|round, oval, netted fruit, white flesh, vigorous growth, average fruit weight 1.3-1.4 kg, nonsutured.|||fusarium wilt races 0, 2. 1992.|
Dessert Sun|Dessert, El Centro, California.|Dessert, El Centro, California.|prolific; dark foliage; earlier than Hale's Best 45.|Hale's Best.|western and southern United States. 1957.|powdery mildew, tolerance to crown blight.|selection from Hale's Best.
Destacado (PS 03902039)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|main season Honeydew type with very strong and vigorous plant and excellent fruit set; fruit are round in shape, large in size (2-2.5 kg), with good internal quality, medium to small seed cavity, firm flesh; high yield; develops an external color change from cream to light yellow at maturity.|Sundew, Twilight.|NAFTA - Mexico, Chile, Argentina. 2004.||F1 hybrid.
Dewlicious (PS 8893)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|yellow rind honeydew for specialty market; large fruit size, green to white flesh, very sweet, good texture.|no cultivar like it.|North America, Australia. 1998.||F1 hybrid.
Dixie Jumbo (PSR 7574)|Petoseed.|Petoseed.|F1 hybrid, large, 6.5 x 7.5', early, long, oval shaped fruit, sutured exterior with heavy netting, yellow-green interior color, salmon-orange flesh.|Hale's Best.|wide. 1977.||
Don Carlos (XPH 6245)|Asgrow.|Asgrow.|like Mission, but slightly larger fruit, robust vine.|Mission.||fusarium wilt.|
Don Domingo (XPH 6110)|Asgrow.|Asgrow.|large, main season western shipper.|Durango. 1994.||powdery mildew.|
Don Juan (XP 761)|Asgrow.|Asgrow.|F1 hybrid, early maturity, netted medium fruit.|Classic, Supermarket, and Goldstar.|wide. 1978.|fusarium wilt and one or more races of powdery mildew.|
Dorado (PSX 1087)|Petoseed.|Petoseed.|excellent quality fruit, early maturity, large size.|Jaune Canary. 1990.||fusarium wilt, powdery mildew.|
Dream Gal|Pioneer.|Pioneer.|||||
Dro Dulce (XPH 6078)|Asgrow.|Asgrow.|like Honey in size and shape, but skin flesh is cream colored with relatively small seed.|Honey. 1993.|||
Duro|Shamrock.|Shamrock.|large fruited, shipper hybrid; a full net melon with no sutures.|Topmark. 1988.|||
Earlibrew|Breeder and|Sakata Seed America.|outstanding, early maturing, honeydew green flesh type with excellent size.|no cultivar like it.|U.S. melon areas. 1998.||
Earlidew (PSX 1876)|Petoseed.|Petoseed.|F1 hybrid, early maturing Honey Dew type with smooth skin and no sutures; exterior color green to green-gold at maturity; fruit round, 5-6', with lime-green flesh.|Honey Dew Green Flesh.|wide. 1978.|fusarium wilt.|
Earligold F1 (EX-29-6A)|Hollar.|Hollar.|5 days earlier than Goldstar, jumbo type melon. 1985.||||
Earlimark F1 (SS 127)|Hollar.|Hollar.|tolerant to sulfur.|Topmark. 1985.||powdery mildew.|
Earlisweet|Petoseed.|Petoseed.|F1 hybrid, extremely early, round fruit with medium netting and slight ribbing.|Sprint.|wide. 1977.|fusarium wilt race 1.|
Early Crisp (001,319)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|honeydew type with vigorous plant, good cover, round fruit, slightly oblate, good size, early maturity, firm flesh.|Earli-Dew.|wholesale; home garden. 1998.|fusarium wilt race 2.|F1 hybrid.
Early Dawn (G2P)|Joseph Harris Company.|Joseph Harris Company.|F1 hybrid, extra early, round to oval monoecious hybrid.||northeastern United States. 1975.|tolerance to fusarium wilt and powdery mildew.|
Early Delight (PS 39094)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|early maturing cantaloupe; strong vine; large size fruit; improved quality, netting and sugar content over Primo.|Primo.|Texas, Arizona, California Imperial Valley. 1998.|powdery mildew race 1.|F1 hybrid.
Early Eastern Shipper (H-22545)|ARCO.|ARCO.|early PMR 45 type with muskmelon flavor.|PMR 45. 1987.||powdery mildew, fusarium wilt.|
Early Sugarshaw|Petoseed.|Petoseed.|early maturity, about 85 days, 8-9 lb melons similar to open pollinated Crenshaw melons, orange flesh; green rind, no net, no sutures, turns yellowish.|Crenshaw. 1992.|||
Eastern Star|P.Yorty.|Musser.|large size, early mid-season maturity, thick flesh of high quality, distinct ribs. 1987.||||
Eclipse (PSX 103292)|Petoseed.|Petoseed.||Saticoy. 1994.||powdery mildew race 1, fusarium wilt race 2.|
Edisto|Clemson College, Blackville, South Carolina.|South Carolina Crop Improvement Assn.|hard rind, firm, thick flesh; one week later than Jumbo Hale's.|Smith's Perfect.|southeastern United States, possibly Kansas and Iowa. South Carolina. Agr. Res. 3:4. October 1956.|high to alternaria , moderate to downy mildew , and powdery mildew.|open seedling of Smith's Perfect.
Edisto 47 (SC 180)|Clemson University, Blackville, South Carolina.||fruit large, 3-5 pounds, 3-7 days later than Edisto; vine vigorous.|Edisto.|southeastern and lower Atlantic coastal regions. South Carolina. Sta. Annu. Rpt. 1962-1963. 1965.|downy mildew, powdery mildew, and alternaria.|F8 of cross of a sister line of Edisto with Georgia 47.
Emerald|Shamrock.|Shamrock.|smooth rind.|Honey Dew Green Flesh. PVP. 1988.||powdery mildew.|
Espana (SSC 3146)|Shamrock.|Shamrock.|hybrid Piel de Sapo type with improved uniformity and yield.|Piel de Sapo. 1993.||fusarium wilt, verticillium.|
Eureka (1201)|Northup, King and Company.|Northup, King and Company.|blocky oval shape, slightly ribbed, good netting, small seed cavity, thick orange flesh, maturity like Planters Jumbo.|Seminole and Edisto but smaller seed cavity, also Imperial No. 45 and King Henry. 1974.||tolerance to powdery mildew races 1 and 2.|
Explorer (NVH 881)|Northrup King.|Northrup King.|round oval fruit with well netted sutures; firm, sweet, bright-colored flesh; mid-season maturity, shipper type.|Tam Uvalde, Mainstream, Perlita. 1983.||powdery mildew races 1, 2; downy mildew.|
Fanfair (XPH 6117)|Asgrow.|Asgrow.|typical muskmelon fruit in general appearance, but distinctly round with ribs and sparse netting.|Summet. 1994.||fusarium wilt.|
Fantasma (HMS 4595)|Bill Copes.|Harris Moran.|early maturity.|Morning Ice.|California, Texas.|fusarium wilt races 0, 2; powdery mildew race 1.|F1 hybrid.
Fastbreak (PSX 103390)|Petoseed.|Petoseed.|very early maturing, large fruited, high quality muskmelon for eastern U.S. markets and home gardening. Has corky net and deep sutures.|Early Gold. 1994.||fusarium wilt race 2.|
Fiola (Nun 7009)|Nunhems.|Nunhems.|Vauclusien type cantaloupe with long shelf life; netted Fiata type, oval shape, netted sutures, orange flesh with high sugar content, medium early, average fruit wt. 1.4-1.6 kg.|Fiata. 1991.||fusarium wilt races 0, 2 powdery mildew.|
Floridew (Florida Honeydew 1)|University of Florida, Gainesville.||uniform fruit size, smaller than most honeydews; high sugars and productivity.|Honeydew. Fla. Expt. Sta. Circ. 138. 1962.||downy and powdery mildew.|
Florigold (Fla. 1)|University of Florida, Gainesville.||large fruit, high sugars, well netted, no ridges.|Edisto.|Florida and southeastern United States. Fla. Agr. Sta. Circ. S-139. 1962.|downy and powdery mildew.|
Florisun (Fla. 8)|University of Florida, Gainesville.||large fruit, good sugars, well netted, ridged.|Hale Best, Jumbo.|southeastern United States. Fla. Agr. Sta. Circ. S-139. 1962.|downy and powdery mildew.|
Fordhook Gem|W. Atlee Burpee Company.|W. Atlee Burpee Company.|open pollinated, prolific, well netted, green-fleshed melon, delicate sweet flavor.||wide. 1967.||Extra Early Knight x Netted Gem.
Fore Runner (SSC 3109)|Shamrock.|Shamrock.|large, early maturing cantaloupe with a strong vine cover, tight seed cavity, and high productivity.|Scout. 1992.||sulfur, powdery mildew, fusarium wilt.|
Gal|Pioneer.|Pioneer.|||||
Gal On My Heart|Pioneer.|Pioneer.|||||
Galexcia (XPH 6018)|Asgrow.|Asgrow.|fruit slightly netted, oval round, weighs approximately 1.5 kg, flesh light green, aromatic and sweet.|Galia. 1993.||powdery mildew.|
Galleon (XPH 5363)|Asgrow.|Asgrow.|early maturity, round fruit, western shipper cantaloupe with high quality and yield.|Mission. 1989.|||
Gallery (001 258)|Dan Croker.|Seminis Vegetable Seeds-Petoseed.|74-76 day maturity, 2.0-2.5 lb. fruit, sweet flesh, flavorful, light green, netted, round, productive vines, strong plant.|Galia.|home garden. 1997.|tolerance to powdery mildew.|F1 hybrid.
Galo (XPH 5183)|Asgrow.|Asgrow.|early maturity, high quality melon, good for shipping to distant markets, holds well during shipping.|Galia. 1985.|||
Galomine|Pioneer.|Pioneer.|||||
Georgia 47|Georgia Expt. Sta., Experiment.|Georgia Expt. Sta., Experiment.|round, netted, faint ribs, average size, slightly below 36, flesh deep salmon, good, has navel at blossom end of 5% to 10% of melons.||areas where downy mildew is a limiting factor. Southern Seedsman 14(11):31. November, 1951.|highly to downy mildew, medium to powdery, and some to aphids.|Hearts of Gold x 29554 (Whitaker selection from PI 124112); a fifth generation selection from this cross was crossed with Smith's Perfect.
Gold 264 (PS 03792264)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|strong, very vigorous and dark green plant with high and cncentrated fruit setting; plant stays green even when fruits are becoming mature; very early maturity, uniform oval/round shape, bright yellow color and slightly rough skin; fruit size varies between 1.24 to 1.45 kg.|AF 646, Rochedo, Gold Pride, Gold Mine.|Brazil. 2003.||F1 hybrid.
Gold Cup|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|vigorous vines; heavy production; good flesh color; good quality.|MR45.|western coast of United States, Arizona, Mexico, and Texas. 1957.|some tolerance to sulfur burn.|SR-91 backcrossed to MR45 twice.
Gold Cup 55 (no. 55)|Ferry-Morse-Seed Company, Mountain View, California.|Ferry-Morse-Seed Company, Mountain View, California.|large plants with good spread; solid, heavy net with minimum ribbing.|PMR 45.|California, Arizona, and Texas. Ferry-Morse, 15 April, 1963.|some races of powdery mildew.|
Gold Eagle (HMX 1601)|Bill Copes.|Harris Moran.|high yield and wide adaptability.|||fusarium wilt races 0, 2; downy mildew, powdery mildew, tolerant to PRSV.|
Gold Master (SHP)|ARCO.|ARCO.|productivity and uniformity.|Shipmaster. 1987.|||
Gold Mine (HMX 9584)|Bill Copes.|Harris Moran.|very high quality with medium sized fruit, very strong net with excellent shipping characteristics.|Gold Rush. 1994.||fusarium wilt races 0, 2, powdery mildew.|
Gold Pride (PS20594)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|vigorous plant, good cover, high sugar content, productive, good storage life, good taste, good outside color, yellow melon.|no cultivar like it.|Brazil and home garden. 1997.||F1 hybrid.
Gold Rush (HMX 9583)|Bill Copes.|Harris Moran.|concentrated set, wide adaptability, very early maturity, western fullnet type cantaloupe.|Primo, Cruiser. 1993.||powdery mildew.|
Gold Star (CA22)||Joseph Harris Company.|F1 hybrid, fruit early, prolific, medium size, oval, heavy netted, ribbed.|Burpee Hybrid.|northeastern United States. 1963.|fusarium.|
Gold Street (PS19894)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|yellow melon, vigorous plant, good cover, high sugar content, very productive, good taste.|Goldmine.|Brazil, home garden. 1997.||F1 hybrid.
Goldbeatre (PSX 001137)|Petoseed.|Petoseed.|full-net shipper oval fruit shape, coarse net, firm flesh, uniform sizes, deep salmon flesh color, excellent flavor, does well under eastern U.S. humid conditions.|Hy-Mark. 1993.||powdery mildew race 1, fusarium wilt race 2.|
Golden Crenshaw|Local cultivar introduced by California Agric. Expt. Sta., Davis.|Local cultivar introduced by California Agric. Expt. Sta., Davis.|oblong shape, pointed stem end, uneven color change at maturity.||western United States.||
Golden Delight|Ferry-Morse, Detroit.|Ferry-Morse, Detroit.|early, large fruited, thick, orange flesh; sweet and fragrant.|Schoon's Hardshell.|north central United States. 1952.||single plant selection Craig's Honey.
Golden Gate 45|Ferry-Morse, Mountain View, California.|Ferry-Morse, Mountain View, California.|large, spreading plants; excellent quality; good shipper; solid net with practically no green sutures.|PMR 45.|California, Arizona, and Texas. Ferry-Morse 15 April, 1963.|some races of powdery mildew.|
Golden Gopher|University of Minnesota, St. Paul.|Farmer Seed and Nursery Company.||Benders.|northern regional. Minn. Hort. 68: 171, 1940. 1939.|fusarium wilt.|not definitely known; thought to be Benders Surprise x Honeydew.
Golden Harvest (Hyb 30516)|ARCO.|ARCO.|very high disease resistance, fresh market melon.|Gold Star. 1988.||fusarium wilt, powdery mildew.|
Golden Pershaw|California Agric. Expt. Sta., Davis.||external netting like Persian, color like Honey Dew, flesh resembles Crenshaw.||California. SW. Calf. Agr. 7:15. 1953.||field cross on Crenshaw.
Golden Pride (Hyb 30436)|ARCO.|ARCO.|disease resistant.|Harper Hybrid. 1988.||fusarium wilt, powdery mildew races 1, 2.|
Golden Shipper (H-22515)|ARCO.|ARCO.|early shipping muskmelon.|||powdery mildew, fusarium wilt. 1988.|
Goldmark (Sunex 7013)|Sunseeds.|Sunseeds.|disease resistance, large-fruited shipping cantaloupe.|||fusarium wilt, powdery mildew race 1. 1989.|
Gran Dew (Prod#0137)|Manual Rosas.|Seminis Vegetable Seeds-Petoseed.|honeydew, main season, maturity, high fruit set, very smooth, size 6-8 lb fruit, light seed cavity, no netting, round to oval.|Honeydew Greenflesh.|Argentina. 1999.|Fa, F2, powdery mildew.|F1 hybrid.
Grande Gold (102-5)|ARCO.|ARCO.|high yield and disease resistance.|PMR-45. 1987.||downy mildew, powdery mildew.|
Granite State|University of New Hampshire, Durham.||early, high quality.|Honey Rock.|northern United States. N.H. Bul. 380. 1951||Manitoba Home x Honey Rock.
Guerrero (SME 7122)|Sakata Seed.|Sakata Seed.|western shipper type cantaloupe.||melon growing regions. 1999.||F1 hybrid.
Gulfstream (63-4)|U.S. Veg. Breeding Lab., Charleston, South Carolina.||Round Hale's type.|Hale's 36.|southeastern United States. 1967.|field resistant to downy and powdery mildews.|PMR 45 x Oriental stocks.
Gurney (4273)|Petoseed.|Petoseed.|homegarden muskmelon, large fruited.|Roadside. 1993.||fusarium wilt race 2.|
Gusto 45 (XP 750)|Asgrow.|Asgrow.|resembles 45 SJ in fruit type, but earlier, more vigorous vine.|No. 45 SJ.|long season areas of the far western and southwestern United States. 1972.|two strains of powdery mildew; tolerance to one form of crown blight.|
Haley (SSC 114)|Shamrock Seed Co.|Shamrock Seed Co.|honeydew type; broad adaptation; strong vines produce fruit in the 4s, 5s and 6s size range; fruit has smooth rind, rounded shape and small to medium seed cavity; compares to Samantha but 3 to 5 days earlier in maturity.|Honeydew, Green Flesh.|U.S. melon growing regions. 2003.|none claimed.|F1 hybrid.
Harper Hybrid|Canada Dept. of Agr. Expt. Farm, Harrow, Ont., Canada.||round, no ribs, well covered with fine netting, thick flesh, high quality; ships well.||wide. L.F. Ounsworth, Canada Dept. of Agr., 1958. 1955.|fusarium wilt.|fusarium Resistant Green Fleshed x Susceptible Early, High Quality.
Harvest Pride (5003)|F.Angell.|ARCO.||Topmark. 1986.||powdery mildew.|
Harvest Queen|Joseph Harris Company, Rochester, New York.|Joseph Harris Company, Rochester, New York.|fusarium resistant, Market King (Queen of Colorado) type, hard rind, good shipping.|Market King.|northeastern United States. Harris Catalog, 1954.||Iroquois x Market King.
Healy's Pride|E.J. Healy, St. Francisville, Ill.|E.J. Healy, St. Francisville, Ill.|large size, 10-15 pound, oblong shape, not turbinate, medium firm shell, high flesh quality.|Pride of Wisconsin.|southern Illinois and Indiana. 1952.||(Banana x Condon's Perfection) Pride of Wisconsin) Pride of Wisconsin.
Heart O'Gold (NVH 887)|Northrup King.|Northrup King.|short oval to round melon with high sugar levels with a heavy net covering medium sutures.|Nova. 1989.||powdery mildew races 1, 2.|
Hemadagon (PS 4913336)|Manual Rosas.|Seminis Vegetable Seeds-Petoseed.|||||
Herculis (KXPM-179)|Krystyna Markiewicz-Ladd, Polonica International.|Champion Seed Co.|large, very well netted western-shipper cantaloupe; dark orange and firm flesh with high solids; produces very vigorous and dark green vines; excellent shipper; monoecious.|Packstar, Primo.|all areas where size is a problem (winter, late fall). 1996.|powdery mildew race 1; tolerance to race 2; fusarium race 2.|F1 hybrid.
Hiline (XPH 914)|Asgrow.|Asgrow.|F1 hybrid, early western shipper with medium to heavy netting; nearly round in shape; relatively small cavity; highly productive and uniform.|Topmark.|Imperial Valley, California. 1982.|fusarium wilt, western strain.|
HM 5581 (HMX 5581)|Bill Copes.|Harris Moran Seed Co.|monoecious, oval, sutured.||Australia, southeastern U.S.|powdery mildew race 1.|F1 hybrid.
HM 6593 (HMX 6593)|Bill Copes.|Harris Moran Seed Co.|very early maturity, northeastern adaptation, eastern type muskmelon.|Rising Star. 1993.||fusarium wilt races 0, 2; powdery mildew.|
Homegarden|S.S. Ivanoff, Mississippi Agric. Expt. Sta., State College.||high sugar content; distinctive flavor.|||moderate to downy and powdery mildew; high to aphids. Miss. Farm Res., vol. 19. p. 1. January, 1956. Southern Seedsman, vol. 19, April, 1956.|inbred selection Smith's Perfect x Col. PMR 5.
