Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Autumn Prince (SSC 42083)|Shamrock Seed Co.|Shamrock Seed Co.|a prolific Acorn Squash with a concentrated fruit set; produces vigorous semi-bush plants; sets attractive, very dark green fruit with smooth ridges and a rounded blossom end; deliciously sweet, yellow flesh; fruit weighs 1.5 to 1.75 lb.; 75-80 days to maturity; ideal for local, road side and shipping markets.|Table Queen.|all winter squash growing regions. 2000.||open pollinated.
Aztec (86 S 160)|P.Yorty.|Musser.|high yield; long fruit have medium gold color with green tips; plants have highly mottled foliage.|Gold Rush. 1990.|||
Baby Blue|University of New Hampshire, Durham, New Hampshire.|Breck.|very small blue Hubbard, crown setting near bush, very early.|Blue Hubbard.|northern United States. New Hampshire Bul. 380. 1953.||Bush Buttercup x Blue Hubbard.
Baby Butternut|E.M. Meader and A.F. Yeager, New Hampshire Agric. Expt. Sta., Durham, New Hampshire.|Billy Hepler Seed Company, and Eastern States Farmers Exchange.|smaller than Butternut and free of crookneck fruits; excellent table quality.|Butternut.|wide, early maturing in north. New Hampshire Agric. Expt. Sta. Bull. 440, June 1957. 1958.||Tsurukubi x Butternut.
Banquet|Oscar H. Will and Company, Bismarck, North Dakota.|Oscar H. Will and Company, Bismarck, North Dakota.|resembles Buttercup except golden-orange in color, earlier, more prolific and drier baking.|Buttercup.|northern Great Plains and other short season climates. 1936.||Buttercup, Gilmore.
Baraka (CHY 4021)|ARCO Seed Co.|ARCO Seed Co.|early maturing, light-green, Lebanese type squash; plants medium in size with a semi-open bush and single stem; fruit are 4 to 5' in length, smooth and slightly larger at the blossom end.|Clarita.|Middle East countries. 1991.||
Barq (FMX 327D)|G.Emery.|Ferry-Morse.|vigorous, open plants medium-dark green plants with medium light green slightly teardrop shaped fruit.|Victoria. 1985.|||F1 hybrid, Ferry-Morse Seed Company inbreds.
Bella|C. Miller.|Sunseeds (Pioneer).|medium green, cylindrical with slight taper, 7.2' x 1.8', strong plant with good yields, makes length under cool conditions.||||
Belor||Vilmorin.|a cultivar most suitable for protected crops, open plant habit, upright and very productive, long cylindrical fruit, very dark shiny green, 18-20 cm.|Aurore, Tarmino, Spendor. 1985.|||
Benning's Green Tint||Johnny's Selected Seeds.|open pollinated, gray-green scallop, patty pan squash; best harvested at 3' diameter; traditional cultivar; 54 days.||||
Big Thai|Burpee.||Lebanese squash plants are compact, disease tolerant and often yields 50-70% more fruits than zucchini.||||
Black Beauty|Connecticut Agric. Expt. Sta., Storrs, Connecticut.|Asgrow and Comstock Ferre.|earliest and most productive of the black green Zucchinis.|Improved Fordhook Zucchini.|wide. Asgrow and Comstock-Ferre Catalogs. 1957.||Salerno (Salerno x Caserta); Salerno is Improved Fordhook Zucchini.
Black Eagle (513)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, black zucchini, fruit straight cylindrical, dark green, greenish white flesh, semi open prolific bush.|Black Zucchini. 1977.|||
Black Forest|Johnny's Selected Seeds.|Johnny's Selected Seeds.|sweet, buttonless, buttercup-type winter squash; dark green, flat-round fruit of Kabocha type but smaller; deep orange, medium-dry, sweet flesh is good for baking; 95 days. 1996.||||
Black Knight|Niagara Chemical Division, F.M.C. Corp.|Niagara Chemical Division, F.M.C. Corp.|dark green fruits, open sturdy bush.|Black Fordhook.|general. 1969.||
Black Magic (77-2169)|Charter Research.|Charter Research.|open pollinated, early, small open bush with short spines; uniform gloss, cylindrical fruits with small cavity and seed; fruits separate easily from plants.|Blackjack F1.|wide. PVP. 1979.|not determined.|
Black Satin (ACR #4259)|Otis Twilley Seed Co.|Otis Twilley Seed Co.|F1 hybrid, extremely dark green, almost black fruits, straight nearly cylindrical with slight ridges. 1980.||||
Blackini|Petoseed Company, Saticoy, California.|Petoseed Company, Saticoy, California.|F1 hybrid, dark green zucchini type.|Back Zucchini.|United States and southern Canada. The Peto Story, Petoseed Company, 1959.||
Blackjack|Petoseed.|Petoseed.|hybrid zucchini; very dark green, cylindrical, smooth fruit; one of the darkest hybrids on the market; 54 days.||||
Blanquita (ARCO 233)|A.Gabert.|ARCO/Dessert Seed.|pale green fruit color with slight speckling, slight silver on dark green leaves, fruit have slight taper to stem end.|Clarita. 1985.|||F1 hybrid, ARCO 195 x ARCO 193.
Blondie (XPH 1435)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, unique pale-yellow color; long, cylindrical fruit; open bush.||wide. 1986.||
Blue Ballet|Johnny's Selected Seeds.|Johnny's Selected Seeds.|small, blue hubbard-type winter squash; smooth skinned, blue-gray, 4 lb fruit; sweet, bright orange, fiberless flesh; stores well; 95 days. 1996.||||
Blue Buttercup|Eastern States Farmers Exchange, West Springfield, Massachusetts.|Eastern States Farmers Exchange, West Springfield, Massachusetts.|flat, rough, turbanned fruit, hard shelled, slate blue color, high quality, medium size.|Buttercup.|northeastern United States. Eastern States Catalog, 1955.||chance cross of Buttercup with unknown cultivar, possibly Blue Hubbard.
Blue Magic|Seeds by Design.|Seeds by Design.|blue hubbard type winter squash, 4-6 lb, excellent eating quality and good storage, semi-bush plant. American Vegetable Grower, December 1998.||||
Bonita||Seedway.|Mediterranean squash; mottled gray-green, good flavor; high yields; vigorous bush; 43 days.||||
Born Free|W. Atlee Burpee.|W. Atlee Burpee.|hybrid zucchini squash; long, slender, slightly ridged fruit, spineless plants. 1999.||||
Boston Marrow Special|Northrup King and Company, Minneapolis, Minnesota.|Northrup King and Company, Minneapolis, Minnesota.|exterior color is darker, reddish orange fruit is larger and flesh is thicker than regular Boston Marrow. 1948.||||Boston Marrow.
Botna (Nun 6661)|Nunhems Zaden.|Nunhems Zaden.|vigorous type, single stem without laterals, long slender cylindrical fruit, medium green, glossy fruit color, flecked with light green. 1991.||||
Buccaneer|Goldsmith Seeds.|Goldsmith Seeds.|F1 hybrid, open bush, silver mottled leaf, medium green speckled fruit, small blossom end scar.|Poseidon.|wide. 1980.||
Bugle (PMR Butternut)|M. M. Jahn, Cornell University.|Rupp Seeds.|butternut type winter squash, slightly smaller than Waltham.|Waltham.|U.S., Brazil. PVP. 1999.|powdery mildew.|open pollinated.
Burpee Golden Zucchini|W. Atlee Burpee Company.|W. Atlee Burpee Company.|open pollinated; bright, golden, cylindrical zucchini; open bush.||wide. PVP. 1973.||Fordhook Zucchini x Bicolored Gourd.
Burpee Hybrid Zucchini|W. Atlee Burpee Company, Philadelphia.|W. Atlee Burpee Company, Philadelphia.|F1 hybrid, week earlier and more prolific than Fordhook Zucchini; bush habit and less vegetative than Black Zucchini.|Burpees Fordhook Zucchini.|wide. Burpee catalog, 1956.||
Burpees Bush Table Queen|W. Atlee Burpee Company, Philadelphia, Philadelphia.|W. Atlee Burpee Company, Philadelphia, Philadelphia.|semi-bush habit with same size and quality fruits as regular Table Queen.|Table Queen.|wide. Burpee Catalog, 1948.||cross between Table Queen and bush mutation in Golden Table Queen.
Burpees Crystal Bell|W. Atlee Burpee Company, Philadelphia, Philadelphia.|W. Atlee Burpee Company, Philadelphia, Philadelphia.|prolific, uniformly bell shaped fruits, more strictly bush type plants, thicker flesh than White Bush Scallop, distinct ring around edge of seed.|White Bush Scallop or Woods Prolific.|most parts of the United States. Burpee Catalog, 1953.||mutation in White Bush Scallop then selfed for 5 to 6 generations.
Bush Buttercup|Burgess Seed and Plant Company, Galesburg, Michigan.|Burgess Seed and Plant Company, Galesburg, Michigan.|fruits like Buttercup; vines upright bush type.|Buttercup.|wide. Burgess Seed and Plant Company Catalog. 1952.||unknown.
Bush Delicata (PS 9355909)|Jim Waltrip.|Seminis-Petoseed.|winter squash, very sweet orange meat, Cucurbita pepo, pale green exterior color with cream stripes.|Sweet Dumpling.|home garden, special locations chosen by growers. 2000.||F1 hybrid.
Butter Blossom (SQ 208)|T.Natti.|Robson.|open pollinated, dark green zucchini-type summer squash, 45 day maturity; high percentage of early male flowers.|Corsair.|wide. 1987.||
Butter Scallop (88S244)|P.Yorty.|Musser.|bright yellow fruit color without green ends, typical scallop shape, high yield.|||wide. 1990.|
Butterbal|New Hampshire Agric. Expt. Sta., Durham, New Hampshire.|New Hampshire Agric. Expt. Sta., Durham, New Hampshire.|round fruits; early.|Sweet Nut.|wide. New Hampshire Agric. Expt. Sta. Bull #440. 1960.||Sweet Nut.
Butterboy|W.A. Burpee Co.|W.A. Burpee Co.|F1 hybrid, compact plants with heavy crown set; Butternut shaped, 2.5 to 2.75 pound fruits; deep reddish orange flesh.|Early Butternut.|wide. 1980.|squash borer.|
Butterbush|W. Atlee Burpee Co.|W. Atlee Burpee Co.|open pollinated; small butternut-shaped fruits borne on very short internode plants, exceptionally deep reddish-orange flesh of high quality.|Butternut.|wide. 1978.||Bush moschata mutant x Burpee Butternut.
Butternut Supreme (PSX 11395)|Petoseed.|Petoseed.|winter squash, uniform thick neck fruit, large vine, 4 lb. 1990.||||
Butterstick|W. Atlee Burpee.|W. Atlee Burpee.|hybrid prolific squash; bright yellow fruit, white flesh, firm texture, sweet and nutty flavor; harvest in 50 days. Burpee Spring Catalog, 2000.||||
Canesi (PS 11304)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|hybrid, large butternut type, thick neck, excellent fruit quality, bright yellow flesh, early maturity.||U.S., Argentina. 1999.||
Carnival (HMX 6732)|T.Superak.|Harris Moran.|acorn type, semi-bush, striped, bicolor, unique type.|Sweet Dumpling. 1991.|||
Caserta|University of Connecticut, Storrs, Connecticut.|F.H. Woodruff and Sons.|early and prolific, color light green with dark green stripes.|Cocozelle.|wide. 1949.||inbred Cocozelle.
Cashflow (RSQ 496-VP)|Novartis.|Novartis.|zucchini type, medium green color, high yield potential.|||tolerance to some strains of ZYMV. American Vegetable Grower, December 1999.|
Castle Black (CHY 4008)|ARCO/Dessert Seed.|ARCO/Dessert Seed.|F1 hybrid, Black zucchini type.|Blackjack and Blackee. 1983.|||
Castle Pride (CHY 4010)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, yellow crookneck type.|Dixie.|wide. 1983.||
Castle Pride (Chy 4010)||ARCO/Dessert Seed.|yellow crookneck hybrid.|Dixie. 1983.|||
Castle Queen (CHY 4022)|ARCO/Dessert Seed.|ARCO/Dessert Seed.|F1 hybrid, medium-dark green zucchini with very slight flecking, plants are open bushes, fruit are uniform, cylindrical, and smooth.|Ambassador, Seneca.|wide. 1985.||
Castlejade (CHY 4005)|ARCO/Dessert Seed.|ARCO/Dessert Seed.|F1 hybrid, longer fruited zucchini, fruit 7.25-8.5' long, uniform, smooth, dark green with light green flecks, plants are medium open and single stemmed.|Aristocrat, Zucchini Elite.|wide. 1983||
Cha-Cha (JWS 6303)|Johnny's Selected Seeds.|Johnny's Selected Seeds.|hybrid kabocha winter squash; dark green, slightly flattened; bright orange flesh cooks up dry; very good eating, flaky, sweet; stores well; 95 days.||||
Chairman (PS 9894)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|hybrid, medium green zucchini, long, straight fruit, excellent yield potential, fairly open bush growth habit.|President.|southeastern U.S., Florida. 1998.||
Chefini (SQ 28)|Petoseed Co.||early dark green fruit, almost black-green; cylindrical; vines vigorous; good cover.|Black Zucchini.|wide. All American Selection Bronze Medal Winner. 1965.||hybrid of two inbreds.
Chestnut|Johnny Selected Seeds.||winter squash; fiberless, dry-textured, deep orange flesh; medium-small fruit about the size of Buttercup, with a dark slate-green color; 105 days. 1996.||||
Chicago Warted Hubbard||Twilley Seeds.|open pollinated, green-skinned processing type; large warted fruit, 15' long x 10' diameter; high quality, deep orange-yellow flesh; standard for pies, canning; long storage; 105 days. Twilley Catalog, 1992.||||
Ciclon (Cicl√≥n, SSC 1008)|Hollar Seeds.|Semillas Shamrock International.|strong plants; semi-erect with single central stem, open plant; extremely high yields; more tolerant to powdery mildew than Gray Zucchini.|Gray Zucchini.|U.S. squash production regions. 2003.||F1 hybrid.
Clair|Zeraim Gadera.|Zeraim Gadera.|hybrid clarita type; tapered, cylindrical shaped fruit; suitable for stuffing, delicious taste; open, compact plant.||||
Claire (NCX 7053)|Moran Seeds.|Moran Seeds.|F1 hybrid, slightly tapered, light green color; fruit 4.5' by 2' with a low number of culls; 44 day maturity.|Clarita. 1982.|||
Clarimore|Petoseed.||hybrid, Lebanese-type squash; small, light green, speckled, tapered fruit; 3-5'; open, viny plant type; 52 days.||||
Classic (ACX-4254)|Abbott Cobb.|Abbott Cobb.|medium green, well flecked cylindrical fruit-hold shape.|Elite. 1981.|||
Commander (PSX 8587)|Petoseed.|Petoseed.|good for processing and fresh market, open plant habit. 1990.||||
Condor|Johnny's Selected Seeds.|Johnny's Selected Seeds.|hybrid zucchini; glossy, medium dark green flecked with pale green, slender, slightly tapered fruit; vigorous, open, nearly spineless plant; 48 days.||||
Confederate Gold (16D-14)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, yellow crookneck type with very uniform, attractive fruits; plants large, vigorous, medium open.|Yellow Summer Crookneck Improved.|southeast United States. 1982.||
Congress (XPH 1565)|Asgrow.|Asgrow.|longer fruit length then Senator, and one pick earlier.|Senator.|||
Conqueror III (XPT 4620767)|Eldon Hursini.|Seminis-Asgrow.|green stem, straightneck hybrid with biotech resistance to ZWC, plant habit vigorous and semi open, fruit uniform creamy yellow.|Enterprise.|U.S. 2001.|CMV, PRSV, WMV, ZYMV.|F1 hybrid.
Consul (XPH 1428)|Asgrow.|Asgrow.|hybrid, early summer squash in the Senator, Seneca zucchini class, long, cylindrical fruit; medium dark green in color.|Senator.|wide. 1985.||
Contessa (XPH 1427)|Asgrow.|Asgrow.|prolific, zucchini type with slender, straight fruit.|Ambassador. 1984.|||
Corona (XPH 1592)|Asgrow Seed Co.|Asgrow Seed Co.|highly productive hybrid squash, pale green-cream in color with no green striping, erect plant, easy to pick.|Clarita.|areas of Middle East using Clarita. 1986.||
Corsair|Asgrow.|Asgrow.|very dark green hybrid zucchini; cylindrical; maintains dark color under high temperatures; 43 days to harvest. 1990.||||
Corsair (XPH 1391)|Asgrow.|Asgrow.|early prolific, dark colored zucchini type.|Blackjack. 1984.|||
Costata Romanesco|Johnny's Selected Seeds.|Johnny's Selected Seeds.|open pollinated cocozelle type; prominently ribbed, medium gray green with pale flecks and ribs; big large-leafed bush with about half the yield of hybrids but much better taste; good producer of male blossom buds for cooking; 52 days.||||
Cougar|Harris Moran Seed.|Harris Moran Seed.|hybrid, precocious yellow, straightneck, high quality fruit, extended harvest.||eastern and southern U.S. American Vegetable Grower, December 1999.|ZYMV, PRSV.|
Counselor (PS 35691)|Petoseed.|Petoseed.|medium green color, cylindrical shape, 7-8' long, 50 day maturity.|Napolini, Onyx, Senator. 1994.|||
Cozella|Asgrow Seed Company, New Haven, Connecticut.|Asgrow Seed Company, New Haven, Connecticut.|F1 hybrid, fruit have high sheen, 8 to 10' long, cylindrical, dark green with lighter stripes.|Long Cocozelle. Asgrow, Your Crops, vol. 6(1), Spring 1958.|||
Cozini|Associated Seed Growers, New Haven, Connecticut.|Associated Seed Growers, New Haven, Connecticut.|dark zucchini type; prolific; smooth blocky fruit.|Zucchini.|wide. 1947.||Cocozelle x Zucchini.
Cracker (PSR 976)|Petoseed.|Petoseed.|F1 hybrid, early smooth, uniform, bright yellow crook-neck type; plant medium, open.|Dixie.|wide, but especially to home garden and southern market. 1978.||
Cream of the Crop (86 S 204)|P.Yorty.|Musser.|bush plant, cream rind color which becomes bright yellow after storage, extended storage ability of 4-5 months, mild flavor, cream flesh color.|Table King. 1988.|||
Crescent (81-2282)|Musser.|Musser.|early, productive, slender fruit, medium size plants. 1984.||||
Daisey (XP 4970297)||Seminis Vegetable Seeds-Asgrow.|high quality, yellow straightneck type with excellent yield; excellent choice for early season planting under low virus incidence.|Enterprise.|southeast U.S. 2003.|intermediate to powdery mildew.|F1 hybrid.
Dali (FMX 202)|Ferry-Morse.|Ferry-Morse.|similar to Lebanese type marrow but longer and more cylindrical.|Jedida.|||
Dark Star (NVH 3751)|Northrup King.|Northrup King.|small, smooth open bush, long cylindrical, slightly ribby fruit, mid-late season, dark green zucchini type.|Castle Black, Market King, Diplomat. 1981.|||
Daytona (520)|Northrup King and Co.|Northrup King and Co.|F1 hybrid, crookneck type.|Black Zucchini.|wide. 1976.||
Debutant|C. Miller.|Sunseeds (Pioneer).|medium dark green cylindrical fruit, 7' x 2', medium size plant with reduced spines, strongly parthenocarpic. 1995.||||
Declaration II (XPHT 1814)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|hybrid, medium zucchini 7-8 inch in length, high yield potential, open, compact plant, 40 days to harvest.|Sensation.|northeastern and southeastern U.S. 1998.|transgenic resistance to WMV, ZYMV.|
Delica|Takii.||winter squash; flat globe, dark green skin, deep yellow flesh color, 3 lb. fruit; nutty, sweet taste; very uniform fruit, vigorous vine, good storage ability, early.||||
Delicata|Johnny's Selected Seeds.||winter squash; cream colored fruit with dark green longitudinal stripes and flecks; 7-8' long, 3' wide, 1.5-2 lb; very sweet orange flesh, excellent for stuffing and baking; short vines; 100 days.||||
Destiny III (XPH1741)|Asgrow.|Asgrow.|hybrid yellow crookneck.|||transgenic resistance to CMV, WMV-2, ZYMV. 1995.|
Diplomat (84-7)|Petoseed Co.|Petoseed Co.|hybrid, open plant, medium long stem, dark green, uniform, high yielding zucchini type.|Fordhook Zucchini.|general. Peto Catalog. 1971.||
Dividend (ZS19)|Rogers Brothers.|Rogers Brothers.|slightly tapered, medium green zucchini on vigorous bush.|Elite, Senator, Tigress. 1995.||zucchini yellow mosaic virus, cucumber mosaic virus, watermelon mosaic virus.|
Dixie (XP HCR2)|Robson Seed Farms Corp.|Asgrow Seed Co.|F1 hybrid, early maturity; plants small, prolific, giving high yield of lemon yellow 'crookneck' type fruits.|Early Yellow Summer Crookneck.|wide, especially to southeast United States. Asgrow's 'Your Crops-What's New for 67', December 1966.||
Dixie ZWC (XPH 1741)|Asgrow.|Asgrow.|EPG source.|Dixie. 1994.||zucchini yellow mosaic virus, watermelon 2 mosaic virus, cucumber mosaic.|
Dusk (XP 1195)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, attractive, glossy, dark green cylindrical fruit. Productive over a long picking period.|Black Jack.|California. 1979.||
Early Acorn|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, early maturing large acorn squash produced on short, semi-bush-type plants.|Table Ace.|wide. 1982.||
Early Butternut (PSX 3673)|Petoseed.|Petoseed.|F1 hybrid, early butternut type without the crookneck; medium vine; designated All America Winner.|Butternut.|wide. 1978.||
Early Prolific Improved (Banana Squash)|Willhite Seed.|Willhite Seed.|open pollinated straightneck, light cream color, can be eaten at 4-12' length, bush plant, popular cultivar for home garden. Willhite Seed Catalog, 1994.||||
Early Prolific Straightneck|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|bush type, very early, productive, smooth and straight, light lemon yellow.||wide. 1938.||selected from Summer Crookneck; a distinct cultivar.
Early Summer Yellow|Willhite Seed.|Willhite Seed.|open pollinated crookneck; semi-smooth skin, light yellow, uniform fruit; quite prolific bush plant, 42 days to maturity. Willhite Seed Company Catalog, 1994.||||
Ebony Acorn|Ferry-Morse Seed Company, Detroit, Michigan.|Ferry-Morse Seed Company, Detroit, Michigan.|fruits dark glossy green; round shape between Table Queen and Royal Acorn in size.|Table Queen.|all United States. Ferry-Morse Seed Company Leaflet. 1957.||selected from breeding line from Henry Munger to darker color, more uniform shape.
Eclipse (NVH 3759)|Northrup King.|Northrup King.|dark zucchini type, very dark green fruit, cut leaf open bush, petioles nearly spineless, medium-large maturing.|Dusk, Black Eagle. 1981.|||
Edurne (010 268)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|hybrid; Lebanese squash, long, cylindrical, white creamy color.|Splendor, Opalin.|Spain. 1997.||
Eight Ball|Hollar Seeds.||hybrid summer squash; dark green color, round, 2-3' diameter; compact open bush plant spread about 3 feet wide and two feet tall; high yield; very early, 5-7 weeks depending on growing conditions; AAS winner. 1999.||||
El Greco (FMX 615)|Ferry-Morse.|Ferry-Morse.|dark green, glossy skin, very attractive zucchini shape, open bush habit.|Ambassador.|||
Eldorado|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, yellow-gold zucchini type fruit and plant habit.||wide. 1975.||
Elini|Abbott Cobb.|Otis Twilley.|well flecked, medium green fruitless tendency to become bulbous than many other zucchinis.|Elite, Chefini.|||
Eliva (NUN 6653)|Nunhems Zaden.|Nunhems Zaden.|medium vigorous growth open plant habit, medium long, cylindrical fruit, dark green glossy color, high yield. 1990.||||
Embassy (PSX 49487)|Petoseed.|Petoseed.|strong open plant habit, few spines, medium green, cylindrical shape. 1990.||||
Emperor (E8271)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, very early, vigorous, highly productive zucchini type, open habit, leaves medium large, very highly cut; fruit medium large, straight, skin highly speckled with dark green background.|Zucco, Grey Zucchini.|California and Wisconsin. 1980.||
Encore (XPH 1568)|Asgrow.|Asgrow.|early high yielding, medium-long, light green-white, skinny English Marrow type hybrid, L/D 3.8.|Opal. 1989.|||
Enterprise (NVH 3653)|Northrup King.|Northrup King.|yellow straight neck hybrid, large cut leaf spiny bush, long, tapered, creamy yellow fruit, early maturing.|Hybrid Golden Eagle. 1981.|||
Estribo (24532)|Manuel Rosas.|Seminis Vegetable Seeds-Petoseed.|hybrid butternut type, 5.5 lb, main season maturity.|Butternut Hybrid.|South America. 1999.||
Excel|Seedway.|Seedway.|hybrid zucchini; medium to dark, glossy fruit; high yields; semi-spineless, compact bush plant; 50 days.||||
Falcon (ZS-5)|Novartis Seeds.|Keithly Williams Seeds.|hybrid, dark green zucchini, longer fruit length, glossy fruit, open plant type.|Raven.|Mexico and western U.S. 1996.||
Fancycrook (PS43092)|Jim Waltrip.|Seminis Vegetable Seeds-Petoseed.|hybrid, full crookneck, precocious yellow, smooth fruit.|Sundance.|U.S. home gardens. 1997.|powdery mildew 1.|
Festival|Seeds By Design.|Seeds By Design.|hybrid winter squash, bright colors of orange yellows painted on green, 2-3 lb fruit, matures in 84 days, semi-bush plant, for both eating and decoration. American Vegetable Grower, December 1998.||||
Flying Saucer (HMX 4720)|Harris Moran Seed Co.|Harris Moran Seed Co.|multicolored with points radiating from center.|Patty Pan.|U.S. winter squash areas. 2000.||F1 hybrid.
Fordhook Zucchini|W. Atlee Burpee Company, Philadelphia, Pa.|W. Atlee Burpee Company, Philadelphia, Pa.|long slender black green fruits borne profusely on bush plants.|Improved Fordhook Zucchini.|wide. Burpee Catalog, 1942.||line selection from Italian Vegetable Marrow from H. Herb, Naples, Italy.
Fortune|Novartis Seeds (Rogers Brand).|Novartis Seeds (Rogers Brand).|early maturing, straightneck hybrid summer squash, medium vigorous bush, cylindrical, bright yellow fruit, maturity in 39 days.||eastern and northeastern U.S. Cucurbit Pocket Seed Guide, American Vegetable Grower and Florida Grower Magazine. 1999.|precocious gene may delay or partially mask mild virus infections.|
Forzini Hybrid|Hollar and Company, Rocky Ford, Colo.||F1 hybrid, fruit very slim and smooth, 8 to 12' long, very dark green and prolific; vine growth exceptionally vigorous, open stance for easy picking.|Black Zucchini types.|general. Hollar and Company, 14 Dec. 1962.||
Freedom 2 (XPH 1719)|Asgrow.|Asgrow.|transgenic virus resistance.|Pavo. 1994.||zucchini yellow mosaic virus, watermelon mosaic virus 2.|
Freedom 3 (XPH 1751)|Asgrow.|Asgrow.|transgenic virus resistance.|Pavo. 1994.||zucchini yellow mosaic virus, watermelon mosaic virus 2, and cucumber mosaic virus.|
Freedom PMR (XPH 1732)|Asgrow.|Asgrow.|transgenic virus resistance.|Dixie, Pavo. 1994.||zucchini yellow mosaic virus, watermelon mosaic virus 2, powdery mildew.|
Gadzukes!|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Gemma (XPH 1641)|Asgrow.|Asgrow.|dark green, almost black colored zucchini.|Ebony. 1993.|||
General Patton (XPH 1753)|Asgrow.|Asgrow.|powdery mildew resistant precocious hybrid yellow straightneck squash.|Multipik Sunbar. 1995.||powdery mildew.|
Genie (NCX 7105)|FMC Corp.|FMC Corp.|open bush, 50 day maturity; slender, cylindrical (6 to 8'), medium dark green fruits.|Senator.|southeast. 1976.||F1 hybrid, female is Black Beauty, male is proprietary.
Gentry (CS4)|Rogers Seed.||semi-crookneck summer squash, outstanding yields of butter-yellow, smooth-skinned fruit with small blossom scars, vigorous bush plant, few spines, matures in 43 days.||eastern and southeastern U.S.; produces under high temperatures. American Vegetable Grower December 1996.||
Gina (HMX 5703)||Harris Moran. 1989.|||||
Glory II (XPT 1777)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|hybrid, medium dark green zucchini, open plant type, 7-8 inch fruit length, maturity in 50 days.|Tigress, Embassy.|northeastern U.S. 1999.|WMV, ZYMV.|
Gold Bar|Petoseed.||golden-yellow, smooth, uniform, cylindrical fruit; ideal straightneck shape; upright, open plant.||||
Gold Crest (PSX 3476)|Petoseed Company, Inc.|Petoseed Company, Inc.|F1 hybrid, fruit is bright yellow, smooth 6 to 8' by 2.5', straight; plant compact vigorous medium-open bush, single stemmed; highly productive.|Goldbar.|wide. 1980.||
Gold Nugget (ND 9180)|North Dakota Agric. Expt. Sta., Fargo, North Dakota.||bush plant, high specific gravity of flesh; fruit size 1 to 3 pounds; skin red-orange and shell type; All America Selection Award 1966. North Dakota Farm Research, January, 1966.||||(Tapleys Bush x Banquet) x Banquet.
