Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Brixmore (HMX 3825)|Ken Christensen.|Harris Moran.|85-day yellow shrunken two type, mainly for processing; ear length 9.5 inches, 2-inch diameter, with 16-18 rows.||U.S. 2003.|rust, NLB, MDM and SW.|F1 hybrid.
Broadway (XP 8414607)|Jim Thomasson.|Seminis-Asgrow.|shrunken 2 color, fresh market sweet corn hybrid, strong, clean plant with large ear.|SS 8201.|Florida, Northeast, Midwest Canada. 2000.|CCR, NCLB, SCLB.|F1 hybrid.
Brookhaven|Connecticut Agric. Exp. Sta.||95 day maturity, Cogent class, yellow kernels. 1948.||||
Brut (XP 8415337)|Tara Jacoby.|Seminis-Asgrow.|excellent eating quality, long dark green flag leaves, dark husks, attractive snapped ear package for crate shipping.|Ultimate.|Florida and North Georgia. 2000.||F1 hybrid.
BSS-0977|Novartis.|Novartis.|79 days, Bicolor, sh2.||Northeast U.S.|Common Rust (Rp1d/i).|
BSS-9686|Novartis.|Novartis.|84 days, Bicolor, sh2.||Florida.||
Bullseye (2261/73)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, Target A season or earlier, large ear, 20-24 row count, narrow deep kernel with good quality; plant shorter, sturdier than Target A.|Target A.|Wisconsin, Minnesota, Oregon, and Washington. 1978.||
Bunker Hill|Stokes.|Stokes.|87 days, sh2, yellow.||||
Burbank|W. Alice Burpee Company.|W. Alice Burpee Company.|F1 hybrid, large ear, 16-20 rows, deep kernels; good husk protection, well filled tips.|Burpees Honeycross.|wide. 1967.|stewarts wilt.|
Burgundy Delight (BC-10)|Seedway.|Seedway.|F1 hybrid, bicolored corn; burgundy colored stalk, midrib and husk; 73 day maturity; very high eating quality.|Butter and Sugar.|northern United States. 1977.||
Burpee's Honey-cross|W. Atlee Burpee Co.||87 day maturity, Iochief class, yellow kernels, 16 rows. 1958.||||
Burpee's Snowcross|W. Atlee Burpee Company.||83 day maturity, White Cross Bantam class, white kernels, 12-14 rows. 1947.||||
Burpee's Surecross|W. Atlee Burpee Co.||88 day maturity, class, yellow kernels, 14-16 rows. 1947.||||
Butter and Sugar|Eastern States Farmers' Ex.||82 day maturity, Spancross class, yellow and white kernels, 12-14 rows. 1954.||||
Butterfinger (E3598)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, early, excellent quality., good vigor, 6-6.5' ears, 12 rows, plant 5-5.5'.|climates. 1967.|eastern United States and possibly other|tolerance to stewarts wilt.|Ferry-Morse inbreds.
Buttergold Yellow 1|Crookham.|Crookham.|outstanding early yellow hybrid sweetcorn, excellent earing quality, good plant vigor for homozygous se.|Sugar Buns. 1993.|||
Buttersweet (5M000)|Keystone.|Keystone.|hybrid, mid-season, processing, white silk, 20 rows, tender large ears; holds well for mechanical harvest.||processing areas. Keystone Catalog. 1968.||
Buttertender|Northrup, King and Company, Minneapolis.|Northrup, King and Company, Minneapolis.|81 day maturity, 16-18 rows, white silk, tender, and smooth texture, yellow, Golden Cross class, but earlier.|NK81. 1962.|||
Buttervee (VH 632)|Horticultural Res. Inst., Vineland Station, Ontario, Canada.|Stokes Seeds.|F1 hybrid, very early, pale yellow, 12-14 rows, very tender, well filled tip but rather short husk.|Seneca 50-2.|northern states and Canada. 1968.||V631 x V61 1.
Cabaret (XPH 3036)|Asgrow.|Asgrow.|shrunken-2 bicolor in the main season maturity bracket; ear with 14-16 rows, excellent seed quality.|Candy Store, Dazzle. 1993.||northern leaf blight; moderate resistance to rust and stewarts wilt.|
Cadet (XP 589)|D.Galinat.|Agway.|homozygous se bicolor sweetcorn, 76 days maturity, 6' single-stalked plants, 20' ear with 16-20 kernel rows and blunt tip, plants and ear husks dark green.|Honeymoon. 1991.|||
Calico (XP 2505BC)|Asgrow.|Asgrow.|F1 hybrid, midseason bicolor for roadside stands, local market and shipping, suitable for mechanical harvest.|Sweet Sue.|wide. 1978.|bacterial wilt.|
Calico Belle (XPH 2639BC)|Asgrow.|Asgrow.|F1 hybrid, high quality midseason bicolor.|Snowbelle.|sweet corn areas with bicolor markets. 1987.||
Calico King (XPH 2513BC)|Asgrow.|Asgrow.|F1 hybrid, bicolor with very large ears, very tender, small kernels; excellent flavor.|Sweet Sue. 1978.|||
Calumet|Asgrow.||86 day maturity, 1718 GDD, Golden Cross class, yellow kernels, 12-16 rows. 1947.||||
Calypso (Hyb. 78-2727)|Rogers Brothers.|Rogers Brothers.|F1 hybrid, midseason bicolor.|Sweet Sue.|wide. 1980.||
Camelot (Crshrunken-2W8714)|Crookham.|Crookham.|main season white shrunken-2. Fresh market and long haul shipper.|How Sweet It Is. 1989.||Ht.|
Candy Bar (E4223)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, strong, sturdy medium short plant, early maturity, slightly taller, higher row number, and better appearance and texture than Xtra Early Sweet.||Japan and the Pacific Northwest. 1976.||
Candy Bar II (FMX 76)|D.Jeffers.|Ferry-Morse.|shrunken-2 yellow tasseled, medium early with long flags.|Candy Bar. 1987.||tolerant to head smut.|
Candy Store|Harris Moran.|Harris Moran.|81 days, sh2, bicolor.||||
Candyman (6445)|Keystone.|Keystone.|F1 hybrid, midseason home garden and market corn with sh2 character.|Florida Sweet.|not restricted. 1977.||(Fa56A x Keystone inbred) x Fa 32.
Capitan (XP 299)|Asgrow.|Asgrow.|hybrid, fresh market type with good yield and ear type.|Calumet.|general.|some strains of maize dwarf mosaic.|
Cardinal|Crookham.|Crookham.|mid-season, processing type, hybrid, narrow deep kernel for high yield and recovery.|Rely. 1992.||multigenic tolerance to common maize rust.|
Carmelchief (Agway 99)|Agway.|Agway.|hybrid, Iochief ear in Carmelcross season.|Iochief.||wilt. Agway Catalog, 1967.|Ia5125B one parent.
Carmelcross|Connecticut Agric. Exp. Sta.||78 day maturity, C13 x C30 class, yellow kernels. 1943.||||
Carmelet (Seedway Expt. MS-4)|Seedway.|Seedway.|F1 hybrid, long cylindrical ear 12-14 rows, high eating quality, dark green husk with excellent flag leaves; Carmelcross season.|Carmelcross.|eastern and central United States. 1976.||
Carnival (XPH 2451 BC)|Asgrow.|Asgrow.|F1 hybrid, full season bicolor with good yield and quality, attractive appearance, for roadside or short distance shipping.|Sweet Sue.|all sweet corn areas. 1984.|tolerance to stewarts wilt and smut.|
Carousel (XP 111)|Agway.|Agway.|open pollinated, 110-120 day, open pollinated ornamental corn producing 3-5' long ears in a wide range of colors; ears average 14-16 rows with excellent tip fill and tip cover; plants have two to three vigorous tillers and each tiller produces several marketable ears.||eastern United States. 1985.||
Cascade|Crookham.|Crookham.|northwest shrunken-2 processor type, good kernel style.|Fanciful. 1992.|||
Case Maker (E4211)|Ferry-Morse.|Ferry-Morse.|F1 hybrid, late processing type, 8' tall plants, good husk cover, kernels narrow and deep.|Midway.|wide. 1981.|tolerance to head smut, stewarts wilt; some tolerance to maize dwarf mosaic virus and bacterial wilt.|
Casper|Crookham.|Crookham.|very early white.|Spring White. 1989.|||
Catalina|Crookham.|Crookham.|excellent eating quality and ear style.|Incredible bicolor. 1989.|||
Celebrity (CXP 515)|Dr.Whitwood.|Musser.|87 day maturity, medium height plant, ears have excellent husk protection, kernels very deep, rowing and tip fill excellent, processing and shipping.|||stewarts wilt. 1984.|
Chalice (WH78-2728)|L.Hansen.|Rogers.|mid-early white with an attractive ear and high eating quality.|Quick Silver. 1983.|||
Champ (XPH 3008)|Asgrow.|Asgrow.|early, good taste and appearance, yellow se.|Aztec. 1990.|||
Charger (Cr8011)|Crookham Company.|Crookham Company.|F1 hybrid, a very early processing type with very large ear and high row count for the early season.|Early Jubilee and Stylepak.|wide. 1982.||Cr 284 x Cr 286.
Checkered Choice|Mesa Maize.|Burpee.|se, bicolor, 62 days. 2000.||||
Checkers (FMX 255)|D.Jeffers.|Ferry-Morse.|bicolor shrunken-2, dark green husk, long flags, mid-season maturity, slightly tapered ear, 16-20 row count.|Peter Corn. 1988.||stewarts wilt.|
Checkmate (ARCO 5438)|Arco.|Arco.|F1 hybrid, bicolor, sugary1 shrunken2, 76 day maturity.|Agway 3611.|northeastern, east coastal, and northern United States. 1985.||
Cheddar Cross|Crookham Company.||101 day maturity, Golden Cross class, yellow kernels, 16 rows. 1955.||||
Cherokee (XP 1331)|Asgrow.|Asgrow.|uniform midseason, for crate style shipping, local fresh market, and roadside sales.|Gold Cup, Gold Winner, and Seneca Scout.|wide. 1975.|common smut, northern leaf blight, and storage wilt.|
Chief Ouray (MM261 X315y)|D.Galinat.|Mesa Maize.|large eared early se yellow, similar in eating quality to Sugar Buns, but 2 days later.|Sugar Buns. 1989.|||
Chieftain (SCH51041)|Illinois Foundation Seed.|Illinois Foundation Seed.|shrunken-2 yellow, mid-season, good emergence and seedling vigor, clean sturdy plant type, good ear package and large well-filled ear.|Xtra-Sweet 5005.||northern corn leaf blight, southern corn leaf blight, rust, stewarts wilt.|
Chieftain Bicolor (SCH86141)|P. Mosely.|IFSI.|sh2, bicolor, mid.|Xtra-Sweet 5005. 1999.|||
Chinook|J.R.Baggett, Oregon Agr. Exp. Sta.||very early maturity, medium ear kernel size, mostly red bronzy. 1992.||||
Characteristics: early mid-season, homozygous se eating quality, mid sized ear.|Galinat.|Similar:|Breeders Choice. 1987.|Resistance:||Parentage:|Name: Chipeta (120x189)
Chubby Checkers|Seminis.|W. Atlee Burpee and Co.|se, bicolor, 72 days. 2000.||||
Cinch (XP 3089)|Tom McBride.|Seminis-Asgrow.|SE yellow hybrid for processing, main season maturity, 8' car length, 18-20 rows/ear.|Tracer.|midwest; Pacific northwest U.S. 2000.|anthracnose, common corn rust.|F1 hybrid.
Citadel (GH 2429)|L.Hansen.|Rogers.|mid-season, has se gene in heterozygous state, high number of rows, superior tenderness and sweetness, well suited for processing and fresh market.|Prevailer. 1988.|||
Citation (2466)|O. and G.||F1 hybrid, attractive ear, 16 rowed, white silked, good market appeal, shipper type.|Iobelle.|wide. 1965.|ear worm.|inbreds.
Classic (XPH2636)|Asgrow.|Asgrow.|attractive yellow sweet with se gene.|Guardian, Bellringer. 1988.||tolerance to stewarts wilt.|
Classic Touch (Hybrid 80-2709)|Rogers Brothers.|Rogers Brothers.|F1 hybrid, early bicolor hybrid with improved eating quality; ears are 7' long with 12-14 rows of kernels.|Sugar and Gold.|Canada and the northern United States. 1985.||
Climax (XP 8410347)|Todd Cutting.|Seminis-Asgrow.|SE yellow sweet corn for processing, dark green leaves, strong stalk, use for cut kernel, frozen and canned processing.||Midwestern and Eastern U.S., Eastern Canada. 2000.|CCR, SCLB.|F1 hybrid.
Clockwork (JSS 1677)|Johnny's.|Johnny's.|second early, heterozygous se bicolor, 77 day maturity, good cold emergence, 7' plant with large 8-husked ear with 16 rows, very good husk protection.|Crossword, Concord. 1988.|||
Cogent (G 5047)|Libby, McNeill and Libby.||90 day maturity, 1730 GDD, Cogent class, white kernels. 1955.||||
Coho (HMX 7384)|Ed Snyder.|Harris Moran.|81 day maturity; yellow Su processing type; 7.7 to 8.0 inch long ear with 16-20 rows and 1.9 to 2.0 inch diameter.||U.S. 2003.|Fusarium stalk rot, common smut.|F1 hybrid.
Columbia|Crookham.|Crookham.|main season, processing type hybrid.|Excellency. 1989.||rust, tolerance to Ht and stewarts wilt.|
Comanche (XP 1329)|Asgrow.|Asgrow.|F1 hybrid, early maturity, 72 day maturity, uniform, well filled ears 14-16 rows, dark green husks.|Northern Belle, Streamliner, and NK51036.|northwestern and the north central United Sates. 1974.|southern leaf blight, ball smut, and stewarts wilt.|Asgrow-Crookham inbreds.
Comet (XP 1327W)|Asgrow.|Asgrow.|hybrid, white, early maturing.|Silver Queen but earlier.|general. 1972.|bacterial wilt, H. turcicum and T strain of southern leaf blight.|Asgrow inbreds.
Comet MM (SE137)|Univ. Illinois.|Mesa Maize.|early mid-season yellow homozygous sugary enhancer, good plant and package, ear well filled; not the same as Comet from Asgrow (1972).|Tuxedo. 1993.|||
Commander (XP 1281)|Asgrow.|Similar: Midway.|hybrid, main season, large ears, high yielding with deep kernels and good quality; good holding ability in the field.|Resistance: tolerance to bacterial wilt.|general. 1972.|southern leaf blight.|Asgrow inbreds.
Competitor|Crookham.|Crookham.|mid-season shrunken-2 (supersweet), developed primarily for processing, but could also be used for fresh market.|Cascade. 1993.|||
Confection (HMX7357BS)|T.Natti.|Harris.|relative maturity 74 days, bicolor supersweet, 7.5' ear of good girth, excellent eating quality and sweetness, medium resistance to stewarts wilt.|Honey N Pearl. 1993.|||
Conquest|Crookham Company.|Crookham Company.|full season, su.||processor.||
Contender|Crookham.|Crookham.|early season, yellow shrunken-2 processor.|Triton. 1994.||common rust.|
Cornet (FMX 259)|D.Jeffers.|Ferry-Morse.|rust resistant processing hybrid, ear cylindrical to slight, tapered, dark green husk, medium flags, kernels deep and narrow, apparently reacts well to stress.|Prevailer. 1990.|||
Cornfetti (E0503)|C.Pahl.|Ferry-Morse.|late bicolor, ears well covered by dark green husk with medium to long flags, eras are cylindrical with narrow, deep kernels, 18-24 rows, some tolerance to rust.|Bi-Queen. 1983.|||
Cornucopia|Ferry Morse.|Ferry Morse.|85 days, su, yellow.||||
Corona (XP 2061)|Asgrow.|Asgrow.|F1 hybrid, a high quality, early midseason cultivar for canning or freezing.|FM cross.|Pacific Northwest and other regions. 1966.|fairly resistant to bacterial wilt.|closed pedigree, Asgrow inbreds.
Coronet (XPH 3018)|Asgrow.|Asgrow.|main season bicolor se, excellent husk cover and eating quality.|Calico Belle. 1994.||stewarts wilt and smut, moderately resistant to rust.|
Cotton Candy EH (84-1491 EH)|Musser.|Musser.|F1 hybrid, early white cylindrical ear, good flags and husk protection, plant and husk reddish green color.||wide. 1987.||
Country Faire (4428)|American Takii.|American Takii.||Honey N Pearl. 1992.|||
Country Squire|Northrup, King and Company.||92 day maturity, Country Gentleman class, white kernels. 1965.||||
Creamcross|Michael-Leonard Company.||84 day maturity, 1975 GDD, Golden Cross class, yellow kernels, 16 rows. 1955.||||
Cream-Gold (4549)|Northrup, King and Company.|Northrup, King and Company.|hybrid, early, yellow and white kernels, tender and sweet, ear 7.5'. 1972.||||
Crisp N Sweet 710 (Crisp N Sweet 710)|S.W. Marshall.|Crookham Company.|F1 hybrid, homozygous shrunken2 endosperm; 1 week earlier in maturity than Florida Staysweet processor type.|Florida Staysweet.|wide. 1982.|Ht 1.|Crsh2-8A x Crsh2-6.
Crisp N Sweet 711 (Crisp N Sweet 711)|Crookham Company.|Crookham Company.|F1 hybrid, homozygous shrunken2 endosperm, processor type.|Florida StaySweet.|wide. 1982.|Ht 1.|Crsh2-8 x Crsh2-6.
Crossword|Harris Moran.|Harris Moran.|74 days, su, bicolor.||||
Crusader (79H146)|Seedway.|Seedway.|F1 hybrid, heterozygous se, 18-20 rows, 72 day maturity; quality holds several days after peak maturity.|Very Early NK199.|Canada, Great Lakes, and northeastern United States. 1983.||
Crystal Bell (83 WH 18)|G.Oswald.|Seedway.|F1 hybrid, high row, excellent cold tolerance; high quality, narrow and deep kernels.|Quicksilver.|northeastern United States, the Great Lakes, Canada. 1986.||
Crystal Cream (Sch48512)|IL Foundation Seeds.|IL Foundation Seeds.|early, mid season, white, sh2. 1998.||||
Crystal Delight (79 WH16)|Seedway.|Seedway.|F1 hybrid, burgundy splash on husk, purple tassel, large ear, 8 days earlier than Silver Queen.|Platinum Lady.|northeastern United States and the Great Lakes. 1981.||
Crystal N Gold (79WH64BC)|Seedway.|Seedway.|F1 hybrid, heterozygous se, 16 rows, rugged stalk, with very few tillers, quality holds several days after peak maturity.|Harmony.|Canada, the Great Lakes, the northeastern United States. 1983.||
Cupola (BSS 86-3378)|Rogers.|Rogers.|mid-season bicolor supersweet hybrid with uniform ears and excellent eating quality. 1990.||||
Dallas (GH 1696 )|Rogers.|Rogers.|widely adapted mid-season with excellent processing and fresh market characteristics.|Jubilee. 1990.||maize dwarf mosaic virus.|
Dandy (XPH2534BC)|Asgrow.|Asgrow.|full season bicolor with attractive ears of good size for crate style shipping, also for roadside stands.|Sweet Sue. 1982.||tolerance to maize dwarf mosaic virus.|
Dapple (Hybrid 58)|Seedway.|Seedway.|78 day maturity, bicolor shrunken-2, plants mostly single stalked 6-6.5'' tall, ears have 16-20 kernel rows, husk cover over end of ear tends to be less than 1', many flag leaves.|Dazzle. 1992.|||
