Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Picador||Pybas Vegetable Seed.|Tall Utah type, long, semi-smooth, petioles, dark green color; good cultivar for processing industry.|||fusarium yellows race 2, moderate bolting. 1988.|
Ponderosa (PSX 10490)|Petoseed.|Petoseed.|medium dark green summer Tall Utah type celery, medium height, some ribbiness.|Tall Utah 52-70R Improved. 1993.||fusarium wilt races 1, 2.|
Promise|C. Quiros.|University of California Davis.|Tall Utah type, moderate green and smooth petioles, moderate bolting.|||fusarium yellows race 2. 1995.|
Rocket (RS7124)||Petoseed.|smooth petioles, uniform length, good color, high yield potential in California.|||good tolerance to fusarium yellows race 2.|
Sabroso (PYC66-D-2)|Pybas Vegetable Seed Co.|Pybas Vegetable Seed Co.|suited for celery processing, excellent girth and weight, moderate bolting resistance.||Michigan, Wisconsin, midwestern U.S. 1998.|high to fusarium yellows race 2.|UC1.
Slow Bolting Green 12|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|slow bolting; for out of season planting.|||yellows and bolting. 1952.|Non Bolting Golden Plume x Utah.
Slow Bolting Green 13B|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|slow bolting; out of season planting; good stem length; fine color; prominently ribbed.||general, extensively used in California. 1952.|bolting.|Non Bolting Golden Plume 2A x Utah 52-4.
Slow Bolting Green 96|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|medium width, deeply cupped, medium green stems; petioles long, but plant not compact; withstands conditions that cause other cultivars to bolt.||mostly to California's coastal areas. Ferry-Morse Seed Company, 15 April 1963.|brown check.|
Sonora (248-C)|Pybas Vegetable Seed Co.|Pybas Vegetable Seed Co.|excellent fresh market celery; medium height, compact with smooth, dark green petioles.|T.U.52-75.|California coastal valleys. 1997.|high to bolting; moderate to fusarium yellows.|T.U.52-75.
Spartan 162|Michigan Agric. Expt. Sta., East Lansing. Selection from Cornell 19.||a slow bolting Pascal.|||magnesium yellowing. Michigan Expt. Sta. Quart. 41:378-380. 1958.|
Starlet|Petoseed.||Tall Utah type, long petioles, moderate bolting, medium green color; western shipper, harvest summer, fall and early winter.|||fusarium yellows race 2. 1988.|
Summer Pascal|University of Massachusetts, Waltham Field Station, Waltham.|Boston Market Gardeners Association.|easy bleach, full heart, smooth petioles, high yields.||eastern United States.||selected from material obtained from Gross Brothers in Carlisle, Philadelphia.
Summit (E0223)|Tambo.|Ferry-Morse.|early, 85 day maturity after transplanting, long petioles 11-13', medium green color, very uniform tops, plants compact.|Tall Utah 52-70R TMP. 1982.||tolerance to fusarium yellows in infested fields.|
Supreme Golden|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|a taller, dwarf Golden Self Blanching.|Golden Detroit.|wide. 1937.||Old Golden.
Surepak (E0207)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|compact, vigorous, attractive medium dark green with long, thick, ribbed, durable petioles of high quality and high marketable yield.|Florida 683.|Florida, California, Michigan, Ohio, New York, Canada.||
Tall Fordhook|Eastern States Farmers Exchange, West Springfield, Massachusetts.|Eastern States Farmers Exchange, West Springfield, Massachusetts.|early maturity, smooth meaty petiole, good heart.|Summer Pascal cultivar.|upland soils, the northeastern United States. Eastern States Cooperator, January. 1940.|partial to septoria.|cross of Houser Giant Pascal and Gross Pascal, made by Israel Gross of Camp Hill, Philadelphia.
Tall Non Bolting Golden Plume|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|slow bolting.|Taller Golden Plume.|wide. 1940.||Golden Plume.
Tall Utah 52-10B|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|large, heavy and compact hearts; thick, smooth and round ribs.|Tall Utah.|wide. 1940.|fusarium yellows.|field cross on Reg. Utah.
Tall Utah 52-70R Improved||Harris Moran.|selection of T.U. 52-70R, moderate petiole length, dark green color, compact plant habit, western shipper.||||
Tendercrisp (X 236H)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|very large, excellent petiole length, darker green, smoother and more sheen than Tall Utah 52-70.|FM D5.|general, particularly in California coastal area. 1969.|boron and magnesium deficiencies; tolerance to western celery mosaic.|
Transgreen (E4212 and 3037)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated, wide thick petioles and excellent yield potential.|Florida 683.|California, Florida, Canada, and the midwestern United States. 1975.||
Triple Eight (PS 06510888)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Tall Utah type; medium green color with slightly wider petioles; uniform height; tight shingling of inner stalks and cover; planted in spring and summer in Santa Maria and Salinas Valley, California; winter transplants in Ventura County, California.|Sonora, Conquistador.|Salinas Valley, Santa Maria and Ventura County, California. 2004.||open pollinated.
Troubador (48-C)|Pybas Vegetable Seed Co.|Pybas Vegetable Seed Co.|slightly better bolting tolerance and slightly better girth than T.U.52-75 and Sonora.|T.U.52-75 and Sonora.|California coastal valleys. 1997.|bolting.|T.U.52-75.
Utah 15|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|tall, compact, dark green, smooth thick stems.|Crystal Jumbo.|wide. 1941.|foliar discoloration and fusarium yellows.|selection Crystal White Jumbo.
Utah 52-70|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|longer ribs than 10B and has less tendency toward foliar discoloration.|Utah 52-10B.|wide. 1953.||Utah 52-10B.
Utah 52-70H|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|slightly longer ribs, less foliar discoloration and longer standing than Utah 52-70.|Utah 52-70.|wide. 1955.||selection from Utah 52-70.
Ventura (FM 1213)|Tambo.|Ferry-Morse.|Tall Utah type with long petioles, glossy green with very smooth ribbing.|Calmario Tall Utah 52-75. 1983.||field tolerance to fusarium.|
Vicar|Harris Moran.||longer petioles with deeper cupping than T.U. 52-70R, Improved Tendercrisp type.||||
Wolf-249|B. Scully.|University of Florida.|midseason cultivar, 87-98 day maturity after transplant, glossy, medium green petioles, moderate ribbed. 1994.||||
