Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Kettle (African Kettle, Big Calabash of Africa)|||large round, usually wider than long to conical fruit, sometimes with a short neck towards stem end, thick woody rind, large seeds. Naudin, 1859.||||
Knob Kerrie|||long slender Club shaped fruit with knob, slight enlargement at stem end. Bailey, 1937.||||
Large and Long||Sunrise.|club shaped fruit, 3' long x 8' diameter, 20 lb, eaten immature; from China. 1987.||||
Little Man||Seed Savers.|small round fruit measuring about 6' wide x 5' long. 1991.||||
Long Calabash (Calabash Extra Long)||Evergreen.|club shaped fruit measuring 3' long x 6' diameter, eaten immature, also used as watermelon rootstock; from Japan. 1981.||||
Long Marmorata||Nichols.|club shaped fruit, 45' long x 3-4' diameter. 1995||||
Long White Prolific|||Club shaped fruit up to 30' long, eaten immature at 16-20' long. Tindall's Vegetables in the Tropics, 1983.||||
Longissima (Baton, Long Club, Italian Edible, Cucuzzi, Cucuzzi Caravazzi, Snake, Flute, Serpent)||Vilmorin.|similar to Hercules Club but longer, edible at 1' long x 2' diameter but will grow to 6' long; from Italy.|Hercules Club. 1885.|||
Longneck||Seed Saver's Exchange.|thin fruit with tapered head, neck to 3' long. 1996.||||
Lump-in-the-neck||Native Seeds, Search.|small bilobal with a continuation of the neck above the stem end bowl; from Southwestern USA. 1988.||||
Maranka (Dolphin, Dinosaur, Monkey, Cave Man's Club, Swan, Alley Oop, Alligator)|||overall short handled dipper shaped fruit of medium size, 12-21' long with a curved neck, with convoluted knobby ridges on the bowl, rind is hard and relatively dark and shiny, seeds are large. Bailey, 1937.||||
Mayo||Seed Saver's Exchange.|round bowl to 6' diameter with stout straight neck, thick rind. 1996.||||
Mayo Bilobal||Native Seeds, Search.|medium sized, 10-12' long bilobal fruit with thick shell; from Sonora, Mexico. 1994.||||
Mayo Giant Bule||Native Seeds, Search.|large ovoid shaped fruit, 20-24' long; from Sonora, Mexico. 1994.||||
Mayo Gooseneck||Native Seeds, Search.|1' long bilobal fruit with a curved narrow neck, the larger bowl, 6' diameter comes to a point, forming a nipple, at the blossom end; from Sonora, Mexico. 1994.||||
Mayo Teardrop Bule||Native Seeds, Search.|teardrop to slight bilobal shaped fruit. 2000.||||
Mayo Warty Bule||Native Seeds, Search.|pear shaped fruit, 1' long with a 10' diameter bowl with large knobby 'warts' on bowl; from Sonora, Mexico. 1994.||||
Med-Long Calabash (Medium Long)||Evergreen.|club shaped fruit, 15' long x 4' diameter, yellowish green rind, eaten immature; from eastern Asia. 1981.||||
New Guinea Butter Bean (New Guinea Butter Vine)|||long cylindrical Club shaped fruit, eaten young; from New Guinea. Whitaker & Davis, 1962.||||
Nigerian Saybo||Seed Saver's Exchange.|large bilobal with a pointed end, bulbous neck. 1996.||||
Nigerian Saybo||Seed Savers.|elongated bilobal measuring 18' long with a 6' diameter blossom end bowl and a 3' diameter stem end bowl. 1991.||||from Nigeria.
O'odham Small Bilobal||Native Seeds, Search.|bilobal fruit measuring 8-10' long; from Tohono O'odham Nation. 1996.||||
Oval Basket||Sakata.|oval fruit 10' wide x 17' long. 1991 (or before).||||from Japan.
Penis Sheath|||club shaped fruit, seeds relatively small, almost square instead of rectangular; ancient landrace from New Guinea. Heiser's The Gourd Book, 1979.||||
Peru Sugar Bowl||Seed Savers Exchange.|6' round fruit with a very short stem end neck. 1988.||||
Peyote Ceremonial||Native Seeds, Search.|small bilobal 2-5' long; from Southwest USA. 1994.||||
Pipe (Calabash Pipe, South African Calabash Pipe)|||fruit with a curved gradually tapering neck, making it suitable to use as the curved bowl of a pipe, rind thick. USDA, BPI Circular, 1909.||||
Powder Horn (Courge Poire √† Poudre, Powder, Penguin)||Vilmorin.|elongated pear shaped fruit with a distinct and somewhat curved neck at stem end, 12-15' long x 3-5' diameter at widest point near blossom end; original from France. Burr, 1865.||||
Purple Martin (Martin, Bird's Nest, sometimes called Birdhouse which is applied to a wider range of||Rocky Ford Gourds.|fruit with swollen blossom end measuring 12-16' diameter and a thick variably elongated neck, rind thick and hard. Speck's Gourds of the Southeastern Indians. 1941.||||native to Southeast U.S. where the fruit were used as outdoor nesting containers for purple martins.
Pusa Summer Prolific Long|||fruit 1.5-2' long, eaten immature, an improved cultivar that is prolific. Tindall, 1983.||||
Rainy Queen|||slim, attractive fruit measuring 3.5-5' long. Facciola, 1990.||||
Small Gourd of Brazil|||small bilobal fruit, 3-4' long with very hard rind, the small seeds are almost triangular. Naudin, 1859.||||
Small Gourd of Guinea (Microcarpa)|||short bilobal fruit with oval seeds. Naudin, 1859.||||
Snake, Long Green (Elongata)|||Club shaped fruit to 4' long, rind dark green with white streaks or specks; original from Egypt. Naudin, 1859.||||
Snake, San Juan||Native Seeds, Search.|thin cylindrical fruit to 3' long which curves when grown on ground; from Southwest USA. 1994.||||
Snake, Wonder||Gleckler's.|club shaped fruit about 5' long; from India. 1993.||||
Straightneck Wren House||Rocky Ford Gourds.|dipper to pear-shaped fruit with 6' wide bowl and 1' wide neck. 2000.||||
Summer King|||club shaped fruit 1.5-2' long, rind uniform yellowish green, flesh firm and white, an old bush cultivar. Facciola, 1990.||||
Swan (Goose, Speckled Swan, sometimes &quot;Swan&quot; is mis-applied as a synonym for Maranka)||Park Seeds.|large dipper shaped fruit with an enlargement near the stem-end of the neck, fruit 14-18' long with a 6' diameter bowl, rind mottled green, 100-120 day maturity.|Indonesian Bottle. 1989.|||native Americans.
Tarahumara Biolobal||Native Seeds, Search.|large bilobal shaped fruit. 2000.||||from Chihuahua, Mexico.
Tarahumara Canteen||Native Seeds, Search.|pear shaped fruit which is quart size; from Chihuahua, Mexico. 1988.||||
Tarahumara Chatos||Native Seeds, Search.|flat, discoid fruit. 2000.||||from Barranca del Cobre, Mexico.
Tarahumara Small Bule||Native Seeds, Search.|small, round fruit. 2000.||||from northwestern Mexico.
Tepehuan Canteen||Native Seeds, Search.|tear-drop shaped fruit; from Tepehuan village in Chihuahua, Mexico. 1996.||||
Tobacco Box (Snuff Box)|||similar to Corsican Flat but smaller and more conical than discoid, sometimes with a slight taper at stem end.|Corsican Flat. Naudin, 1859.|||
Trough|||thick cylindrical fruit measuring 1-1.5' long. Bailey, 1937.||||
Trough, Bali Sugar||Seed Saver's Exchange.|thick cylindrical fruit to 18' long x 8' diameter; from Bali, Indonesia. 1996.||||
Trough, Sugar|||similar to Trough but with a more tapering end.|Trough. Bailey, 1937.|||
Verma Wonder|||relatively new cultivar producing many fruits on very small plants; from India. Facciola, 1990.||||
Warty, African||Seed Saver's Exchange.|fruit 6' diameter with small protuberances or warts over entire surface. 1996.||||
Warty, Hardshell|||pear shaped fruit covered with small protuberances. American Gourd Society, 1994.||||
Yaqui Deer Dance Rattle||Native Seeds, Search.|pear, to short handled, dipper shaped; from Sonora, Mexico. 1994.||||
Zucca (Sheep's Nose)|||thick cylindrical fruit, 3-4' long x 8-10' diameter, thin rind, eaten immature.|Longissima. 1938.|||
Zucca Sicillano||Siegers.|similar to Zucca but smaller, 2-4' long x 3' diameter, eaten immature.|Zucca. 1981.|||
