Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Blacklee|Watermelon and Grape Investigations Laboratory, Florida Agr. Expt. Sta., Leesburg.||excellent internal quality, no hollow-heart or white heart, thin rind, good shipping qualities.|Kleckley Sweet.|United States. Fla. Agr. Expt. Sta. Press Bul. 605. 1944.|fusarium wilt.|Leesburg x Hawkesbury.
Blackstone|Southeastern Veg. Breed. Lab., Charleston, S.C.||very prolific, good sizes, good quality shipper.|Florida Giant. 1956.||anthracnose; tolerant to fusarium wilt.|Florida Giant, Fairfax.
Blue Belle (XP 765)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, fruit small, round-oval; versatile for bulk shipping and local markets.|Sugar Baby.|wide. 1977.|fusarium wilt.|
Brownlee|Mr. Walker, Florida.||thin rind, good internal quality, sweet crisp red flesh with hollow heart or white heart.|Kleckley Sweet. 1941.|||Leesburg x Hawkesbury.
Buist Little Gem|Robert Buist Co.|Robert Buist Co.|75 days to harvest; earliest cultivar; fruit nearly round, small in size, 12 to 17 lb.; skin dark green stripes on gray green background; flesh pinkish red, very firm, sweet, delicious eating.||||
Burpee's Fordhook Hybrid|W. Atlee Burpee Co., Philadelphia, Penn.|W. Atlee Burpee Co., Philadelphia, Penn.|F1 hybrid, early, prolific, small seeds and excellent quality; flesh bright red; weight 12 to 14 pounds.|Sunnybrook.|wide. Burpee catalog. 1958.||
Bush Baby II (NVH 4274)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, bush type (3 to 5 feet across); round fruit with dark-green exterior; some green stripes; fruit averages 7 to 10 pounds; earlier than Sugar Baby.|Sugar Baby.|wide. 1985.|fusarium.|
Bush Charleston Gray (82-4041)|P.Yorty.|Musser Seed Co.|plants 3-4' diameter with fruit 60-70% the size of Charleston Gray, smaller seeds and finer flesh than Charleston Gray.|Charleston Gray. PVP. 1983.|||Sugar Bush x Charleston Gray.
Bush Desert King|Texas Agr. Expt. Sta., College Station.||a distinct plant type; short internodes, dense foliage, fruit are Desert King type.||southern United States. 1957.||mutation in Desert King.
Bush Jubilee (84-4052)|P.Yorty.|Musser Seed Co.|plants 3-4' diameter, dwarf plants with fruit 60-70% the size of Jubilee. Seeds are smaller and the flesh has a finer texture than Jubilee.|Jubilee. PVP. 1983.|||Sugar Bush x Jubilee.
Butterball|D. Palmer Seed Co.|D. Palmer Seed Co.|seedless type with canary yellow flesh that is crisp and firm; very high yield; oval fruit shape; 15-18 lb fruit weight; narrow stripe on light green background; good shipper.||U.S. 2002.|Fusarium wilt.|triploid F1 hybrid.
Buttercup (4505)|Dr. Warren Barham.|D. Palmer Seed Co.|tiger stripe, bright yellow flesh.||most watermelon growing areas around the world. 1999.||
Calhoun Gray|North Louisiana Experiment Station, Calhoun, LA.|||||anthracnose, fusarium wilt races 0 and 1. 1965.|Calhoun Sweet x Charleston Gray.
Calhoun Sweet|North Louisiana Expt. Sta., Calhoun.|Florida Tyner-Petrus Wholesale, West Monroe, La.|good quality, early, prolific, drought and disease resistant, tender rind, local market type.|Black Diamond.|wide. Proc. SAWA. 1951.|fusarium wilt, slightly resistant to anthracnose.|
California Klondike -||Similar: Klondike. 1933.||Resistance:||Parentage:|Parentage
Calsweet|Mr. Duke Layton, California.||21 x 18 inch size, 20-30 lb., wide indistinct stripes, bright red flesh.|||fusarium wilt.|selected from a breeding line of Charles V. Hall, (Miles x Peacock) x Charleston Gray, the same parents as Allsweet, Crimson Sweet.
Campeche (SSC 1083)|Qualiveg Seed Production.|Shamrock Seed Co.|widely adapted; Allsweet rind pattern; vines with abundant foliage and broad leaves for fruit protection; fruit has an elongated shape with a 24 lb. average weight (larger girth than standard Allsweet); bright red flesh and high sugars enhance its overall internal quality; matures in 80-90 days and offers high yields over a long season.|Sangria.|all watermelon growing regions. 2002.|Fusarium wilt (race 1) and anthracnose.|F1 diploid hybrid.
Cardinal (XPH 5085)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early long-oval type with small seed with high seedling vigor.|Calsweet.|southwestern United States and Italy. 1985.||
Carmen F1|Hollar and Co.|Hollar and Co.|F1 hybrid, medium-green exterior with dark gray-green stripes; oval shape, medium size.||western, midwestern, and southern United States, Australia, and the Middle East. 1985.|fusarium wilt.|
Carnival (RXW 118)|Rogers.|Rogers.|F1 hybrid, fruit have a blocky shape with Crimson Sweet rind color and weigh 22-26 lb, flesh is bright red and has 12-13 percent soluble solids and matures early.|Regency and Royal Sweet. 1995.||fusarium wilt race 1, anthracnose race 1.|
Carolina Bradford||Robert Buist Co.|85 days to harvest; a fine shipping cultivar having a very tough, elastic rind; fruit large, 25 lb., oblong, deep green irregularly striped with a darker shading; flesh dark red, fine grained and sweet; seeds creamy white with some slightly mottled.||||
Carolina Cross #183|Burpee Seed.|Burpee Seed.|gigantic fruit, 200 lb. size, oblong fruit shape, light green rind with narrow dark green stripes, 100 days to harvest.||||
Celebration|T. Williams.|Syngenta Seeds.|Allsweet type; large (21-26 lb.) blocky fruit; early, mid-season maturity (84 days).|Summer Flavor 800. 1999.||fusarium wilt races 0, 1; anthracnose race 1.|diploid seeded F1 hybrid.
Cha Cha Cha (SSC 31829)|Shamrock Seed Co.|Shamrock Seed Co.|seedless; consistent yield and quality over a wide range of production regions and growing conditions; strong vines produce oval shaped fruit weighing 17-19 lbs; rind is dark green with narrow, light green stripes; fruit has very sweet, bright red flesh and excellent rind demarcation; 75 days from transplant to harvest.|Summer Sweet 5244.|U.S. 2003.|none claimed.|F1 triploid hybrid.
Charlee (F83CE)|Central Florida Research and Education Center, University of Florida, Leesburg.|Petoseed Co.|plants are vigorous and fruit ripen early-midseason, fruit is similar in shape, appearance, and weight to Charleston Gray, flesh texture and flavor is better than that of Charleston Gray, Jubilee, and Crimson Sweet.|||fusarium wilt races 0 and 1, anthracnose race 1. PVP. 1990.|Texas W5, Charleston Gray, and Calhoun Gray.
Charleston '76 (NCX 760)|Niagara Chemical Div., FMC.|Niagara Chemical Div., FMC.|brighter red flesh, blockier shape than Charleston Gray for easier shipping.|Charleston Gray.|general. Amer. Veg. Grower, Dec. 1972.|anthracnose and fusarium wilt.|selection from Charleston Gray.
Charleston Elite (NV 4300)|Northrup, King and Co.|Northrup, King and Co.|open pollinated, fruits are long, cylindrical with blunt ends, averaging 24 lb, seeds are brown mottled.|Charleston Gray No. 133 and Charleston Gray No. 5.|wide. 1983.|fusarium wilt and anthracnose (race 1).|
Charleston Express (NVH 4260)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, unique for earliness of maturity; produces smaller fruit than regular gray types, earliness is the primary distinguishing feature.|Charleston Gray. 1988.|||
Charleston Gray (No. 51-27)|Southeastern Veg. Breeding Laboratory, Charleston, S.C.||long, gray uniform shape, hard rind.|Purdue Hawkesbury.|universal regional. Seed Journals Oct. 1954.|anthracnose, fusarium wilt, sunburn.|(((Africa 8 x Iowa Belle) x Garrison) x Garrison) x ((Hawkesbury x Leesburg) x Garrison).
Charleston Gray No.133|Mr. Stevenson, India.||thinner rind; otherwise similar to Charleston Gray.|||fusarium wilt. 1961.|Charleston Gray selected for higher wilt resistance.
Charleston Sweet (XP 2005)|Asgrow Seed Co.|Asgrow Seed Co.|more blocky than Charleston Gray, redder, sweeter flesh, small seed.||general. Asgrow Catalog. 1970.|fusarium wilt.|Charleston Gray x Asgrow line.
Chris-Cross|Chris Christensen, grower, Montrose, Iowa.||light green, dark stripe, black seed; oblong or oval shape, no white heart, no hollow heart; holds well after ripening.||wide, particularly to dry areas. 1950.|fusarium wilt.|Hawkesbury x Dixie Queen.
Colebrook|E.M. Meader.||round, 10 lb. fruit, thick rind, striped pattern, bright red flesh, small brown seeds.|Merrimack Sweetheart, Yankee Queen, Sweet Sugar. 1948.|||open pollinated selection from Korean cultivar Shingyamato.
Cole's Early (Harris' Earliest)|Coles Seed Store, Pella Iowa.|Robert Buist Co.|80 days to harvest; extra early; a favorite in the North; for home market; fruit small size, 15 lb, short, nearly round, dark green stripes irregular on a light green background: rind tender; flesh light red, sweet and delicious; seeds black. 1892.||||
Companion (PS 11006741)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|small dwarf plant, compact, round gray fruit, 2-3 kg in size.|none.|North America, Mexico. 2002.||diploid open pollinated.
Condor (XPH 5080)|Asgrow.|Asgrow.|F1 hybrid, an early, prolific Sugar Baby type, round, very dark outer color, no striping, excellent texture and flavor.|Sugar Baby. 1983.|||
Congo|USDA, Southeastern Vegetable Breeding Laboratory, Charleston, S.C.||high quality and long bearing.||regional, to the southeastern United States. Southern Seedsman, Nov. 1949.|anthracnose.|(African x Iowa Belle) x Garrison.
Conqueror|Orton.||insufficient fruit quality for commercial production; used to develop wilt resistant cultivars with acceptable fruit quality.|||fusarium wilt. 1908.|Eden x citron.
Cooperstown (XP 4590339)|David Dean.|Seminis-Asgrow.|seedless with mottle stripe on green background, oval fruit shape, medium to large size.|Tri-X-313.|North America. 2000.|anthracnose, fusarium wilt.|F1 hybrid.
Corporal (PS 56595)|Manual Rosa.|Seminis Vegetable Seeds-Petoseed.|seeded, all sweet type, late, wide strips, large fruit.|Sangria.|U.S., Mexico. 1999.||F1 hybrid.
Crimson Glory (PS 38485)|Petoseed Co.|Petoseed Co.|F1 hybrid, good early shipper with excellent yields and round square fruit, rind has a bright green background color with Crimson Sweet rind pattern.|||fusarium wilt. 1990.|
Crimson Sweet (Kan. 60-6)|Charles V. Hall, Kansas State Univ., Manhattan.||light green with dark stripe, fine texture, small dark seed, high sugar; excellent shipping quality.||general. Kansas State, 6 Feb. 1963.|anthracnose and fusarium wilt.|(Miles x Peacock) x Charleston Gray.
Crimson Tide (NVH 4268)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, Crimson Sweet type, with a slightly darker stripe; fruit 24 lb, semi-elongated with small, dark-brown seeds; matures in Crimson Sweet class.|Crimson Sweet.|wide. 1984.|fusarium wilt.|
Crimson Trio (NVH 4291)|Northrup, King and Co.|Northrup, King and Co.|triploid, round seedless watermelon with Crimson Sweet rind pattern.|Tri-X-313. 1989.||fusarium wilt; tolerance to anthracnose race 1.|
Crisby (Nun 1839)|Canners.|Canners.|very early Crimson Sweet type, round-oval shape, fruit weigh 7-9 kg and have red flesh and small brown seeds. 1989.||||
Cuban Queen|W. Atlee Burpee. 1881.|W. Atlee Burpee. 1881.|||||
Dark Icing||D.M. Ferry. 1888.|||||
Delta (PS 36594)|Jose Gomez.|Seminis Vegetable Seeds-Petoseed.|Royal Sweet type, crimson Sweet stripes, oblong, 18-25 lb. strong plant, vigorous, wide adaptability.|Royal Sweet.|United States. 1998.||F1 hybrid.
Delta Queen (FMX 13)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, large, oblong, dark-green fruit with narrow black-green stripes.|Chilean Black-Seeded.|wide. 1985.||
Diamond King|Hollar and Co.|Hollar and Co.|F1 hybrid.||midwestern and southern United States. 1985.||
Dixie Belle (Stone Mountain)|H.G. Hastings, Atlanta, Georgia.||thick, tough, dark green rind, 17 x 14 inches, 35-40 lb., red, sweet flesh. 1924.||||
Dixie Queen (White-Seeded Cuban Queen)|Johnson.|Stokes Seed Co.|round fruit 30-40 lb., pink flesh, white seeds, narrow dark green stripes over light green rind; 90 days to harvest; popular with home gardeners, roadside markets, truckers and shippers; fruit oblong or nearly round; rind thin, but tough; flesh crisp and extremely sweet with very few seeds; seeds white and small. 1890.||||Cuban Queen x Kolb Gem.
Dixie Queen Hybrid|Peto-Hollar Co., Rocky Ford, Colo.|Peto-Hollar Co., Rocky Ford, Colo.|F1 hybrid.|Dixie Queen.|wide. Peto-Hollar Catalog. 1953.|fusarium wilt.|closed.
Dixielee (Florida 75-1)|Agric. Research Center, University of Florida, Leesburg.||round fruit with Jubilee stripes that weigh 18-22 lb, flesh is firm and a very deep red color, flesh quality is excellent.|||fusarium wilt race 1, anthracnose race 1. 1979.|Texas W5, Fusarium wilt Resistant Peacock, Fairfax, Summit, and Graybelle.
Dokodoko|P.J. Ito and O.K. Atubra, Dept. of Hort., University of Science and Tech., Kumasi, Ghana.|P.J. Ito and O.K. Atubra, Dept. of Hort., University of Science and Tech., Kumasi, Ghana.|fruit similar to Charleston Gray but is longer and lighter green, flesh is crisp and red with very small brown seeds, relatively thick rind makes for better shipping than Sugar Baby; higher yielding than Sugar Baby and Crimson Sweet, with comparable fruit quality; fruit is medium sized (7 kg) with about 10% soluble solids, and has a thick rind which withstands rough handling.|Charleston Gray. HortScience, 1978, 13: 487. 1978.|||selection of F1 hybrid Top Yield.
Domek (XP 772)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated.|Chilean Black. PVP certificate No. 8000166. 1980.|||
Dulce Verde (4506)|Dr. Warren Barham.|D. Palmer Seed Co.|solid dark green rind.|Peacock.|most watermelon growing areas around the world. 1999.||F1 hybrid.
Dumara (Nun 6485)|Nunhems.|Nunhems.|oblong fruit shape with rind and color like Crimson Sweet, fruit weigh 14-16 kg, good shipping quality with dark red and crispy flesh and small seeds.|||fusarium wilt race 1. 1991.|
Dunbarton|USDA and South Carolina Agr. Expt. Sta., Charleston and Clemson.||large, long, late, dark green, hard rind; seed white with dark tip.|Tom Watson.|southern United States. 1953.|anthracnose.|(African x Iowa Belle) x Garrison.
Early Jubilee (PSX 33484)|Petoseed Co.|Petoseed Co.|F1 hybrid, early maturing with high yield capability and large, uniform fruit.|||fusarium wilt and anthracnose. 1990.|
Early Kansas||Robert Buist Co.|80 days to harvest; a fine shipper; fruit nearly round, 40 lb., light green with wavy stripes; flesh bright red sweet and tender; seeds reddish brown.||||
Early Midget|Petoseed Co., Saticoy, Calif.|Petoseed Co., Saticoy, Calif.|F1 hybrid, early ice-box type.||northeastern and midwestern United States and southern Canada. The Peto Story, Petoseed Co. 1959.||
Early Resistant Queen|Iowa.||||||Early Market Queen x Hawkesbury. 1945.
Excel|D.H. Gilbert of Monticello, Florida.||poorly fixed hybrid. 1906.||||
Fairfax|Southeastern Vegetable Breeding Laboratory, USDA, Charleston, S.C.|||Garrison.|southeastern United States. 1952.|anthracnose and fusarium wilt.|Garrison x (African x Iowa Belle) x (Leesburg x Hawkesbury).
Falcon (RS 56395)|Manual Rosa.|Seminis Vegetable Seeds-Petoseed.|seeded, Allsweet shaped watermelon, early planting, wide stripes, large fruit, high yields, no hollow heart or bottlenecks.||United States and Mexico. 1999.||F1 hybrid.
Family Fun|Petoseed Co.|Petoseed Co.|F1 hybrid, early maturing, oblong, light-green skin with dark-green stripes; sweet red flesh, average size 20 pounds.||general. Petoseed Catalog 1973.|fusarium wilt, anthracnose, and mildew.|
Fandango (SSC 46072)|New Avenue Seeds.|Shamrock Seed Co.||Summer Sweet 5244.|all watermelon growing regions. 1999.||F1 hybrid.
Far North|Fischer Seed Co.|Fischer Seed Co.|dark green fruit, 6-8 lb., bright red flesh, black seeds; many off-types.||||Sugar Bush x Peacock.
Faribo Hybrid 57|Farmer Seed and Nursery Co., Fairbault, Minn.|Farmer Seed and Nursery Co., Fairbault, Minn.|F1 hybrid, very early, high yield, excellent flavor; thin rind; weight 7 to 10 pounds.|Early Russian.|northern tier of states. Farmer Seed and Nursery, 8 Sept. 1954.|fusarium wilt.|
Fenway (XP 6279)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|seedless Sugar Baby type, high yield, round to slightly oblong fruit shape, dark green rind with very dark green faint mottled stripe, rind has shown excellent resistance to sunburn.|Sugar Baby (except seedless).|southeastern U.S. 2001.||F1 triploid hybrid.
Fiesta (NVH 4298)|Northrup, King and Co.|Northrup, King and Co.|F1 hybrid, Allsweet or Calsweet type, excellent quality, bright red flesh with high sugars, dark green rind with light green stripes, fruit weigh 22-25 lb, good yields with multiple harvests.|Sangria and Allsweet. 1991.||fusarium wilt race 0; tolerance to race 1, anthracnose.|
Florida Favorite||Robert Buist Co.|80 days to harvest; excellent for the home garden or home market trade, not for long distance shipping; fruit large, 25 lb., long with round ends; light green with mottled stripes of dark green; rind fairly tough; flesh dark red, crisp and sweet; seeds white.||||Rattlesnake and Pearson.
Fusarium Wilt Resistant Dixie Queen|Duke V. Layton, Hemet, Calif.|J.C. Robinson Seed Co., Waterloo, Neb.|similar to Dixie Queen, except that it has resistance to fusarium wilt; medium large white seed and a thicker, tougher rind.|Dixie Queen.|most of the United States except west of the Rocky Mountains. 1943.||Dixie Queen crossed on Hawkesbury at Oskaloosa, Iowa, in 1936.
Garrisonian (No. 51-23W)|USDA, Southeastern Vegetable Breeding Laboratory, Charleston, S.C.||large size; hard rind; superior flesh.|Garrison.|southern and eastern United States. Seedsmen's Digest. Dec. 1957.|one form of anthracnose sunburn.|(((Africa 8 x Iowa Belle) x Garrison) x Garrison) x ((Hawkesbury x Leesburg) x Garrison).
Genesis (SSC 460015)|Shamrock.|Shamrock.|triploid, highly prolific seedless watermelon with dark green stripes over a medium green rind, flesh is crisp, bright red and very sweet.|Jack of Hearts. 1992.|||
Georgia (152185)|Eldon Heersink.|Seminis-Petoseed.|small Crimson Sweet type, strong vine, early to medium early maturity; fruit about 10-13 lb. with small broken dark green stripes.|Crimson Sweet.|Guatemala, South America. 2000.||F1 hybrid.
Georgia Fusarium Wilt Resistant|Georgia Expt. Sta., Experiment, GA.|H.G. Hastings, Georgia Expt. Sta.|short blocky to near round, dark green, 25 to 30 pounds, thin rind, good red flesh, fine grained with few strings.|||fusarium wilt. Southern Seedsman, Jan. 1943.|Cuban Queen x Iowa Belle.
Georgia Rattlesnake|||90 days to harvest; an excellent shipping melon popular for its size, productiveness and eating qualities; fruit very long, large, 25 to 30 lb., light green, irregularly mottled with dark green stripes; striking appearance; rind very tough; flesh bright scarlet, crisp and sweet; seeds all white with black tips.||southern U.S. 1870.||
Golden Anniversary -||Similar:|sweet.|Resistance:||Parentage:|Parentage
Golden Honey Cream (Honey Cream)|Robson Quality Seeds, Hall, N.Y.|Robson Quality Seeds, Hall, N.Y.|early maturing, deep golden yellow flesh with excellent flavor and sweetness.||Maine to Florida. Robson Catalog. 1954.||introduced as Honey Cream in 1937; selected from badly mixed strain from Japan Seed Co. by a program of selfing and selecting; have true, deep yellow stock.
Golden Midget|New Hampshire Agr. Expt. Sta., Durham.|New Hampshire Agr. Expt. Sta., Durham.|orange-colored rind when ripe, dark-colored seeds, 70 day maturity.|New Hampshire Midget in size and shape.|wide. N.H. Agr. Expt. Sta. Bul No. 440. 1959.||New Hampshire Midget x Pumpkin Rind.
Gray Monarch (Long Light Icing)||Robert Buist Co.|85 days to harvest; a large melon mostly adapted for home gardens; fruit 25 lb. cylindrical with blunt ends, a beautiful light gray green faintly mottled darker; rind thin and tender; flesh red, sweet and delicious; seeds white.||||
Graybelle (59-7)|Veg. Breeding Laboratory, USDA, Charleston, S.C.||early, medium size, round, gray.||general. USDA, May 1963.|anthracnose race 1 and sunburn.|Sugar Baby x Charleston Gray sister line.
Green Seeded Citron||Robert Buist Co.|95 days to harvest; bred exclusively for preserving; fruit round, 10 lb., striped alternately with dark and light green. Flesh clear white and very solid. Seeds glossy olive green.||||
Greengem (XPH 5359)|Asgrow.|Asgrow.|F1 hybrid, Sugar Baby type, round, with a dark green rind and red flesh, sweet with small seeds, early maturing.|Sugar Baby. 1988.||fusarium wilt race 1.|
Gypsy (HMX 8914)|Bill Copes.|Harris Moran.|an early seedless type with medium round fruit; fruit have a dark striped exterior and red flesh.||U.S. 2002.||triploid F1 hybrid.
Halbert Honey||Robert Buist Co.|85 days to harvest; a fine, large prolific melon; sweet flavor; for home use and nearby markets; fruit 30 to 35 lb., cylindrical with blunt ends, dark glossy green with fine veins; rind tender, flesh rich red, extending clear to the rind; seeds white with black tips.||||
Harris' Earliest (Cole's Early)||Robert Buist Co.|80 days to harvest; extra early; a favorite in the North; for home market; fruit small size, 15 lb, short, nearly round, dark green stripes irregular on a light green background: rind tender; flesh light red, sweet and delicious; seeds black.||||
Hawk (131784)|Manuel Rosa.|Seminis Vegetable Seeds-Petoseed.|Allsweet type, seeded, wide stripes, for early planting.|Sangria.|U.S. & Mexico. 1999.||F1 hybrid.
Hawkesbury (synonyms Hawkesbury Wilt Resistant, Dark Seeded Gray Monarch)|H.S. Shirlow, N.S.W. Australia.|||Gray Monarch. 1935.||fusarium wilt.|selection from a field of Gray Monarch with dark rather than light colored seed.
HM 7927 (HMX 7927)|Robert Schroeder.|Harris Moran.|very early maturity; strong plant; very high and concentrated yield; fruit are 5-9 kg; rind pattern is a narrow dark green stripe on a light background; flesh is red with small brown seeds.||U.S. 2002.||F1 hybrid.
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Honey Cream - see Golden Honey Cream.
Honey Red (NCX 1559)|Moran.|Moran.|Sugar Baby type with both larger vine and fruit, flesh color is a darker red than Sugar Baby, fruit weigh 9-11 lb, have a tough rind.|Sugar Baby. 1983.||fusarium wilt.|
Hope Diamond|Univ. of Arkansas, Fayetteville.||high quality; good shipper.|Black Diamond. Ark. Farm Res. Vol. 7, no. 1. 1958.||fusarium wilt and anthracnose.|Black Diamond x fusarium wilt- and anthracnose-resistant breeding line.
Huck Finn (FMX 11)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, fruit large, blocky, oblong, with markings similar to Crimson Sweet.|Crimson Sweet.|wide. 1985.||FM inbreds.
Hungarian Honey -||Similar:||Resistance:||Parentage:|Parentage
Characteristics:|Adaptation:|Similar:|Breeder:|Resistance:||Parentage:|Name: Hybrid Sugar Baby - see Sugar Doll.
Imagination|T. Williams.|Syngenta Seeds.|Sugar Baby type; very dark, solid green rind; bright red flesh; fruit wt. 12-14 lb.; mid-early maturity (82 days).|Emerald. 2001.|||triploid seedless F1 hybrid.
Improved Stone Mountain No.5|Mr. Younkin, Iowa.|||Stone Mountain.||some fusarium wilt tolerance.|Iowa Belle x Stone Mountain.
Iowa 112|Mr. Younkin, Iowa.||||||Iowa Belle x Jugoslavia 7. 1938.
Iowa Belle|Porter, Iowa.||||||Conqueror x unknown male parent (probably Kleckley Sweet). 1932.
Iowa Dixie|Mr. Wilson, Iowa.||||||Iowa Belle x Japan 7. 1934.
Iowa King|Porter, Iowa.||||||Conqueror x unknown male parent (probably Kleckley Sweet). 1932.
Irish Gray||Robert Buist Co.|90 days to harvest; one of the finest watermelons; productive, very sweet and tender; earlier than Tom Watson, but similar in shipping quality; fruit large, 25 to 30 lb. oblong, smooth, a distinct mottled greenish gray: rind tough and hard; flesh bright red, firm and sweet; seeds white.||||
Ironsides|Vegetable Breeding Laboratory, USDA, Charleston, S.C., and Florida Agr. Expt. Sta. Leesburg, Fla.||long, dark green, longitudinal ribbing, ends slightly tapered, early, excellent internal quality, sets few culls.|Blacklee. Fla. Agr. Expt. Sta. Circ. S-21, Nov. 1950.||fusarium wilt.|(Leesburg x Hawkesbury) x Garrison.
Jade Star (PSX 36385)|Petoseed Co.|Petoseed Co.|F1 hybrid, Sugar Baby type, very dark green rind, intense red flesh color, suited for home garden.|||fusarium wilt. 1990.|
Jamboree|T. Williams.|Syngenta Seeds.|Allsweet type; large (22-27 lb.) elongated fruit; dark red flesh; mid-season maturity (85 days).|Sangria, Corporal. 2001.||fusarium wilt races 0, 1; anthracnose race 1.|diploid seeded F1 hybrid.
Japan 7 -||Similar:|white flesh, yellow rind, small oval fruit, early maturity.|Resistance: fusarium wilt.||Parentage:|Parentage
