Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Big Boy Purplehull|Sawan Seeds.|Northrup King Co.|small seed size; outstanding yield; plant height, 53 cm; pod length, 18 cm; 10 peas per pod.|Big Boy.|southern United States, 1979.||
Burgundy (Purple Hull 13)|Texas Agric. Expt. Sta., College Station.|Certified Seed.|upright, uniform maturity, good sheller and excellent processor; red pod makes maturity easy to judge.|Purple Hull 49.|Texas and perhaps other areas. Texas Agric. Expt. Sta. Leaf. 580, October, 1962.||Purple Hull 49 x Blackeye 8152.
Calhoun Crowder|Louisiana State University, Calhoun, and introduced by Tyner-Petrus, Reuter Seeds.||15 cm straight pod; upright, bunch growth; high production.|Speckled Crowder.|southern United States. 1942.|nematode, wilt and leaf diseases prevalent in Louisiana.|Iron x Large Speckled Crowder.
California Blackeye 27 (H8-8-27)|University of California, Riverside, and the California Agricultural Experiment Station.||erect growth habit (much more compact than California Blackeye No. 5 and slightly more compact than California Blackeye No. 46); seeds are typical blackeye type with white seed coat and black pigment around hilum (base seed coat color is a brighter white than that of California Blackeye No. 46); seed are similar in size to California Blackeye No. 46 (22 g per 100 seed); heat tolerant; seed yield and canning quality comparable to California Blackeye No. 46. Days to dry seed maturity; 95.||irrigated crop production systems of the southwestern United States. PVP 200000183. Crop Sci. 40:854-855, 2000. 1999.|Fusarium oxysporum f. sp. tracheiphilum races 3 and 4; homozygous for the Rk and rk3 root-knot nematode resistance genes.|complex; involves California Blackeye No. 5, California Blackeye No. 3, UCD 7977, and African heat tolerant accessions Prima and TVu 4552.
California Blackeye 46 (8046)|University of California, Davis, and the California Agric. Expt. Sta.||more erect plant habit than California Blackeye 5; seeds are typical blackeye type, cream seed coat with black pigment around hilum; seed smaller than California Blackeye 5, 19-20 gm per 100 seed vs. 23 gm per 100 seed; 90 day maturity to dry seed; canning qualities comparable to California Blackeye 5 and California Blackeye 3; yields comparable to or better than those of California Blackeye 5.|||Fusarium oxysporum f. sp. tracheiphilum race 3, homozygous for the Rk root knot nematode resistance gene. Crop Sci. 31:1703, 1991. 1987.|California Blackeye 5 x (California Blackeye 5 x PI 166146).
California Blackeye 88 (8518)|University of California, Davis, and the California Agric. Expt. Sta.||tall, erect, wide plant type; seeds are typical blackeye type, cream seed coat with a black pigment around hilum; smaller seed than California Blackeye 5, 21 gm per 100 seed vs. 23 gm per 100 seed; 90 day maturity to dry seed; yield and canning characteristics comparable to California Blackeye 5.|California Blackeye 5. Crop Sci. 31:1703, 1991. 1989.||fusarium oxysporum f. sp. tracheiphilum race 3; homozygous for the Rk root knot nematode resistance gene.|California Blackeye 5 x [California Blackeye 5 x (California Blackeye 5 x PI 166146)].
Cardinal (Virginia 59-41 PH)|Virginia Truck and Ornamental Research Sta., Norfolk.|George Tait and Sons, Norfolk.|runner free bush plant, concentrated 60 day maturity; pods bunched at foliage level, pods rose color at green shell maturity, dark purple at dry maturity; dry seed with light brown eye.|Queen Anne in growth habit and Texas 49 PH in pod and seed characters. Vegetable Growers News, January, 1972.|||Texas 49 PH x Virginia 12 PH.
Carolina Cream (V-306)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina.||medium, bushy growth habit; pod set concentrated; pod color at green shell stage, green with a distinct purple shading; typical pod slightly curved, 15 cm long, and contains 13 peas; fresh peas small, cream colored, and ovate-reniform shaped; dry peas cream colored, with smooth seed coats; excellent processing characteristics.||southeastern United States. HortScience 19:456-457, 1984. 1982.|cowpea curculio, cercospora leaf spot, rust, powdery mildew; tolerance to seedling diseases.|selection from CR 17-1-34, which was derived from the cross Alabama 963.8 x Floricream.
Carolina Crowder (US-482)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina.||plant habit is medium bushy, somewhat more erect and compact than Mississippi Silver; pod color at green shell stage, brilliant red heavily shaded with cranberry-colored pigment; typical pod is slightly curved and contains 16-17 crowder type peas; peas similar in size and appearance to those of Mississippi Silver; dry seed testa is smooth and light brown; excellent canner; excellent yield potential.||southern United States. HortScience 27:1335-1337, 1992. 1990.|cowpea curculio, root knot nematodes, blackeye cowpea mosaic virus, fusarium wilt, cercospora leaf spot, rust, and powdery mildew.|complex, involves Mississippi Silver, Floricream, and Alabama 963.8.
Champion (Cream 76)|Texas Agric. Expt. Sta., College Station.||upright, pods high, uniform maturity, excellent freezer and canner.|Cream 8.|Texas and perhaps other areas. Texas Agric. Expt. Sta. Leaf, 581, October, 1962.||Cream 14 x California Blackeye 5.
Charleston Greenpack (US-858)|U. S. Vegetable Laboratory, ARS, USDA, Charleston, SC.|Western Seed Multiplication, Inc., Oglethorpe, GA (exclusive license).|first pinkeye-type cultivar to exhibit the green cotyledon trait (can be harvested at the dry stage of seed maturity without loss of fresh green color); similar in appearance to Coronet and Pinkeye Purple Hull-BVR, but usually matures 2 to 3 days earlier; plant habit is low bushy and somewhat more compact than that of either Coronet or Pinkeye Purple Hull-BVR; pod set is concentrated and the pods are borne above the foliage in a scattered fashion; typical pod is moderately curved, 17 cm long, and contains 14 peas; pod color is green when immature, dark purple when ready for mature-green harvest, and dark purple when dry; fresh peas are kidney-shaped and have a pink eye (similar to Coronet and Pinkeye Purple Hull-BVR peas); dry peas have a smooth seed coat, and are slightly smaller than those of Coronet and Pinkeye Purple Hull-BVR; yields are comparable to those of Coronet and comparable to or better than those of Pinkeye Purple Hull-BVR.||for use as a home garden and fresh market cultivar for spring, midseason, and fall plantings throughout the southeastern United States, and for processing for the frozen food industry. PVP 9700286. HortScience 33:907-908, 1998. 1997.||Kiawah x (Kiawah x Bettergreen).
Climax|University of Florida Agric. Expt. Sta., Gainesville.|University of Florida Agric. Expt. Sta., Gainesville.|high quality, productive cream.||primarily for late season for fall Florida market. Florida Agric. Expt. Sta. Circ. S132. 1961.|root knot nematodes, scab, and Sclerotium rolfsii.|Korean Crowder x Running Acre (Conch).
Colossus (SC 66-16)|Clemson University, Clemson, South Carolina|South Carolina Foundation Seed Association.|large pod and seed size, harvests and shells easily.|Brown Sugar Crowder.|southeast United States. South Carolina Farmer Grower, April, 1972.||South Carolina 59-11 x Floricream.
Colossus 80 (V-321)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina, and Clemson University, Clemson, South Carolina.||bushy, compact growth habit; pods are slightly to moderate curved, medium long; pod color at green shell stage, silver green with a slight reddish tinge; brown crowder type peas have irregular shape and are outstandingly large, 0.75 g per freshly shelled pea.|in appearance, maturity, and yield potential to Colossus; broader resistance to fusarium wilt than Colossus.|southern United States. HortScience 17:263-264, 1982. 1980.|cercospora leaf spot, root knot nematodes, and rust; tolerance to mosaic type viral diseases.|product of backcross breeding program to transfer the Cls-1 gene for cercospora leaf spot resistance from CR 17-1-34 into Colossus.
Corona|University of Georgia, Athens.||plants upright, compact plant habit, with dark green foliage; mature pods dark purple, 23 cm long; dry seeds are one cm long, oval shaped, weigh 26 gm per 100 seed, and have a smooth, cream colored testa with a red eye; yields comparable to those of Pinkeye Purple Hull and Coronet.|Coronet, except pod length and seed are distinctly larger. HortScience 19:592, 1984.||blackeye cowpea mosaic virus.|derived from a single plant in a Coronet population.
Coronet|University of Georgia, Experiment.||upright and compact plant habit; green shell stage pods are purple and have an average length of 16-17 cm; green shell stage peas are green with a light red eye; dry seeds have a dark red or maroon eye; smooth seed coat; 62 day maturity to green shell, yields equal to Pinkeye Purple Hull.|Pinkeye Purple Hull plant, pod, and seed characteristics. Georgia Agric. Expt. Sta. Research Rpt. 220, 1976. 1975.||tolerance to cowpea strains of southern bean mosaic and cucumber mosaic viruses; susceptible to cowpea yellow mosaic virus; only occasional plants exhibit fusarium wilt symptoms.|Pinkeye Purple Hull x [Pinkeye Purple Hull x (Pinkeye Purple Hull x Iron)].
Cream 8|Texas Agric. Expt. Sta., College Station.|Texas Agric. Expt. Sta., College Station.|upright, high pods, concentrated set, easy shelling, high yield, excellent freezing or market.||Texas. 1960.||California Blackeye 5 x Long Pod Cream.
CT Pinkeye Purple Hull|C.T. Smith Company, Pleasanton, Texas.||procumbent plant habit; pod placement, scattered above the foliage; typical pod is straight with slight constrictions, 19 cm long, and contains 15 peas; pod color at green shell stage, dark purple; fresh peas are ovate to ovoid shaped; dry peas weight 180 g per 1000 seed, have maroon colored eyes and wrinkled seed coats; 67 day maturity to green shell; yields comparable to Coronet.|||blackeye cowpea mosaic virus and soybean cyst nematode; susceptible to bean yellow mosaic virus, cowpea yellow mosaic virus, and cucumber mosaic virus. PVP.|selected from a heterogeneous Pinkeye Purple Hull population.
Dixiecream (G8-102-2)|Georgia Agric. Expt. Sta., Experiment.|Foundation Seeds, Athens, GA.|seeds small to medium, cream colored, processing type; pods 15 cm long, straight, borne slightly above foliage level.||southern United States. Ga. Agric. Expt. Sta. Leaf, 45. 1965.|yellow bean mosaic (cowpea strain).|(Blackeye x Iron) x (Groit x Lady Edible).
Early Acre (Arkansas 84-154)|University of Arkansas, Fayetteville, AR.||very compact bush plant suitable for use in both narrow-row and conventional-row cropping systems; matures 8 to 10 days earlier than White Acre; cream-type seed (size and shape similar to White Acre); yield comparable to White Acre (comparisons made at conventional row spacing); attributes of canned samples of harvested peas equal to those of canned samples of White Acre peas; resistant to bacterial blight.||replacement for White Acre in Arkansas. HortScience 27:643-644, 1992.||not described.
Early Dixie Queen|Alabama Polytechnic Institute, Auburn.|Farm Security agencies.|plants bunch, quite early, peas shell well, high quality.||deep southern United States. Southern Seedsman, March, 1938. 1944.|most root diseases.|Dixie Queen or California Browneye.
Early Pinkeye|University of Georgia, Experiment.||upright, compact, non-vining. plant habit; concentrated pod set; greenshell stage pods are purple and average 16.5 cm in length; green shell stage peas are green with a light red eye; dry seeds have dark red or maroon eye; 50-55 day maturity to green shell, peas very similar to those of Pinkeye Purple Hull, yields comparable to Mississippi Silver, but slightly less than Coronet or Pinkeye Purple Hull. Georgia Agric. Expt. Sta. Res. Rpt. 273, 1978. 1977.||||selection from Pinkeye Purple Hull x (Purple Hull Brown Crowder x Oklahoma 4) double backcross to Pinkeye Purple Hull.
Early Purple Hull|Alabama Agric. Expt. Sta., Auburn.|Alabama Agric. Expt. Sta., Auburn.|early, high yielding, deep purple pods, with medium large brown seeds. Seed and Garden Merchandising, October, 1958. 1959.||||selection of Purple Hull.
Early Scarlet|University of Arkansas, Fayetteville, AR.||medium sized bush (60 to 75 cm tall) with no basal runners; matures 2 to 3 days earlier than Pinkeye Purple Hull-BVR; pod set is concentrated and the pods are produced at the top of the plant on medium-length peduncles; green-mature stage pods are light red in color, 20 to 25 cm long, and shell easily; seeds have light, pink-colored eyes and are similar in size to those of Pinkeye Purple Hull-BVR. HortScience 31:626, 1996.||||not described.
Elite (AR76-256)|University of Arkansas, Fayetteville.||high bush, erect growth habit; concentrated set; pods 18 cm long and easily shelled; seeds small to medium, cream colored, not crowded in pod; high yield potential; suitable for both canning and freezing. HortScience 13:714, 1978.||||VB63-143, 144 x Va 59-119.
Encore (VS81-92)|University of Arkansas, Fayetteville.||erect, bush plant habit; concentrated pod set; pods are straight, 15-18 cm long; mature seed are ovoid shaped with a medium sized brown eye, 23 gm per 100 seed; pod color, bright reddish-purple; high yield; maturity similar to Pinkeye Purple Hull; quality of canned and frozen pea is satisfactory. HortScience 24:401-402, 1989.||||complex, involves Pinkeye Purple Hull, California Blackeye 5, and Texas Cream 42.
Epoch (AR 81-197)|University of Arkansas, Fayetteville.||erect plant habit with short basal branches; concentrated pod set; pod length, 15-18 cm; shell stage peas are medium-large and have a medium to large pinkeye pattern; early maturity; processed peas comparable in quality to those of Pinkeye Purple Hull, canned and frozen.|||tolerance to bacterial blight. Arkansas Farm Research, p 3, July-August, 1984.|
Excel|University of Arkansas, Fayetteville, AR.||compact bush plant habit (45 to 60 cm tall) with no basal runners; matures 3 to 4 days earlier than Pinkeye Purple Hull-BVR; pod set is concentrated with pods produced at the top of the plant on medium-length peduncles; green-mature stage pods are deep purple in color, 20 to 25 cm long, and shell easily; seeds have bright, pink-colored eyes and are similar in size to those of Pinkeye Purple Hull-BVR. HortScience 31:626, 1996.||||not described.
Exmore (Va. 69-13)|Virginia Truck and Ornamentals Research Station.||erect, determinate growth habit; green shell maturity pods are slightly curved, yellow, and 18-20 cm long; medium to small seed, 13-14 g per 100 dry seed; 40-50 g per mature green seed; 52-60 day maturity; good to excellent yield. The Vegetable Growers News, July, 1975.||||New Hampshire Z Cream x Va. 59-119.
Floricream|Florida Agric. Expt. Sta., Gainesville.|Florida Foundation Seed Producers, Gainesville.|determinate, top bearing, high yields, cream colored seed coats, quality retention, pods 20 cm long, semi-crowder; suitable for mechanical harvesting and shelling; number seed per pound equals 2800.|Alabama Crowder in habit and pod characteristics and Texas Cream 40 in quality.|southern United States. Florida Agric. Expt. Sta. Circ. S154. 1964.|field resistance to scab and fusarium wilt.|Mississippi 32, Korean Crowder, Running Acre (= Running Conch), and Tavares (accession).
Freezegreen|Auburn University, Auburn, Alabama.||low bushy growth habit with spreading basal branches; pods are straight to slightly curved, 15 cm long; pod color ranges from green with a tinge of purple to solid purple at the green shell stage; seeds are small, globose shaped; dry seed color, light olive; good yield potential; easy to shell, persistent green color of seed coat controlled by the recessive gene gt, green testa.|||cowpea curculio and cercospora leaf spot; susceptible to root knot nematodes. HortScience 14:193, 1979.|derived from a single dry seed with a green seed coat found in a bulked seed lot of Alabama 963.8, parental background probably includes Lady and Conch.
Genegreen|Auburn University, Auburn, Alabama.||slightly viney, bush type growth habit with pods borne level with or above the foliage; medium early maturity; pods are 19 cm long; pod color is green at green shell stage and medium brown when dry; dry peas are small to medium size and are oval to kidney shape, with a small black eye on an olive green seedcoat; persistent green color of seed coat controlled by the recessive gene gt, green testa; yields comparable to Pinkeye Purple Hull-BVR and Mississippi Silver.|||blackeye cowpea mosaic virus. Alabama Agric. Expt. Sta., Highlights of Agricultural Research, Vol. 39, Number 3, Fall, 1992.|complex, involves Freezegreen, Giant Blackeye, Conch, and Princess Anne Blackeye.
Giant Blackeye|Alabama Polytechnic Institute, Auburn.|Alabama Seed Improvement Association.|large, uniform, midseason plants; large pods and peas; peas shell well, of high quality.|California Browneye.|central and northern Alabama. Southern Seedsman, August, 1956.||field cross with Virginia Blackeye.
Grant (Blackeye Bean)|George Grant, Chino, California.|W. Hinton, Chino.|two weeks later than Chino 3, slightly weaker stem, very susceptible to root knot nematode in southern California.||Chino area in California. 1954.|fusarium wilt in southern California.|unknown, a single plant selection by Grant from Chino 3 cultivar.
Green Dixie Blackeye (US-867)|U. S. Vegetable Laboratory, ARS, USDA, Charleston, SC.||first blackeye-type cultivar to be released that exhibits the green cotyledon trait (can be harvested at the dry seed stage of maturity without loss of fresh green color); high bushy plant habit; produces dry pods in about 71 days (9 days later than Bettergro Blackeye); pod set is concentrated and pods are borne above the foliage in a scattered fashion; typical pod is slightly curved, 21 cm long, and contains 14 peas; pod color is light green when immature, light green with a tendency for slight pigmentation (purple) on the tip when ready for mature-green harvest, and light straw color when dry; dry peas have an oblong shape and black hilar eyes (similar to Bettergro Blackeye), a smooth seed coat, and are somewhat larger than those of Bettergro Blackeye (15.6 g per 100 peas). Yield potential is much greater than that of Bettergro Blackeye.||for use throughout the southeastern United States by home gardeners and the dry pack bean industry. 2000.||Bettergreen x Bettergro Blackeye.
Green Pixie (US-865)|U. S. Vegetable Laboratory, ARS, USDA, Charleston, SC.||high, bushy plant habit similar to that of White Acre; produces dry pods in about 76 days (5 days later than Bettergreen and 5 days earlier than White Acre); pod set is concentrated and the pods are borne above the foliage in a scattered fashion; typical pod is slightly curved, 15 cm long, and contains 16 cream-type peas; pod color is light green when immature, purple when ready for mature-green harvest, and light straw color when dry; fresh peas have a rhomboid-kidney shape (similar to White Acre); dry peas are small, have a smooth seed coat, and are similar in size to White Acre peas (8.0 g per 100 peas); yield is comparable to Bettergreen and White Acre; homozygous for the gc gene conditioning the green cotyledon trait (peas can be harvested at the dry stage of maturity without loss of their fresh green color).||for use by the frozen food industry throughout the southeastern United States as a replacement for White Acre. HortScience 35:954-955, 2000. 1999.||Bettergreen x White Acre.
Hercules|South Carolina Agric. Expt. Sta., Clemson.||semi-erect plant habit; medium maturity; pods are straight, 22 cm long; pod color at green shell stage, green; large, coffee colored, crowder type seeds. Cowpea Newsletter, 1(2):7-14, 1986. 1981.||||
Kiawah (US-428)|United States Vegetable Laboratory, ARS, USDA, Charleston, South Carolina.||low, bushy growth habit; pod color at the green shell stage, dark purple; fresh peas are kidney shaped and have a pink eye; dry seed testa is smooth.|in appearance, maturity, and yield potential to Pinkeye Purple Hull.|southeastern United States. HortScience 23:645-646, 1988. 1987.||product of backcross breeding program to transfer the Rk gene for root knot nematode resistance from Mississippi Silver into Pinkeye Purple Hull.
Knuckle Purple Hull|Alabama Agric. Expt. Sta., Auburn.|Alabama Agric. Expt. Sta., Auburn.|high yielding; medium thick, reddish to purple pods with large seeds that turn brown when dry. Seed and Garden Merchandising, October, 1958. 1959.||||selection of Purple Hull.
Los Banos|University of Philippines.|Louisiana Agric. Expt. Sta., Baton Rouge.|short day, bunch plant; pods turtle green, 23-30 cm long; tender seeds, creamy white, light brown eye; good sheller.||late planting in the southern United States. 1961.||Singapore x California Blackeye.
Louisiana Purchase|Louisiana State University, Baton Rouge.|Reuter and Tyber-Petrus.|heavy production, semi-bush type plant, medium long pods produced outside foliage, peas white to creamish with speckled eye.||southern United States. Louisiana Mimeo. Circ. 20, January, 1954.|nematodes and wilt.|Blackeye and Calhoun Crowder.
Magnolia Blackeye|Mississippi State University, Mississippi State.||medium sized, bush growth habit; pod color at green shell maturity, light green-yellow; pod length, 18 cm; green shell stage peas are light green in color and have a black eye; seed much less wrinkled than most blackeyes; 65-70 day maturity; good yield potential.|||fusarium wilt and root knot nematodes; tolerance to viruses. Mississippi Agric. And Forestry Expt. Sta. Research Highlights 37(5):1-2, May, 1974.|complex, involves Extra Early Blackeye, Bunch Purple Hull, and Dixielee.
Mississippi Crowder (Mississippi S-1)|Mississippi State College, State College.|Mississippi Seed Improvement Association.|consistent yield, high quality.|Brown Sugar Crowder.|southern United States. Mississippi Farm Research 18:1B2, 1955; Southern Seedsman, January, 1956.|race 1 of fusarium wilt; tolerance to fusarium wilt races 2 and 3 and many virus strains.|wilt resistant selection from a Brown Sugar Crowder population, probably an outcross to Iron.
Mississippi Pinkeye|Mississippi State University, Mississippi State.||semi-erect plant habit; concentrated pod set; typical pod is slightly curved, 24 cm long, and contains 18 peas; pods are light purple at green shell maturity and dark purple when dry; mature green peas are light green with a pink eye; dry peas are white with a red eye, average 5 mm wide x 9 mm long, have a kidney shape and smooth testa, weigh 22 gm per 100 seed; 54-60 day maturity; yield and quality of fresh and frozen peas equivalent to other pinkeye type cultivars.|Bunch Purple Hull. HortScience 26:76-77, 1991.||fusarium wilt and root knot nematodes; tolerance to viruses equal to Mississippi Silver.|complex, involves Bunch Purple Hull.
Mississippi Shipper|Mississippi State University, Mississippi State.||brown crowder, semi-erect plant habit; concentrated pod set; pod color, dark green when immature, dark purple over part of the pod at the green shell stage, and completely dark purple when dry; seed color is light green to cream when immature and tan to brown when mature; dry seed crowder shaped, smooth, 7 mm long x 6 mm wide, and weigh 24 gm per 100 seed; high yield potential; pods maintain pod wall color during the time required for fresh market shipping, storage, and retailing; recommended for use both as a fresh market and canning pea.|Mississippi Purple, except for pod color and pod wall thickness. HortScience 20:1142-1143, 1985. 1984.||fusarium wilt, root knot nematodes, cowpea curculio, and choanephora pod rot; tolerance to blackeye cowpea mosaic virus, cowpea chlorotic mottle virus, cowpea severe mosaic virus; southern bean mosaic virus, cowpea strain, and cucumber mosaic virus.|complex, involves Mississippi Silver, Newton Silverskin, and Knuckle Purple Hull.
Mississippi Silver (MS 64)|Mississippi State University, State College.|Mississippi Foundation Seed Stocks.|less vine, bunched yield, easy shell.|Newton Silverskin.|wide. Mississippi Farm Research, December, 1965. 1966.|fusarium wilt and root knot nematodes; tolerance to viruses.|Newton Silverskin x breeding strains from Mississippi Crowder.
Monarch Blackeye|Arkansas Agric. Expt. Sta., Fayetteville.||similar to Extra Early Blackeye, but slightly larger seed and longer pods.||wide in the southern United States. Arkansas Farm Research Bul. 5, no.1, 1956. 1957.||seedling obtained from J.F. Kragh.
Petite-N-Green (US-861)|U. S. Vegetable Laboratory, ARS, USDA, Charleston, SC.|Western Seed Multiplication, Inc., Oglethorpe, GA (exclusive license).|low, bushy plant habit (similar to Coronet, but more procumbent than Charleston Greenpack); produces dry pods in 70 to 76 days (4 to 7 days later than Charleston Greenpack and 2 to 9 days later than Coronet and Pinkeye Purple Hull-BVR); pod set is concentrated and the pods are borne at foliage level in a scattered fashion; typical pod is moderately curved, 14 cm long, and contains 14 peas; pod color is green when immature, and dark purple when ready for mature-green harvest and when dry; fresh peas are ovate to kidney shaped and have a pink eye (similar to Charleston Greenpack, Coronet, and Pinkeye Purple Hull-BVR peas); dry peas are small (11.5% to 20.5% smaller than Charleston Greenpack, 10.9% to 24.6% smaller than Coronet peas, and 12.1% to 24.1% smaller than Pinkeye Purple Hull-BVR peas) and have a smooth seed coat; homozygous for the gc gene conditioning the green cotyledon trait (peas can be harvested at the dry stage of maturity without loss of their fresh green color); yield is comparable to those of Charleston Greenpack, Coronet, and Pinkeye Purple Hull-BVR.||for use as a home-garden cultivar in the southeastern United States. PVP 9900074. HortScience 34:938-939, 1999. 1998.||Coronet x Bettergreen.
Pickworth Pinkeye|Auburn University, Auburn, AL.||erect, determinate growth habit with limited lateral vines; pods are slightly curved, average 25 cm in length, are slightly constricted about the seed, have a glossy surface, produce about 14 seed per pod, and are borne concentrated above the plant; pod color is green when immature, changing to reddish-purple at the mature-green stage; the peas are kidney shaped, medium to large in size (18 to 24 g per 100 seed), and have a distinct, non-bleeding pink eye. Distinguished from Alagreen Pinkeye by the presence of both green and white seeds (approximately half of the plants produce peas with a dry green seed coat and the other half produce peas with a white seed coat).||for use in Alabama 'because of its special appeal to pick-your-own consumers, as well as fresh-market production for wholesale lots in the pod or retail sale of shelled peas.' Ala. Agr. Expt. Sta. Res. Rpt. Ser. 11, p. 20 (April 1996).||not described.
Pinkeye Purple Hull-BVR|University of Georgia, Athens.||plant, pod, and seed characteristics indistinguishable from Pinkeye Purple Hull.|||blackeye cowpea mosaic virus. HortScience 19:592, 1984.|derived from a single plant in a Pinkeye Purple Hull population.
Princess Anne Blackeye (Virginia 59-8 Blackeye)|Virginia Truck Expt. Sta., Norfolk.||early, 60 day maturity to edible; small, bunch plant; no basal runners; determinate top runners if present (often none); concentrated bearing; pod length and seed size.|California Blackeye 5, but not as viney. Wm.H. Brittingham, 24 September 1962.|||Virginia 12 Purple Hull (California Blackeye 5 x Jackson PH) x California Blackeye 5.
Producer|Florida Agric. Expt. Sta., Gainesville.|Florida Agric. Expt. Sta., Gainesville.|high yield, longer pods and larger bush than Dixielee, brown seed.|Dixielee but later.|southern United States. Florida Agric. Expt. Circ. S132. 1961.||Korean Crowder x Alabunch.
Queen Anne (Va. 61-5-BE)|Virginia Truck Expt. Sta., Norfolk.|Geo. Tait and Sons.|bush, no runners, early concentrated set, pods bunched at foliage level, seed; like California Blackeye 5 but slightly smaller.|Princess Anne. Vegetable Grower News, March, 1969.|||Virginia 12 (California Blackeye 5 x Jackson PH) x California Blackeye 5.
