Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Burpee Greenhart (Grand Rapids)|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|longer standing, slightly lighter green color and more frilled leaf margins.|Grand Rapids or Slobolt.|wide. Burpee Catalog. 1953.||selection from Grand Rapids.
Burpeeana|W. Atlee Burpee Co., Philadelphia, Pa.|W. Atlee Burpee Co., Philadelphia, Pa.|much longer standing and makes more decided head than Bibb and does not get bitter in hot weather.|Bibb.|wide. Burpee Catalog. 1957-58.|bolting.|heirloom cultivar claimed to have originated around Lancaster 80 years ago.
Burpee's Celtuce|Atlee Burpee Co., Philadelphia.|Atlee Burpee Co., Philadelphia.|a form of lettuce in which the main stalk elongates and is edible; the leaves can be used as lettuce.||fairly wide, but does best in cool climates. Burpee Catalog. 1942.||form of Lactuca sativa, called Song Tsa, from Carter D. Holton, Kiansu Province, China.
Butter King (Ottawa Selection 211118)|Ottawa Res. Sta., Ottawa, Ont., Canada.||large heads, vigorous, uniformly slow to bolt and to develop tipburn and bitterness; later than known butterhead cultivars.|White Boston.|wide. Can. J. Plant Sci. 1966.||Rosh Zahav x Yarkan.
Buttercrunch (B-41)|Cornell Univ., Ithaca, N.Y.||somewhat like Bibb but much larger; slow to bolt. Dept. Veg. Crops Mimeo. 123, June 1964.||||
Cabernet Red|Asgrow.|Asgrow.|leaf type, red, excellent texture and dark color, pliable leaves.|Big Red. 1993.||bolting.|
Cabrillo|Moran Seeds.|Moran Seeds.|open pollinated; dark green large heads and butt, best results in warm weather maturity.|Merit.|California coastal and inland valleys. PVP Certificate No. 7400071. 1973.||Mesa 659 x Merit.
Cal K-60 (XP-F406A4)|Moran Seeds.|Moran Seeds.|open pollinated; more concentrated maturity and slightly earlier than Calmar.|Calmar. PVP Certificate No. 7400014. 1972.||downy mildew, tipburn.|selection from Calmar.
Calendar (22503)|Enza Zaden.|Enza Zaden.|||North America.||open pollinated.
Calicel|USDA, University California, Davis.||crisphead type, extremely uniform, medium green, round, firm, solid heads covered with wrapper leaves.|Great Lakes. 1971.||downy mildew, big vein; susceptible to turnip mosaic.|
Calmaia|Moran Seeds.|Moran Seeds.|open pollinated; better concentration, earlier and smaller heads than Calmar.|Calmar.|late spring in California, coastal valleys. PVP Certificate No. 7400013. 1972.|downy mildew, tipburn.|selection from Calmar.
Calmar (59-572-M IV)|Univ. of Calif., Davis.|Univ. of California and USDA.|typical Great Lakes type, crisphead cultivar, medium to dark green wrapper leaves, very little tendency to produce spiraled heads, slightly faster bolting than Great Lakes 118, white seed.|Great Lakes 118.|California's coastal areas. Univ. of Calif., May 13, 1963.|downy mildew.|Great Lakes A-36 x (Great Lakes 6238 x USDA 45325).
Calrey|University California, Davis.|USDA, University California, Davis.|crisphead type, dark glossy green, frame and outer wrapper leaves may be slightly bronze in color, firm, better weight than Calmar, smooth butt, good color, large cores, attractive, low seedstalk, white seed.|||tipburn, downy mildew; susceptible to russet spotting. 1976.|contains PI 91532 a downy mildew resistant Lactuca serriola introduction from Russia.
Calrico|University California, Davis.|USDA, University California, Davis.|crisphead type, head color medium to dark green, head solidity good, firmer than Calmar, butts have good color, large cores, attractive, seedstalk varies from medium to low, white seed.|||downy mildew, tipburn, russet spotting. 1976.|contains PI 91532 a downy mildew resistant Lactuca serriola introduction from Russia.
Calsweet (E4217)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated; uniform maturity, sweet.|Calmar and Montemar.|Pacific coastal areas. PVP Certificate No. 7800089. 1978.|downy mildew (common strain of Salinas Valley).|
Cannery Row (GX 605)|Debbie Mitchell.|Seminis Vegetable Seeds-Genecorp.|dark green Salinas type.|Spreckels.|Early Salinas. 1998.|big vein.|open pollinated.
Cannon (XP 993)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated; crisphead type, for warmer-season production.|Fairton.|Eastern United States lettuce production areas. 1986.||
Capistrano (PS 77393 MI)|Doug Sousa.|Seminis Vegetable Seeds-Petoseed.|Romaine with excellent uniformity; open plant habit, very attractive dark green, slow bolting, wide harvest window.|unlike other cultivars, unique.|southwest U.S. PVP. 1998.||open pollinated.
Capri|Asgrow.|Asgrow.|cos type, more erect, larger frame than Parris Island Cos.|Parris Island Cos. 1988.||lettuce mosaic virus tolerant.|
Captain Cos (G x 805)|Jodi Grossen.|Seminis Vegetable Seeds-Genecorp.|dark green Romaine with blistered leaves, narrow base, solid heart.|King Henry.|desert southwest U.S. 1999.|corky root.|open pollinated.
Caravan (XP 92)|Asgrow Seed Co., New Haven, Conn.|Asgrow Seed Co., New Haven, Conn.|Great Lakes type with exceptionally dark green color; white seeded.|Merit.|warm areas of California and the Southwest. Asgrow, Your Crops, Fall, 1961.||
Cavalry (SSC 30496)|Shamrock Seed Co.|Shamrock Seed Co.||Red Rage.|all lettuce production regions. 2000.|downy mildew races 1 to 5.|open pollinated.
Centennial|T.W. Whitaker and J.D. McCreight.|USDA, Agric. Res. Stn., Salinas, California.|crisphead type, small, uniform maturity, excellent head shape and conformation, excellent internal structure, leaves arranged in a symmetrical, spiral pattern, bolts readily.|||downy mildew, tipburn.|
Center/Cut|Orsetti Seed Co. |Orsetti Seed Co. |||U.S.  2005.||
Cerise||Johnny's.|crisphead type, medium green outer leaves heavily over-laden with a warm, shiny red color.||||
Chaparral (3303)|Keystone Seed Co.|Keystone Seed Co.|open pollinated; Merit type but resistant to downy mildew (race 5).|Merit.|California, Arizona. 1977.|downy mildew, tipburn.|Merit 3186 x Calmar BC5-S2.
Charled (SX 9568LT)|Aad van der Arend.|Sunseeds.|medium size, closed base, slow bolting, tip burn tolerant.||greenhouse. 2001.|BLI 3-10, 14-22.|open pollinated.
Chesibb (MSU 16)|Michigan State Agr. Expt. Sta., East Lansing.||greenhouse type, 2 weeks earlier and lighter green than Bibb; small soft head; one week earlier than Bibb on muck soil.||greenhouse and muck soil in the midwest. Mich. Agr. Expt. Sta. Res. Rpt. 1969.||Chestnut 5-B x Bibb.
Cheyenne (FMX2257)|Harris Moran Seed Co.|Harris Moran Seed Co.|medium to large frame, dark green leaves; refined appearance, excellent for export market.|Salinas.|late; desert. 2000.|downy mildew, California pathotype 3.|open pollinated.
Cinnamon Red|Harris Moran.|Harris Moran.|butterhead type, blistery leaves.|Mereille de Quatre Saison.|||
Citation (XP 71)|Asgrow Seed Co.|Asgrow Seed Co.|dark green butterhead, retains sweet flavor under stress.|Dark Green Boston.|general. 1975.|bolting.|Chestnut Early Giant x GL 118.
Citori (SSC 1128)|Shamrock Seed Co.|Shamrock Seed Co.|produces uniform, tall and upright plants with very good weight; medium green leaves have smooth margins and a lightly savoyed texture; a compact base and straight ribs make for an attractive shape; thick, blanched hearts.|Parris Island cos.|U.S. lettuce growing regions. 2004.|corky root.|open pollinated.
Classic (XP 5171)|K. Bixby.|Asgrow Seed Co.|open pollinated; crisphead type, uniform fall lettuce.|Empire.|California San Joaquin Valley, fall production. 1986.|Lettuce Mosaic Virus.|
Clemente||Royal Sluis.|Romaine type.|||lettuce mosaic virus. 1992.|
Cleopatra|Shamrock Seed Co.|Shamrock Seed Co.|||California, Arizona, Mexico. 1999.||open pollinated.
Climax|USDA, Beltsville, Md.|commercial seedsmen.|holds good green color well, large size.||Imperial Valley, Calif. 1959.|tipburn (partial) and rib discoloration.|original parents included Imperial 847, Cosbia, Grand Rapids, and Salamander.
Coach Supreme M.T.|Pybas Vegetable.|Pybas Vegetable.|crisphead type, large frame and head, medium to thick leaves, large butt, smooth ribs, black seed.|Vanguard. 1993.||bolting, pink rib, tipburn, big vein; tolerance to heat, frost.|
Colossus (SSC 30376)|Shamrock Seed Co.|Shamrock Seed Co.||Winterhaven.|southwestern U.S. desert.|big vein, downy mildew races 2B, 3, 4.|open pollinated.
Commander (Expt. 0971)|Keystone Seed Co.|Keystone Seed Co.|open pollinated; much earlier and more sure heading than Climax 84; has exhibited sure headedness in western coastal and desert areas; size, head shape, and color all are very good.|Climax 84.|western United States, coastal and desert. PVP Certificate No. 7900067. 1979.|none claimed.|Climax 84 x Calmar.
Concept (BOX 9052)|Orsetti Seed Co.|Orsetti Seed Co.|mildly savoyed, Romaine-like green leaf type; heavy butterhead texture; dark color; excellent pliability; supple leaves resist cracking and bruising; leaves are approximately the same dimension throught the head; suited for whole leaf market as well as fresh market.||U.S. 2001.||open pollinated.
Characteristics: butterhead type, larger size than Dark Green Boston, excellent internal color.|Breeder, vendor|Similar: Esmeralda. 1992.|Breeder:|Resistance: tipburn.||Parentage:|Name: Condor -
Conquest|Quali-Sel, Inc.|Quali-Sel, Inc.|F1 hybrid, extremely large frame size.|Vanguard.|spring harvest in Arizona and California. 1979.|none claimed.|
Conquistador (PX 0136)|Doug Sousa.|Seminis Vegetable Seeds-Petoseed.|dark green Romaine; very uniform maturing, well suited for winter harvest, for fresh pack and hearts.|Green Towers.|desert southwest U.S. 1999.|corky root rot.|
Cool Breeze|Asgrow.|Asgrow.|crisphead type, large frame, thick, large, smooth butt, medium ribs, black seed, dark green blistered leaves, well shaped heads, very uniform, large core, good color.|Cool Guard, Vanguard. 1991.||bolting, tipburn, pink rib, downy mildew pathotype 3; tolerance to frost.|
Coolgreen||Ferry-Morse.|crisphead type, large head size, dark green from top to bottom of the head and well into the core, large core, flat butt.|Vanguard.||downy mildew 3, tipburn.|
Coolguard (XP505)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated; crisphead lettuce of late maturity for cool weather production.|Vanguard.|California. PVP Certificate No. 7900017.||
Coolwave|Asgrow.|Asgrow.|crisphead type, 3-4 days earlier than Cool Guard, dark green color, firm, cover leaves for frost protection, very uniform.|Cool Guard, Vanguard. 1990.|||
Coronado|C. Semences.|Harris Moran.|butterhead type, darker green color and better disease and tipburn resistance than Dark Green Boston.|Dark Green Boston. 1995.||tipburn.|
Cortez|Harris Moran.|Harris Moran.|butterhead type, very large frame, dark green leaves.|Tania.||downy mildew pathotypes 1, 2, 3.|
Cosberg|Bureau of Plant Industry Sta., USDA, Beltsville, Md.||early, thick leaved crisphead, yellow green, high quality.||northern corn belt and southern Canada as an early crop.|heat and tipburn.|Iceberg x Paris White.
Cosmopolitan (PS 654569)|Seminis Vegetable Seeds-Petoseed.|Seminis Vegetable Seeds-Petoseed.|unique; shape is similar to Romaine but with a thicker and tougher texture than crisphead lettuce with a dark green color; shape of the head is similar to a Romaine heart.||coastal California. 2002.||open pollinated.
Costaverde (Expt. 3271)|Keystone Seed Co.|Keystone Seed Co.|open pollinated; Great Lakes type, large-framed, vigorous plant, quite leafy, providing good sunscald protection, trimmed heads are large, solid, slightly flattened at the poles.|Keystone's Belleverde.|western United States. PVP Certificate No. 7600053. 1977.|downy mildew through race 5.|Bellaverde x Calmar.
Cougar (GX 815)|Jodi Grossen.|Seminis-Genecorp.|Romaine with dark green colored leaves, leaf surface moderately blistered, tall, wide long leaves.|Romo.|U.S. west coast and southwest. 1999.|corky root.|open pollinated.
Coyote (GS 6530201)|Seminis Vegetable Seeds-Genecorp.|Seminis Vegetable Seeds-Genecorp.|Vanguard type with medium dark color, short core and large frame; non undulating leaf margin and uniformity; top leaf cover offers good protection from the cold and sun.|Cibola, Accolade.|Southwest coastal; California. 2002.||open pollinated.
Crispy (XP 480)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated; crisp, for spring harvest, maturity one week earlier than Vanguard.|Vanguard.|California. PVP Certificate No. 7900016. 1979.|tolerance to big vein.|
Crispy Frills|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||
Crissy (E26700)|Enza Zaden.|Enza Zaden.|cross between a red leaf and a Lollo Rosa.||California, Arizona. PVP. 1999.|DMR 1-16.|open pollinated.
Cupid|Leen de Mos Vegetable Seeds.|Shamrock Seed Co.|Green Oak type leaf lettuce; 45-65 day maturity; medium to large heads; light green color; slow bolting.|Salad Bowl.|can be cultivated in U.S. if sown in proper season.||open pollinated.
Curly Oakleaf|Vilmorin.|Cook's Garden.|known as Feuille de Chene or Foglie di Quercia and used solely as a cutting lettuce; sizable head at maturity if thinned; harvest frequently for best quality. 1881.||||
Dabora|Nunhems.|Nunhems.|butterhead type, suitable in spring and autumn cropping, large size, well closed base, less suitable to side shoot production, medium green leaf color.|||downy mildew. 1991.|
Dark Green Boston|Ferry-Morse Seed Co., Mountain View, Calif.|Ferry-Morse Seed Co., Mountain View, Calif.|darker green than White Boston Butterhead; slightly waved, rumpled leaves.|Cobham Green.|general. Ferry-Morse, April 15, 1963.||
Daybreak|Asgrow.|Asgrow.|crisphead type, dark green color, good head cover, sure heading ability for early Empire class.|Empire. 1994.|||
Deep Red|Cartesenga Bros.|Joseph Harris Co., Inc.|open pollinated; darker green and deeper bronze color than Prizehead; for early spring and fall crops.|Prizehead.|wide. PVP No. 7800086. 1979.|none claimed.|selection from Prizehead.
Defender (SSC 30383)|Shamrock Seed Co.|Shamrock Seed Co.||Harris Island Cos.|all lettuce production regions. 1999.|downy mildew.|open pollinated.
Del Oro|D. Sousa.|Petoseed.|crisphead type, mid-winter production in desert southwest United States, large, uniform, dark green color, early to mid-maturity.|Winterhaven.||big vein.|
Del Rey|Royal Sluis America.|Petoseed.|crisphead type, large frame and head, thick leaves, medium green, smooth ribs, black seed.|||bolting, tipburn, pink rib, big vein, downy mildew California pathovar 3; tolerance to heat and frost. 1991.|
Del Rio|D. Sousa.|Petoseed.|crisphead type, large head, excellent uniformity.|Van Mar, Sedona.|desert southwest United States|big vein.|
Desert Green|Ferry-Morse.|Ferry-Morse.|crisphead type, large frame and head, dark green, flat to slightly rounded butt, dark green close to core.|Merit, RC-74, Honcho.||downy mildew pathotype 3.|
Desert Pak|Brinker-Orsetti.|Brinker.|crisphead type, large head, medium cover, early maturing.|Winterhaven. 1991.|||
Desert Storm|Harris Moran.|Harris Moran.|crisphead type, large frame and head, dark green glossy leaves.|El Toro.||lettuce mosaic virus, downy mildew pathotype 3; tolerance to heat.|
Desperado (G x 630)|Jodi Grossen.|Seminis Vegetable Seeds-Genecorp.|medium sized, sure heading iceberg, medium green color, good head coverage.|Spector.|San Joaquin Valley California; Annie slot. 1999.||open pollinated.
Diamond|Coastal.|Coastal.|crisphead type, medium to large frame and head, smooth ribs, tan seed.|Salinas. 1994.||downy mildew California pathovars 1, 2A, 3.|
Dingo (XP 9200138)|Bernie Hamel.|Seminis-Asgrow.|medium blue green, medium height, 75 days, heat tolerant, widely adapted, use for early desert harvest.|Packman.|U.S. southwestern desert, northeastern U.S., Mexico. 2000.|downy mildew, corky root rot.|open pollinated.
Diplomat|Bruce Church.|Petoseed.|crisphead type, large frame and head, thick, dark green leaves.|Empire. 1979.||pink rib, tipburn, bolting; tolerance to heat, frost.|
Domineer (MSU 21)|Michigan AES, East Lansing.|various seedsmen.|vigorous, stocky upright plants. Leaves slightly darker but less edge frill than Grand Rapids; 7 to 10 days earlier than Grand Rapids in greenhouse; does well outside.|Grand Rapids.|greenhouse. Michigan AES Res. Rpt. 163.||Grand Rapids H54 Chestnut 5B.
Domingos 41|Quali-Sel, Inc.|Quali-Sel, Inc.|open pollinated; dark green color, smooth butt.|Great Lakes 66. PVP Certificate No. 7400019. 1979.||none claimed.|
Domingos 42|Quali-Sel, Inc.|Quali-Sel, Inc.|open pollinated; dark green butt color and outstanding butt appearance.|Vanguard.|spring for Arizona and Imperial and San Joaquin valleys. PVP Certificate No. 7600008. 1979.|none claimed.|
Domingos 43|Quali-Sel, Inc.|Quali-Sel, Inc.|open pollinated; large frame size and dark-green color.|Vanguard.|mid-winter and early spring for Arizona and Imperial and San Joaquin valleys. PVP Certificate No. 7600003. 1979.||
Don Daniel|Central Valley Seeds.|Central Valley Seeds.|crisphead type, matures 4 to 6 days earlier than Vanmax types, medium to large frame, large round to flat head, leaf thickness same as Winterhaven, medium green, very impressive butt, ribs smooth with wide petioles, black seed.|Vanguard. 1991.||bolting, tipburn, mosaic, big vein, downy mildew California pathovars 1, 2, 3.|Vanguard 75.
Don Juan|Harris Moran.|Harris Moran.|crisphead type.|Salinas. 1989.||lettuce mosaic virus.|
Dynasty|Haruo Sakamoto.|Ferry-Morse.|crisphead type.|Calmar, Montemar. 1985.||downy mildew races 7, 8.|
E4226 (EA226)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|open pollinated; outstanding uniformity of maturity.|Climax.|southwestern desert and San Joaquin valley, California. 1981.|tolerance to frost and sunburn.|
